# model=B23TFCUCCMFGMLiteModel tfcu=ccm_tfcu_unravel lora_rank=32 input_size=512 num_clips=2 num_frames=4
# loss=0.9*bce + 0.08*boundary + 0.02*temporal_consistency aux=
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=1 lr=0.0001 params_total=312018924 params_trainable=7884989
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_bce_loss,train_boundary_loss,train_temporal_consistency_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean
525,5.2003426e-06,0.046029047,0.046029047,0,0.045934792,0.052554255,0.024169771,,,,,,,,,,,,,0.0010392873,0.3055626,0.40523514,0.28920227,0.25,0.79170388,0.87908624,0.89914476,0.86191848,0.9843171,,,,,,,,,,,,,,,,,,,,,,,
526,5.1860959e-06,0.042920119,0.042920119,0,0.042184633,0.056440778,0.021934404,,,,,,,,,,,,,0.0010393203,0.30645412,0.38811036,0.30543553,0.25,0.8188176,0.8976864,0.908197,0.89031526,0.98661246,,,,,,,,,,,,,,,,,,,,,,,
527,5.1718523e-06,0.043081778,0.043081778,0,0.042631254,0.053538204,0.02152974,,,,,,,,,,,,,0.0010393215,0.31430278,0.37714237,0.30855485,0.25,0.79012405,0.8749643,0.8850908,0.86711915,0.98622449,,,,,,,,,,,,,,,,,,,,,,,
528,5.157612e-06,0.049745915,0.049745915,0,0.049440746,0.059349396,0.025064654,,,,,,,,,,,,,0.0010393055,0.31777682,0.38467959,0.29754359,0.25,0.78878528,0.87668205,0.8964615,0.85995089,0.98270516,,,,,,,,,,,,,,,,,,,,,,,
529,5.1433752e-06,0.045012963,0.045012963,0,0.044352256,0.057666832,0.02412932,,,,,,,,,,,,,0.0010393195,0.30997362,0.37821337,0.31181301,0.25,0.78290076,0.87452315,0.88362359,0.86849656,0.98582716,0.056052983,0.72945521,0.82566967,0.8148672,0.8778179,0.98482732,,,,,,,,,,,,,0.0010393248,0.29822432,0.39643859,0.30533709,0.25
530,5.129142e-06,0.047296496,0.047296496,0,0.046657139,0.059865962,0.02578969,,,,,,,,,,,,,0.0010393309,0.3058466,0.3938005,0.30035291,0.25,0.78339938,0.87157147,0.88354109,0.86365652,0.98403845,,,,,,,,,,,,,,,,,,,,,,,
531,5.1149125e-06,0.046491122,0.046491122,0,0.046532361,0.05227871,0.021485084,,,,,,,,,,,,,0.0010393423,0.29491423,0.39393284,0.31115293,0.25,0.75946548,0.85658935,0.87572956,0.84184854,0.98436306,,,,,,,,,,,,,,,,,,,,,,,
532,5.1006868e-06,0.040131193,0.040131193,0,0.039593034,0.051215541,0.020010969,,,,,,,,,,,,,0.0010393448,0.31157391,0.37496221,0.31346387,0.25,0.77565891,0.86727171,0.8872352,0.85074189,0.98725952,,,,,,,,,,,,,,,,,,,,,,,
533,5.0864652e-06,0.042148463,0.042148463,0,0.041332981,0.05644053,0.021676943,,,,,,,,,,,,,0.0010393644,0.30615409,0.38888415,0.30496176,0.25,0.80553044,0.88769121,0.90193316,0.87711021,0.98614116,,,,,,,,,,,,,,,,,,,,,,,
534,5.0722478e-06,0.047048703,0.047048703,0,0.046512389,0.058212935,0.026525926,,,,,,,,,,,,,0.0010393939,0.30700771,0.38313165,0.30986064,0.25,0.76207026,0.8575032,0.87991198,0.84044918,0.98393133,,,,,,,,,,,,,,,,,,,,,,,
535,5.0580347e-06,0.041594444,0.041594444,0,0.041363304,0.049456009,0.020549553,,,,,,,,,,,,,0.0010394189,0.29193758,0.38594448,0.32211794,0.25,0.78594181,0.87564959,0.88651382,0.86701052,0.98627264,,,,,,,,,,,,,,,,,,,,,,,
536,5.043826e-06,0.047387609,0.047387609,0,0.046854987,0.058850038,0.025505959,,,,,,,,,,,,,0.0010394351,0.31298206,0.38138316,0.30563479,0.25,0.79123201,0.87818994,0.89054322,0.86981948,0.9837464,,,,,,,,,,,,,,,,,,,,,,,
537,5.0296219e-06,0.045344845,0.045344845,0,0.045001501,0.054765031,0.023114656,,,,,,,,,,,,,0.0010394368,0.29381532,0.39311275,0.31307193,0.25,0.7761552,0.86797635,0.87735106,0.86178963,0.98556339,,,,,,,,,,,,,,,,,,,,,,,
538,5.0154226e-06,0.043230628,0.043230628,0,0.042125402,0.06071078,0.023045289,,,,,,,,,,,,,0.0010394476,0.30240638,0.39254312,0.30505051,0.25,0.80615766,0.88876078,0.89728381,0.88256592,0.98575913,,,,,,,,,,,,,,,,,,,,,,,
539,5.0012281e-06,0.041244742,0.041244742,0,0.040464581,0.055678919,0.018615344,,,,,,,,,,,,,0.0010394369,0.30255432,0.39629267,0.30115301,0.25,0.81875078,0.89699276,0.90254592,0.89368435,0.9865942,0.056051133,0.72840839,0.82548105,0.82940131,0.85888528,0.98504626,,,,,,,,,,,,,0.0010394466,0.29812758,0.39788556,0.30398686,0.25
540,4.9870387e-06,0.04528916,0.04528916,0,0.044580598,0.0585371,0.024182739,,,,,,,,,,,,,0.0010394592,0.30865868,0.38915326,0.30218805,0.25,0.80328881,0.88661356,0.89729274,0.87749251,0.98514646,,,,,,,,,,,,,,,,,,,,,,,
541,4.9728544e-06,0.042736958,0.042736958,0,0.041835322,0.058429964,0.020538621,,,,,,,,,,,,,0.0010394758,0.30476259,0.39651553,0.29872189,0.25,0.81612486,0.89320003,0.90344046,0.88465839,0.98687069,,,,,,,,,,,,,,,,,,,,,,,
542,4.9586754e-06,0.043055041,0.043055041,0,0.04252005,0.054459005,0.021513852,,,,,,,,,,,,,0.0010394935,0.30881572,0.37552127,0.31566302,0.25,0.79228277,0.8804957,0.89364681,0.86920232,0.98617738,,,,,,,,,,,,,,,,,,,,,,,
543,4.9445019e-06,0.045778723,0.045778723,0,0.045376167,0.055708656,0.02417407,,,,,,,,,,,,,0.0010395136,0.29636783,0.3947482,0.30888397,0.25,0.81603159,0.89567593,0.9037898,0.88927181,0.98426251,,,,,,,,,,,,,,,,,,,,,,,
544,4.930334e-06,0.040000999,0.040000999,0,0.039164912,0.054057226,0.021400055,,,,,,,,,,,,,0.0010395301,0.29532899,0.408695,0.29597602,0.25,0.80680892,0.89065138,0.89594451,0.88708111,0.98729181,,,,,,,,,,,,,,,,,,,,,,,
545,4.9161718e-06,0.042827512,0.042827512,0,0.042131842,0.055623114,0.02295028,,,,,,,,,,,,,0.0010395349,0.29206687,0.38954778,0.31838535,0.25,0.79570168,0.88227614,0.89288009,0.87376554,0.98606653,,,,,,,,,,,,,,,,,,,,,,,
546,4.9020155e-06,0.039660873,0.039660873,0,0.038923829,0.052642377,0.020901889,,,,,,,,,,,,,0.0010395421,0.30733879,0.38188963,0.31077158,0.25,0.82595166,0.90165873,0.90594559,0.89856442,0.98730648,,,,,,,,,,,,,,,,,,,,,,,
547,4.8878652e-06,0.039251458,0.039251458,0,0.038533522,0.051726445,0.021658711,,,,,,,,,,,,,0.0010395665,0.29218372,0.38028813,0.32752815,0.25,0.79771479,0.87411325,0.89002592,0.86629929,0.98724356,,,,,,,,,,,,,,,,,,,,,,,
548,4.873721e-06,0.038404495,0.038404495,0,0.037810793,0.049419361,0.021061655,,,,,,,,,,,,,0.0010395829,0.31842938,0.38219128,0.29937934,0.25,0.78773567,0.87458811,0.88494771,0.86927905,0.9878231,,,,,,,,,,,,,,,,,,,,,,,
549,4.8595832e-06,0.043514161,0.043514161,0,0.042778583,0.056675857,0.023968451,,,,,,,,,,,,,0.001039591,0.30459035,0.39639204,0.29901762,0.25,0.78245611,0.87048197,0.89550967,0.85305887,0.985793,0.054686419,0.72435624,0.82576113,0.84210803,0.84369801,0.98436659,,,,,,,,,,,,,0.0010395987,0.30101157,0.39852945,0.30045899,0.25
550,4.8454519e-06,0.045729823,0.045729823,0,0.045115044,0.057824348,0.025016807,,,,,,,,,,,,,0.0010395991,0.29394861,0.3792192,0.32683219,0.25,0.78429882,0.87551777,0.89447723,0.85973578,0.98442623,,,,,,,,,,,,,,,,,,,,,,,
551,4.8313271e-06,0.038795996,0.038795996,0,0.0380771,0.051652544,0.01972017,,,,,,,,,,,,,0.0010395996,0.31502415,0.37909291,0.30588294,0.25,0.80168702,0.8851009,0.89746975,0.8767926,0.98761988,,,,,,,,,,,,,,,,,,,,,,,
552,4.817209e-06,0.041321867,0.041321867,0,0.040400454,0.056785044,0.020932774,,,,,,,,,,,,,0.0010395685,0.30043388,0.38133337,0.31823275,0.25,0.80170981,0.88443404,0.89911839,0.87202091,0.98632243,,,,,,,,,,,,,,,,,,,,,,,
553,4.8030979e-06,0.041208003,0.041208003,0,0.040668608,0.052774169,0.019216156,,,,,,,,,,,,,0.0010395744,0.31334512,0.38722717,0.29942771,0.25,0.771141,0.85947882,0.89428586,0.83892354,0.98628581,,,,,,,,,,,,,,,,,,,,,,,
554,4.7889937e-06,0.044424006,0.044424006,0,0.043701756,0.05785895,0.023185577,,,,,,,,,,,,,0.0010395984,0.30838858,0.37355217,0.31805924,0.25,0.78206323,0.87262441,0.88783664,0.86002295,0.98461884,,,,,,,,,,,,,,,,,,,,,,,
555,4.7748967e-06,0.044808298,0.044808298,0,0.044046165,0.058167585,0.025667148,,,,,,,,,,,,,0.0010396278,0.31020881,0.37096625,0.31882494,0.25,0.75595396,0.84784005,0.8709931,0.83736096,0.98488547,,,,,,,,,,,,,,,,,,,,,,,
556,4.760807e-06,0.047077021,0.047077021,0,0.046151014,0.063020618,0.02497299,,,,,,,,,,,,,0.0010396458,0.29797089,0.40422371,0.2978054,0.25,0.7844204,0.87622486,0.88690452,0.86743546,0.98365752,,,,,,,,,,,,,,,,,,,,,,,
557,4.7467248e-06,0.038956173,0.038956173,0,0.038444015,0.049684656,0.019089403,,,,,,,,,,,,,0.001039655,0.29899573,0.37874775,0.32225652,0.25,0.79303303,0.87691923,0.90343917,0.86068957,0.98739875,,,,,,,,,,,,,,,,,,,,,,,
558,4.7326501e-06,0.04100521,0.04100521,0,0.04043554,0.05183047,0.023339367,,,,,,,,,,,,,0.0010396643,0.30038628,0.39791938,0.30169434,0.25,0.77668125,0.86898529,0.87306521,0.86666831,0.98622355,,,,,,,,,,,,,,,,,,,,,,,
559,4.7185832e-06,0.043721848,0.043721848,0,0.042837304,0.059050432,0.022212069,,,,,,,,,,,,,0.0010396629,0.27812999,0.41055365,0.31131636,0.25,0.79271278,0.8791074,0.8950333,0.86744907,0.98532071,0.055980572,0.73091821,0.8277125,0.81612894,0.87934248,0.98509059,,,,,,,,,,,,,0.0010396701,0.29971542,0.39498515,0.30529943,0.25
560,4.7045241e-06,0.04025686,0.04025686,0,0.039364669,0.054835596,0.022090586,,,,,,,,,,,,,0.001039671,0.30237958,0.37530713,0.32231329,0.25,0.80124895,0.88576379,0.89567106,0.87717733,0.98698123,,,,,,,,,,,,,,,,,,,,,,,
561,4.6904731e-06,0.037557354,0.037557354,0,0.036745348,0.051104378,0.019909607,,,,,,,,,,,,,0.0010396627,0.31763583,0.37143976,0.31092441,0.25,0.80989371,0.88381469,0.89324048,0.87651566,0.98814462,,,,,,,,,,,,,,,,,,,,,,,
562,4.6764302e-06,0.045525113,0.045525113,0,0.044833221,0.058289348,0.025603352,,,,,,,,,,,,,0.0010396683,0.31091084,0.39055045,0.29853871,0.25,0.79601799,0.87988184,0.89913617,0.86723965,0.98453739,,,,,,,,,,,,,,,,,,,,,,,
563,4.6623956e-06,0.0478807,0.0478807,0,0.0474207,0.058325652,0.026800955,,,,,,,,,,,,,0.001039686,0.29314231,0.38379315,0.32306453,0.25,0.75874598,0.84739238,0.86267017,0.8509383,0.98370765,,,,,,,,,,,,,,,,,,,,,,,
564,4.6483694e-06,0.041861148,0.041861148,0,0.04113654,0.054695704,0.023130323,,,,,,,,,,,,,0.0010397008,0.3072678,0.38920432,0.30352788,0.25,0.81199852,0.89410964,0.89823401,0.8923668,0.98560015,,,,,,,,,,,,,,,,,,,,,,,
565,4.6343518e-06,0.041047627,0.041047627,0,0.040529705,0.051980294,0.02062347,,,,,,,,,,,,,0.0010396979,0.30436527,0.39259884,0.30303589,0.25,0.80395357,0.88863639,0.90436993,0.87535682,0.98622053,,,,,,,,,,,,,,,,,,,,,,,
566,4.6203429e-06,0.0409577,0.0409577,0,0.040381001,0.051529966,0.024620136,,,,,,,,,,,,,0.001039708,0.30593011,0.38957309,0.30449681,0.25,0.80580115,0.88855633,0.9015756,0.88161408,0.98631647,,,,,,,,,,,,,,,,,,,,,,,
567,4.6063429e-06,0.038899208,0.038899208,0,0.037938313,0.054473196,0.019843592,,,,,,,,,,,,,0.0010397098,0.31725978,0.37916211,0.30357811,0.25,0.81348023,0.89490073,0.90309881,0.8877083,0.98735428,,,,,,,,,,,,,,,,,,,,,,,
568,4.5923519e-06,0.039136564,0.039136564,0,0.038351405,0.052959263,0.01917797,,,,,,,,,,,,,0.0010397107,0.31713361,0.36592406,0.31694234,0.25,0.83678821,0.87456109,0.88055948,0.87018236,0.9867451,,,,,,,,,,,,,,,,,,,,,,,
569,4.57837e-06,0.042516873,0.042516873,0,0.041600775,0.057583602,0.023474421,,,,,,,,,,,,,0.0010397175,0.29070706,0.38598541,0.32330753,0.25,0.78737878,0.87157824,0.88973209,0.85658006,0.98539747,0.053038321,0.72689263,0.82663493,0.83648482,0.85055332,0.9848181,,,,,,,,,,,,,0.0010397228,0.30116579,0.39712034,0.30171387,0.25
570,4.5643974e-06,0.037886826,0.037886826,0,0.037090277,0.05121502,0.020418792,,,,,,,,,,,,,0.0010397311,0.30320152,0.40200748,0.294791,0.25,0.78364902,0.86855921,0.88905347,0.86065233,0.98782412,,,,,,,,,,,,,,,,,,,,,,,
571,4.5504342e-06,0.039742273,0.039742273,0,0.038768918,0.055013184,0.02245962,,,,,,,,,,,,,0.0010397491,0.28499037,0.40809979,0.30690984,0.25,0.82863864,0.90435728,0.90749282,0.90210227,0.98664295,,,,,,,,,,,,,,,,,,,,,,,
572,4.5364806e-06,0.042438731,0.042438731,0,0.041857585,0.05362012,0.023864778,,,,,,,,,,,,,0.0010397666,0.27834166,0.40835186,0.31330648,0.25,0.77632359,0.86775254,0.88473802,0.85557585,0.98573318,,,,,,,,,,,,,,,,,,,,,,,
573,4.5225367e-06,0.043789164,0.043789164,0,0.042719473,0.060497054,0.025093765,,,,,,,,,,,,,0.0010397711,0.29681734,0.38789639,0.31528627,0.25,0.80738769,0.89093079,0.9002152,0.88398714,0.9847799,,,,,,,,,,,,,,,,,,,,,,,
574,4.5086026e-06,0.042420122,0.042420122,0,0.041799356,0.054473599,0.022140746,,,,,,,,,,,,,0.001039771,0.28863301,0.39919288,0.31217411,0.25,0.79246806,0.8741605,0.8783123,0.8715897,0.98572388,,,,,,,,,,,,,,,,,,,,,,,
575,4.4946785e-06,0.042598742,0.042598742,0,0.041562489,0.058851598,0.024218732,,,,,,,,,,,,,0.0010397762,0.30271288,0.392942,0.30434512,0.25,0.80033517,0.88462013,0.89650366,0.87441444,0.98533026,,,,,,,,,,,,,,,,,,,,,,,
576,4.4807645e-06,0.042165967,0.042165967,0,0.041332416,0.056322036,0.023051616,,,,,,,,,,,,,0.00103978,0.31648718,0.37861298,0.30489984,0.25,0.82538932,0.90091976,0.90827758,0.89498419,0.98586386,,,,,,,,,,,,,,,,,,,,,,,
577,4.4668608e-06,0.044711561,0.044711561,0,0.044053152,0.057002578,0.025175941,,,,,,,,,,,,,0.0010397953,0.31225432,0.38067317,0.30707251,0.25,0.78040376,0.87188636,0.88837953,0.85890186,0.98429847,,,,,,,,,,,,,,,,,,,,,,,
578,4.4529675e-06,0.040508018,0.040508018,0,0.039451085,0.057512353,0.020052696,,,,,,,,,,,,,0.0010398284,0.3211415,0.35963319,0.31922531,0.25,0.79093675,0.87931738,0.8852511,0.87600262,0.98673549,,,,,,,,,,,,,,,,,,,,,,,
579,4.4390848e-06,0.043343346,0.043343346,0,0.042986604,0.051929512,0.025052111,,,,,,,,,,,,,0.0010398261,0.31073975,0.38466954,0.30459071,0.25,0.78324617,0.87094258,0.89508679,0.85346506,0.98497713,0.054345248,0.72638894,0.82571681,0.82464433,0.86447189,0.98466876,,,,,,,,,,,,,0.0010398295,0.29855827,0.39531027,0.30613146,0.25
580,4.4252127e-06,0.039945693,0.039945693,0,0.038839953,0.056802453,0.022277013,,,,,,,,,,,,,0.0010398243,0.30685154,0.38757432,0.30557414,0.25,0.81374006,0.89386335,0.90127032,0.88819905,0.98674838,,,,,,,,,,,,,,,,,,,,,,,
581,4.4113515e-06,0.043034228,0.043034228,0,0.042238373,0.056787886,0.023833164,,,,,,,,,,,,,0.0010398198,0.3081824,0.37813627,0.31368133,0.25,0.79267926,0.87856279,0.89028584,0.86835421,0.98607001,,,,,,,,,,,,,,,,,,,,,,,
582,4.3975012e-06,0.046206382,0.046206382,0,0.045788646,0.05626492,0.024770385,,,,,,,,,,,,,0.0010398194,0.29390216,0.38419915,0.3218987,0.25,0.77302948,0.86273248,0.87970992,0.85060936,0.98391929,,,,,,,,,,,,,,,,,,,,,,,
583,4.383662e-06,0.037904648,0.037904648,0,0.036825479,0.054437302,0.020336647,,,,,,,,,,,,,0.0010397993,0.29414485,0.39435131,0.31150384,0.25,0.78984713,0.86684316,0.87664685,0.85854774,0.98772922,,,,,,,,,,,,,,,,,,,,,,,
584,4.3698341e-06,0.039590735,0.039590735,0,0.03895114,0.051544518,0.020557443,,,,,,,,,,,,,0.0010398214,0.30314931,0.38090592,0.31594477,0.25,0.77810241,0.86308368,0.8910308,0.85025637,0.98714902,,,,,,,,,,,,,,,,,,,,,,,
585,4.3560175e-06,0.037341017,0.037341017,0,0.036512525,0.051166781,0.019320136,,,,,,,,,,,,,0.0010398541,0.31273611,0.38786207,0.29940182,0.25,0.80849874,0.89014725,0.9037474,0.87884099,0.98765759,,,,,,,,,,,,,,,,,,,,,,,
586,4.3422125e-06,0.043351826,0.043351826,0,0.042655389,0.056568558,0.02182466,,,,,,,,,,,,,0.0010398894,0.31568228,0.37478994,0.30952778,0.25,0.78662952,0.87384362,0.88671932,0.86466405,0.98505197,,,,,,,,,,,,,,,,,,,,,,,
587,4.3284191e-06,0.0365873,0.0365873,0,0.035929901,0.048171028,0.019835371,,,,,,,,,,,,,0.0010399006,0.3286333,0.38224164,0.28912506,0.25,0.79102244,0.87037141,0.88846215,0.85861765,0.98804379,,,,,,,,,,,,,,,,,,,,,,,
588,4.3146375e-06,0.04445656,0.04445656,0,0.043564107,0.059385116,0.024902739,,,,,,,,,,,,,0.0010399365,0.28838839,0.40357619,0.30803543,0.25,0.79030463,0.87653124,0.88978205,0.86705522,0.98474026,,,,,,,,,,,,,,,,,,,,,,,
589,4.3008678e-06,0.044773132,0.044773132,0,0.04414365,0.057228198,0.023279656,,,,,,,,,,,,,0.0010399433,0.29629482,0.39167202,0.31203316,0.25,0.77003536,0.85589717,0.8755282,0.8417134,0.98452643,0.051120808,0.7261459,0.82446737,0.81530662,0.87588939,0.98465768,,,,,,,,,,,,,0.0010399342,0.29789516,0.39574034,0.30636451,0.25
590,4.2871103e-06,0.04209127,0.04209127,0,0.041145499,0.057652806,0.022404894,,,,,,,,,,,,,0.0010399368,0.30089573,0.38569883,0.31340545,0.25,0.82131723,0.89919271,0.9066197,0.89304469,0.98546906,,,,,,,,,,,,,,,,,,,,,,,
591,4.2733649e-06,0.039688699,0.039688699,0,0.038806209,0.0538581,0.022723219,,,,,,,,,,,,,0.0010399425,0.3140319,0.36506863,0.32089947,0.25,0.81447387,0.89491471,0.90350392,0.8880997,0.98656066,,,,,,,,,,,,,,,,,,,,,,,
592,4.2596319e-06,0.038627838,0.038627838,0,0.03778103,0.052401449,0.021639774,,,,,,,,,,,,,0.0010399492,0.2973827,0.39474309,0.30787422,0.25,0.81170393,0.89221321,0.89745686,0.88942953,0.9873006,,,,,,,,,,,,,,,,,,,,,,,
593,4.2459114e-06,0.042043202,0.042043202,0,0.041661492,0.050828093,0.024080621,,,,,,,,,,,,,0.0010399598,0.30841822,0.38296807,0.30861372,0.25,0.78425522,0.8691097,0.89105295,0.8555287,0.98543406,,,,,,,,,,,,,,,,,,,,,,,
594,4.2322035e-06,0.040821687,0.040821687,0,0.040243703,0.052549291,0.019920608,,,,,,,,,,,,,0.0010399701,0.29223332,0.4000571,0.30770958,0.25,0.78019417,0.87020419,0.88045136,0.86276949,0.98601499,,,,,,,,,,,,,,,,,,,,,,,
595,4.2185084e-06,0.038230562,0.038230562,0,0.037402858,0.052222376,0.01951003,,,,,,,,,,,,,0.0010399643,0.30295583,0.39535193,0.30169224,0.25,0.81319487,0.89250767,0.91039138,0.87769682,0.9877206,,,,,,,,,,,,,,,,,,,,,,,
596,4.2048262e-06,0.043757079,0.043757079,0,0.043436626,0.052751055,0.022201532,,,,,,,,,,,,,0.0010399908,0.31532298,0.35789705,0.32677998,0.25,0.79909058,0.88247516,0.89236262,0.87450066,0.98478028,,,,,,,,,,,,,,,,,,,,,,,
597,4.191157e-06,0.041237176,0.041237176,0,0.040193112,0.057514784,0.023109683,,,,,,,,,,,,,0.0010400294,0.3110821,0.37221595,0.31670195,0.25,0.81420146,0.89461779,0.89955015,0.8912785,0.98603911,,,,,,,,,,,,,,,,,,,,,,,
598,4.177501e-06,0.039770376,0.039770376,0,0.038763296,0.05566289,0.021518991,,,,,,,,,,,,,0.0010400469,0.30050983,0.39281689,0.30667329,0.25,0.78719386,0.87578086,0.87916216,0.87355363,0.98645506,,,,,,,,,,,,,,,,,,,,,,,
599,4.1638583e-06,0.040405572,0.040405572,0,0.039383662,0.056355021,0.022593794,,,,,,,,,,,,,0.0010400612,0.28226442,0.40505333,0.31268224,0.25,0.81010549,0.88754271,0.89350176,0.88366726,0.98601427,0.055446986,0.72054579,0.81869754,0.7967468,0.8897425,0.98411854,,,,,,,,,,,,,0.0010400749,0.29762621,0.39495016,0.30742363,0.25
600,4.1502291e-06,0.039785812,0.039785812,0,0.038706777,0.055985783,0.023542556,,,,,,,,,,,,,0.0010400866,0.31127917,0.39128579,0.29743504,0.25,0.82711192,0.89919832,0.90780857,0.89450696,0.98649618,,,,,,,,,,,,,,,,,,,,,,,
601,4.1366135e-06,0.038666437,0.038666437,0,0.03753272,0.055848277,0.020956357,,,,,,,,,,,,,0.0010400657,0.29635813,0.3835017,0.32014017,0.25,0.81007895,0.8888046,0.89904681,0.88087079,0.98775746,,,,,,,,,,,,,,,,,,,,,,,
602,4.1230116e-06,0.046500309,0.046500309,0,0.046015133,0.057271855,0.025247085,,,,,,,,,,,,,0.0010400666,0.30078044,0.38607125,0.31314832,0.25,0.78997294,0.87881558,0.89313449,0.8674666,0.98290294,,,,,,,,,,,,,,,,,,,,,,,
603,4.1094235e-06,0.042041689,0.042041689,0,0.041248127,0.055643164,0.023346144,,,,,,,,,,,,,0.0010400897,0.30036967,0.39096532,0.30866501,0.25,0.77694707,0.86918189,0.88090817,0.85943399,0.98531834,,,,,,,,,,,,,,,,,,,,,,,
604,4.0958495e-06,0.041809404,0.041809404,0,0.040824186,0.05752532,0.023280549,,,,,,,,,,,,,0.0010400994,0.29482146,0.36171979,0.34345875,0.25,0.80188156,0.88470653,0.89943348,0.87351372,0.9857705,,,,,,,,,,,,,,,,,,,,,,,
605,4.0822896e-06,0.040671398,0.040671398,0,0.039614749,0.057365037,0.021446094,,,,,,,,,,,,,0.0010400984,0.28717891,0.38449236,0.32832873,0.25,0.78242009,0.87002562,0.88888173,0.85561538,0.98620213,,,,,,,,,,,,,,,,,,,,,,,
606,4.068744e-06,0.039837209,0.039837209,0,0.038977526,0.053990889,0.021908315,,,,,,,,,,,,,0.0010400935,0.296647,0.37938253,0.32397047,0.25,0.79927922,0.8818877,0.89098461,0.8768832,0.98652994,,,,,,,,,,,,,,,,,,,,,,,
607,4.0552128e-06,0.03418566,0.03418566,0,0.03313572,0.050124461,0.017677813,,,,,,,,,,,,,0.0010401079,0.29830754,0.38767836,0.3140141,0.25,0.82602305,0.90164991,0.91061094,0.89553993,0.9888739,,,,,,,,,,,,,,,,,,,,,,,
608,4.0416961e-06,0.040223755,0.040223755,0,0.039485387,0.053418061,0.020673135,,,,,,,,,,,,,0.0010401091,0.30356258,0.39938388,0.29705355,0.25,0.79741177,0.8817301,0.89821145,0.8687913,0.98630795,,,,,,,,,,,,,,,,,,,,,,,
609,4.0281942e-06,0.041781875,0.041781875,0,0.041311952,0.051981428,0.022130278,,,,,,,,,,,,,0.0010401195,0.28712583,0.39152374,0.32135044,0.25,0.76298418,0.85347508,0.88013036,0.83554222,0.98625692,0.05307293,0.72542864,0.82494745,0.82161811,0.86640561,0.98463157,,,,,,,,,,,,,0.001040127,0.29629356,0.39250988,0.31119656,0.25
610,4.014707e-06,0.043269666,0.043269666,0,0.042345156,0.058406924,0.024323636,,,,,,,,,,,,,0.0010401394,0.29917062,0.39596539,0.30486399,0.25,0.82220294,0.89888176,0.90711956,0.89282691,0.98449804,,,,,,,,,,,,,,,,,,,,,,,
611,4.0012348e-06,0.042571641,0.042571641,0,0.042295743,0.050990605,0.021311278,,,,,,,,,,,,,0.0010401518,0.31611795,0.38906241,0.29481965,0.25,0.80447609,0.88681822,0.9019257,0.87456233,0.98565294,,,,,,,,,,,,,,,,,,,,,,,
612,3.9877777e-06,0.036594633,0.036594633,0,0.035784107,0.049644377,0.020869402,,,,,,,,,,,,,0.0010401625,0.31441339,0.39107649,0.29451012,0.25,0.83571755,0.9075998,0.91236877,0.90396153,0.98821596,,,,,,,,,,,,,,,,,,,,,,,
613,3.9743359e-06,0.041183197,0.041183197,0,0.040743381,0.051289626,0.02054924,,,,,,,,,,,,,0.0010401702,0.29959164,0.38421774,0.31619062,0.25,0.80345729,0.8858999,0.89232906,0.88128844,0.98628157,,,,,,,,,,,,,,,,,,,,,,,
614,3.9609094e-06,0.041946241,0.041946241,0,0.041359073,0.053396136,0.022569286,,,,,,,,,,,,,0.0010401701,0.29901978,0.38696158,0.31401864,0.25,0.79972516,0.85237104,0.86045352,0.84623259,0.98543164,,,,,,,,,,,,,,,,,,,,,,,
615,3.9474983e-06,0.037756825,0.037756825,0,0.037278042,0.047516233,0.020264467,,,,,,,,,,,,,0.001040181,0.29785015,0.38455244,0.31759741,0.25,0.7781631,0.86416737,0.89679338,0.84412306,0.98726964,,,,,,,,,,,,,,,,,,,,,,,
616,3.934103e-06,0.038890643,0.038890643,0,0.03825724,0.050406609,0.021329982,,,,,,,,,,,,,0.001040195,0.28647641,0.39190811,0.32161548,0.25,0.78655786,0.8753415,0.88831186,0.86582362,0.98721954,,,,,,,,,,,,,,,,,,,,,,,
617,3.9207234e-06,0.044909856,0.044909856,0,0.044878102,0.050562898,0.023726665,,,,,,,,,,,,,0.0010401973,0.28403452,0.3846778,0.33128768,0.25,0.79233795,0.87931885,0.89775456,0.86468595,0.98466557,,,,,,,,,,,,,,,,,,,,,,,
