# model=B23TFCUCCMFGMLiteModel tfcu=ccm_tfcu_unravel lora_rank=32 input_size=512 num_clips=2 num_frames=4
# loss=0.9*bce + 0.08*boundary + 0.02*temporal_consistency aux=
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=1 lr=0.0001 params_total=312018924 params_trainable=7884989
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_bce_loss,train_boundary_loss,train_temporal_consistency_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean
208,9.1321646e-06,0.11988043,0.11988043,0,0.12706007,0.061766101,0.029253896,,,,,,,,,,,,,0.0010323679,0.30560456,0.39249338,0.30190207,0.25,0.73373055,0.83866077,0.85436075,0.82866644,0.98188154,,,,,,,,,,,,,,,,,,,,,,,
209,9.1237162e-06,0.11876055,0.11876055,0,0.12623114,0.057906582,0.025999889,,,,,,,,,,,,,0.0010323631,0.33086596,0.38758046,0.28155358,0.25,0.75588038,0.85344483,0.8569652,0.85517353,0.98171136,0.12810689,0.71787931,0.81809566,0.78565344,0.89186044,0.98297632,,,,,,,,,,,,,0.001032396,0.30753243,0.39969283,0.29277475,0.25
210,9.1152312e-06,0.11286354,0.11286354,0,0.11966378,0.058445756,0.024524341,,,,,,,,,,,,,0.0010324392,0.29297218,0.40113486,0.30589296,0.25,0.75295454,0.84086638,0.86004462,0.83106016,0.98427389,,,,,,,,,,,,,,,,,,,,,,,
211,9.1067099e-06,0.11429795,0.11429795,0,0.12107491,0.059983946,0.02659091,,,,,,,,,,,,,0.0010324719,0.29977434,0.38499641,0.31522925,0.25,0.74741139,0.84803612,0.86720922,0.83752659,0.98322215,,,,,,,,,,,,,,,,,,,,,,,
212,9.0981522e-06,0.11556397,0.11556397,0,0.12226851,0.061760072,0.029075172,,,,,,,,,,,,,0.0010324821,0.30454333,0.37892662,0.31653005,0.25,0.74642408,0.84747501,0.86516428,0.83792111,0.98250939,,,,,,,,,,,,,,,,,,,,,,,
213,9.0895583e-06,0.11458984,0.11458984,0,0.12131192,0.061069834,0.026176719,,,,,,,,,,,,,0.001032456,0.29721655,0.41331025,0.2894732,0.25,0.74787813,0.84871943,0.87684521,0.83414552,0.98095209,,,,,,,,,,,,,,,,,,,,,,,
214,9.0809283e-06,0.11422274,0.11422274,0,0.12038829,0.065765971,0.030600502,,,,,,,,,,,,,0.0010324793,0.31002731,0.39232811,0.29764458,0.25,0.77196941,0.86793671,0.88379582,0.85621908,0.98133396,,,,,,,,,,,,,,,,,,,,,,,
215,9.0722622e-06,0.11291093,0.11291093,0,0.11903638,0.065642086,0.026341521,,,,,,,,,,,,,0.0010325021,0.32632752,0.39057192,0.28310057,0.25,0.78025569,0.87250919,0.88391179,0.86434198,0.98170789,,,,,,,,,,,,,,,,,,,,,,,
216,9.0635601e-06,0.11035128,0.11035128,0,0.11697682,0.057246937,0.024619485,,,,,,,,,,,,,0.0010325149,0.31436053,0.3998032,0.28583627,0.25,0.75593152,0.85249903,0.88078792,0.83066149,0.98319112,,,,,,,,,,,,,,,,,,,,,,,
217,9.0548221e-06,0.11001184,0.11001184,0,0.11681537,0.054466722,0.02603327,,,,,,,,,,,,,0.0010325261,0.29298808,0.41237209,0.29463984,0.25,0.76143537,0.85788061,0.87106367,0.84859578,0.98463635,,,,,,,,,,,,,,,,,,,,,,,
218,9.0460484e-06,0.11450444,0.11450444,0,0.12108972,0.061786248,0.029039878,,,,,,,,,,,,,0.0010325209,0.30764148,0.40564448,0.28671404,0.25,0.77073878,0.86362135,0.87508054,0.85938659,0.98078208,,,,,,,,,,,,,,,,,,,,,,,
219,9.0372389e-06,0.10616655,0.10616655,0,0.11224018,0.058370337,0.024038273,,,,,,,,,,,,,0.0010325225,0.31118355,0.39188758,0.29692887,0.25,0.75517126,0.85447753,0.87549458,0.84076643,0.98461353,0.12194831,0.71816095,0.81856012,0.80700431,0.86978212,0.98394129,,,,,,,,,,,,,0.0010325459,0.31147036,0.4062425,0.28228715,0.25
220,9.0283938e-06,0.10510072,0.10510072,0,0.1108618,0.060383484,0.024721024,,,,,,,,,,,,,0.0010325764,0.32004946,0.38844575,0.29150479,0.25,0.77773059,0.87135236,0.88597965,0.85930485,0.98456419,,,,,,,,,,,,,,,,,,,,,,,
221,9.0195132e-06,0.11413684,0.11413684,0,0.12077737,0.060615077,0.029400188,,,,,,,,,,,,,0.0010326164,0.30691995,0.39859567,0.29448437,0.25,0.73737392,0.83652892,0.86542721,0.8198496,0.98268849,,,,,,,,,,,,,,,,,,,,,,,
222,9.0105972e-06,0.10411932,0.10411932,0,0.10967099,0.061955928,0.022947921,,,,,,,,,,,,,0.0010326667,0.30860884,0.38393752,0.30745364,0.25,0.78197028,0.87482928,0.87739046,0.87635369,0.98351914,,,,,,,,,,,,,,,,,,,,,,,
223,9.0016458e-06,0.10575823,0.10575823,0,0.11159823,0.059820976,0.026707367,,,,,,,,,,,,,0.0010327207,0.30720887,0.39857281,0.29421833,0.25,0.76250995,0.86046216,0.87840793,0.84927615,0.98359755,,,,,,,,,,,,,,,,,,,,,,,
224,8.9926591e-06,0.10927021,0.10927021,0,0.1149752,0.065217465,0.028756846,,,,,,,,,,,,,0.0010327789,0.31762281,0.39481876,0.28755843,0.25,0.76095385,0.85665883,0.86889609,0.8494676,0.98180463,,,,,,,,,,,,,,,,,,,,,,,
225,8.9836372e-06,0.10342357,0.10342357,0,0.10870171,0.063452425,0.025791757,,,,,,,,,,,,,0.0010328134,0.30103262,0.3973396,0.30162779,0.25,0.78788138,0.87783734,0.89250992,0.86775945,0.98290933,,,,,,,,,,,,,,,,,,,,,,,
226,8.9745803e-06,0.1050339,0.1050339,0,0.11082251,0.059341104,0.027317692,,,,,,,,,,,,,0.0010328324,0.30867861,0.40187567,0.28944572,0.25,0.77142464,0.86589709,0.8845549,0.85303112,0.98183885,,,,,,,,,,,,,,,,,,,,,,,
227,8.9654884e-06,0.10550929,0.10550929,0,0.11091108,0.063720707,0.029583088,,,,,,,,,,,,,0.0010328579,0.31604375,0.39348076,0.2904755,0.25,0.76401066,0.85612124,0.86729174,0.84871861,0.98103201,,,,,,,,,,,,,,,,,,,,,,,
228,8.9563616e-06,0.10090931,0.10090931,0,0.10631254,0.058871111,0.025917227,,,,,,,,,,,,,0.0010329001,0.30229523,0.39293816,0.30476662,0.25,0.79840298,0.88452516,0.89292051,0.87859581,0.9843756,,,,,,,,,,,,,,,,,,,,,,,
229,8.9472e-06,0.10475463,0.10475463,0,0.11064026,0.057795092,0.027739816,,,,,,,,,,,,,0.0010329363,0.30752814,0.40432952,0.28814235,0.25,0.77163001,0.86788248,0.87365081,0.8648384,0.98243151,0.11237213,0.71248034,0.81344075,0.78860273,0.88417444,0.98323747,,,,,,,,,,,,,0.0010329371,0.30585971,0.39918528,0.29495501,0.25
230,8.9380037e-06,0.099710998,0.099710998,0,0.10509559,0.057908823,0.024613255,,,,,,,,,,,,,0.0010329408,0.31710163,0.38547966,0.29741871,0.25,0.7705918,0.86481414,0.86884123,0.86395258,0.98504984,,,,,,,,,,,,,,,,,,,,,,,
231,8.9287727e-06,0.10689143,0.10689143,0,0.11266999,0.061295773,0.029238866,,,,,,,,,,,,,0.0010329419,0.3153211,0.38296922,0.30170969,0.25,0.74258443,0.84859748,0.85540015,0.84371687,0.98063122,,,,,,,,,,,,,,,,,,,,,,,
232,8.9195072e-06,0.10174963,0.10174963,0,0.10746089,0.056630432,0.025220304,,,,,,,,,,,,,0.0010329662,0.29297335,0.39618815,0.3108385,0.25,0.75709967,0.85613236,0.87691149,0.84067564,0.9842646,,,,,,,,,,,,,,,,,,,,,,,
233,8.9102073e-06,0.099283958,0.099283958,0,0.10409916,0.063962209,0.02388715,,,,,,,,,,,,,0.0010329935,0.30519594,0.38709058,0.30771348,0.25,0.76601327,0.86186388,0.88338095,0.84896378,0.98379149,,,,,,,,,,,,,,,,,,,,,,,
234,8.9008731e-06,0.099684728,0.099684728,0,0.10492618,0.059328634,0.025244008,,,,,,,,,,,,,0.0010330616,0.320962,0.39569937,0.28333862,0.25,0.76354584,0.86134208,0.86709479,0.85753325,0.98301155,,,,,,,,,,,,,,,,,,,,,,,
235,8.8915046e-06,0.097788,0.097788,0,0.10267713,0.06105097,0.024725518,,,,,,,,,,,,,0.0010330717,0.32532425,0.39402967,0.28064608,0.25,0.79248703,0.88159405,0.88833078,0.87709004,0.98464963,,,,,,,,,,,,,,,,,,,,,,,
236,8.8821019e-06,0.10180369,0.10180369,0,0.10713535,0.060120863,0.028610754,,,,,,,,,,,,,0.0010330768,0.30995056,0.39912922,0.29092023,0.25,0.78099771,0.87128973,0.88047162,0.86422753,0.98156854,,,,,,,,,,,,,,,,,,,,,,,
237,8.8726652e-06,0.10023009,0.10023009,0,0.10542417,0.05961103,0.028972691,,,,,,,,,,,,,0.0010331224,0.31868007,0.37815167,0.30316826,0.25,0.76407055,0.85911189,0.87060894,0.8506034,0.98096903,,,,,,,,,,,,,,,,,,,,,,,
238,8.8631946e-06,0.097357167,0.097357167,0,0.10237466,0.058922755,0.025307907,,,,,,,,,,,,,0.0010331832,0.30826387,0.40258455,0.28915158,0.25,0.76031374,0.85637539,0.88513661,0.83808296,0.98313007,,,,,,,,,,,,,,,,,,,,,,,
239,8.85369e-06,0.10546909,0.10546909,0,0.11157172,0.056097982,0.028335685,,,,,,,,,,,,,0.0010332223,0.30169243,0.41972373,0.27858384,0.25,0.72464189,0.83028888,0.8504288,0.81801812,0.98097936,0.1035057,0.72093533,0.82426652,0.85060402,0.82396781,0.98437618,,,,,,,,,,,,,0.0010332409,0.30401628,0.40085986,0.29512385,0.25
240,8.8441517e-06,0.09749204,0.09749204,0,0.10246762,0.059939234,0.0238021,,,,,,,,,,,,,0.0010332566,0.30713059,0.40328164,0.28958777,0.25,0.76167584,0.85477989,0.88220111,0.84017915,0.98424557,,,,,,,,,,,,,,,,,,,,,,,
241,8.8345797e-06,0.099346738,0.099346738,0,0.1045345,0.059582191,0.024955732,,,,,,,,,,,,,0.0010332879,0.31939681,0.38957496,0.29102823,0.25,0.72804027,0.83165662,0.87995755,0.80765097,0.98287773,,,,,,,,,,,,,,,,,,,,,,,
242,8.8249742e-06,0.095985129,0.095985129,0,0.10133689,0.054208045,0.022264318,,,,,,,,,,,,,0.0010333086,0.30687378,0.39145761,0.30166861,0.25,0.76579668,0.8610016,0.8744882,0.85179114,0.98473059,,,,,,,,,,,,,,,,,,,,,,,
243,8.8153351e-06,0.096283959,0.096283959,0,0.10101324,0.059835396,0.029260709,,,,,,,,,,,,,0.0010333578,0.3144168,0.39734756,0.28823565,0.25,0.74229383,0.84220772,0.85946344,0.83019281,0.98256844,,,,,,,,,,,,,,,,,,,,,,,
244,8.8056627e-06,0.097111047,0.097111047,0,0.1019802,0.059956371,0.026618038,,,,,,,,,,,,,0.0010333946,0.30692918,0.39926667,0.29380415,0.25,0.74932309,0.85172879,0.86836012,0.8402257,0.9826093,,,,,,,,,,,,,,,,,,,,,,,
245,8.795957e-06,0.096242842,0.096242842,0,0.10116721,0.058474882,0.02571814,,,,,,,,,,,,,0.0010334845,0.29395706,0.39792333,0.30811962,0.25,0.75685082,0.85622883,0.87951369,0.83999178,0.98351369,,,,,,,,,,,,,,,,,,,,,,,
246,8.7862181e-06,0.096329835,0.096329835,0,0.10144406,0.055852896,0.028097565,,,,,,,,,,,,,0.001033541,0.30594357,0.38057518,0.31348124,0.25,0.80876267,0.89269589,0.89795426,0.88986043,0.98305729,,,,,,,,,,,,,,,,,,,,,,,
247,8.7764461e-06,0.092247405,0.092247405,0,0.096773297,0.058107269,0.025142914,,,,,,,,,,,,,0.0010335848,0.29314083,0.39812908,0.30873009,0.25,0.77289154,0.86849272,0.88118756,0.85876291,0.98410126,,,,,,,,,,,,,,,,,,,,,,,
248,8.7666411e-06,0.093110772,0.093110772,0,0.097131232,0.064561159,0.026388629,,,,,,,,,,,,,0.0010336176,0.31214177,0.39521003,0.2926482,0.25,0.78491608,0.87638585,0.8811625,0.87359466,0.98273204,,,,,,,,,,,,,,,,,,,,,,,
249,8.7568032e-06,0.0975056,0.0975056,0,0.10271319,0.057020009,0.025106632,,,,,,,,,,,,,0.0010336573,0.30807344,0.39966193,0.29226464,0.25,0.70108768,0.81594342,0.85194085,0.79016398,0.9831418,0.10204619,0.72432974,0.82397731,0.82502196,0.85412882,0.98457558,,,,,,,,,,,,,0.0010336924,0.30585321,0.39965933,0.29448745,0.25
250,8.7469325e-06,0.089157139,0.089157139,0,0.093395221,0.057547115,0.024883642,,,,,,,,,,,,,0.0010337193,0.31483018,0.38082402,0.30434579,0.25,0.78665106,0.87638491,0.88510832,0.87027944,0.98436371,,,,,,,,,,,,,,,,,,,,,,,
251,8.7370291e-06,0.099863158,0.099863158,0,0.10491647,0.060786442,0.02877112,,,,,,,,,,,,,0.0010337346,0.32024989,0.38427231,0.29547781,0.25,0.75304613,0.85019112,0.87254623,0.83460532,0.98038243,,,,,,,,,,,,,,,,,,,,,,,
252,8.7270931e-06,0.094544566,0.094544566,0,0.098940044,0.062147228,0.026337582,,,,,,,,,,,,,0.0010337443,0.30404186,0.4034769,0.29248124,0.25,0.75557327,0.85686382,0.87761782,0.83896141,0.98250128,,,,,,,,,,,,,,,,,,,,,,,
253,8.7171246e-06,0.093502177,0.093502177,0,0.097831868,0.061036542,0.02852879,,,,,,,,,,,,,0.0010337595,0.3139302,0.38040901,0.30566079,0.25,0.75986297,0.8563407,0.86047444,0.85726286,0.98343528,,,,,,,,,,,,,,,,,,,,,,,
254,8.7071238e-06,0.086732448,0.086732448,0,0.091302564,0.051223386,0.023113541,,,,,,,,,,,,,0.0010338114,0.31043766,0.38979495,0.29976738,0.25,0.7624487,0.85877159,0.8832608,0.84298826,0.98608111,,,,,,,,,,,,,,,,,,,,,,,
255,8.6970906e-06,0.087202107,0.087202107,0,0.091223073,0.057586478,0.024721266,,,,,,,,,,,,,0.0010338435,0.30243247,0.39140021,0.30616732,0.25,0.81490391,0.89376981,0.90607346,0.88540543,0.98422734,,,,,,,,,,,,,,,,,,,,,,,
256,8.6870252e-06,0.090036896,0.090036896,0,0.094153444,0.059716139,0.026075378,,,,,,,,,,,,,0.0010338812,0.32196398,0.37929878,0.29873724,0.25,0.77455149,0.86846364,0.88140328,0.85889384,0.98466956,,,,,,,,,,,,,,,,,,,,,,,
257,8.6769278e-06,0.087576758,0.087576758,0,0.091389343,0.059858739,0.026882535,,,,,,,,,,,,,0.0010338623,0.31215542,0.40379552,0.28404906,0.25,0.7951867,0.88263699,0.88621729,0.88086462,0.98305712,,,,,,,,,,,,,,,,,,,,,,,
258,8.6667983e-06,0.084305514,0.084305514,0,0.08801924,0.057755975,0.023386101,,,,,,,,,,,,,0.0010338711,0.3000891,0.39663779,0.30327311,0.25,0.80773533,0.89073784,0.89697365,0.88794825,0.98520657,,,,,,,,,,,,,,,,,,,,,,,
259,8.656637e-06,0.083751029,0.083751029,0,0.087204147,0.059781724,0.024238001,,,,,,,,,,,,,0.0010339118,0.31341787,0.39778488,0.28879724,0.25,0.79412529,0.88128352,0.88961381,0.87433488,0.98548319,0.098514649,0.71417193,0.81703414,0.83681417,0.83252979,0.98397909,,,,,,,,,,,,,0.0010339288,0.30494684,0.4005523,0.29450085,0.25
260,8.6464439e-06,0.085681655,0.085681655,0,0.089297741,0.060567187,0.023415721,,,,,,,,,,,,,0.0010339285,0.31461218,0.38255712,0.30283069,0.25,0.78926778,0.87720055,0.89142875,0.86531176,0.9851213,,,,,,,,,,,,,,,,,,,,,,,
261,8.6362191e-06,0.083182856,0.083182856,0,0.086470456,0.061077693,0.023661604,,,,,,,,,,,,,0.0010339688,0.31784224,0.37610536,0.3060524,0.25,0.80451308,0.88832387,0.89254913,0.88851131,0.98508201,,,,,,,,,,,,,,,,,,,,,,,
262,8.6259627e-06,0.08798868,0.08798868,0,0.092221802,0.055561072,0.027208724,,,,,,,,,,,,,0.0010339736,0.30948164,0.39606762,0.29445075,0.25,0.75728559,0.84452071,0.8631469,0.83141446,0.98370309,,,,,,,,,,,,,,,,,,,,,,,
263,8.6156748e-06,0.084621314,0.084621314,0,0.088619041,0.054926739,0.023501983,,,,,,,,,,,,,0.0010339661,0.30010549,0.39106153,0.30883297,0.25,0.7727506,0.86637172,0.87922869,0.8582832,0.9851357,,,,,,,,,,,,,,,,,,,,,,,
264,8.6053556e-06,0.088669587,0.088669587,0,0.092493306,0.061269503,0.026202699,,,,,,,,,,,,,0.0010339849,0.3054973,0.4086876,0.2858151,0.25,0.74134058,0.84204758,0.85765035,0.83249727,0.98247569,,,,,,,,,,,,,,,,,,,,,,,
265,8.595005e-06,0.084600466,0.084600466,0,0.087828147,0.06305012,0.025556303,,,,,,,,,,,,,0.0010340181,0.30079517,0.39774432,0.30146051,0.25,0.77792783,0.87016507,0.88453063,0.86519899,0.98413205,,,,,,,,,,,,,,,,,,,,,,,
266,8.5846234e-06,0.086024795,0.086024795,0,0.090087138,0.055093775,0.026943539,,,,,,,,,,,,,0.0010340666,0.31368838,0.38619973,0.30011189,0.25,0.75351115,0.85146722,0.87503704,0.83507057,0.98335133,,,,,,,,,,,,,,,,,,,,,,,
267,8.5742106e-06,0.091571939,0.091571939,0,0.095974268,0.057540244,0.029594132,,,,,,,,,,,,,0.0010341358,0.31006833,0.40101263,0.28891904,0.25,0.72108956,0.81922582,0.85025786,0.79694912,0.98227712,,,,,,,,,,,,,,,,,,,,,,,
268,8.5637669e-06,0.080781104,0.080781104,0,0.084345762,0.054980474,0.02357414,,,,,,,,,,,,,0.0010341361,0.30530204,0.3896235,0.30507447,0.25,0.78900757,0.87612403,0.88677425,0.86925506,0.98565812,,,,,,,,,,,,,,,,,,,,,,,
269,8.5532924e-06,0.083485516,0.083485516,0,0.086810079,0.060862584,0.024371973,,,,,,,,,,,,,0.0010341634,0.32187213,0.38379317,0.29433469,0.25,0.79987734,0.88629888,0.88644786,0.88791362,0.98364166,0.09221196,0.72126897,0.81994486,0.79701206,0.88751608,0.98393159,,,,,,,,,,,,,0.0010341664,0.30531437,0.40239624,0.29228939,0.25
270,8.5427871e-06,0.088372745,0.088372745,0,0.091942231,0.063105356,0.028815555,,,,,,,,,,,,,0.0010341704,0.31451571,0.38409004,0.30139425,0.25,0.7607804,0.85769264,0.87349987,0.84607879,0.98095018,,,,,,,,,,,,,,,,,,,,,,,
271,8.5322511e-06,0.083547379,0.083547379,0,0.086726802,0.06253755,0.024512803,,,,,,,,,,,,,0.001034203,0.32136723,0.39027333,0.28835944,0.25,0.77587043,0.86987333,0.88325275,0.86072924,0.9828094,,,,,,,,,,,,,,,,,,,,,,,
272,8.5216846e-06,0.085473459,0.085473459,0,0.088694316,0.063451452,0.028623044,,,,,,,,,,,,,0.0010342654,0.30673434,0.38367618,0.30958949,0.25,0.7806298,0.86940107,0.88891195,0.85534958,0.98122493,,,,,,,,,,,,,,,,,,,,,,,
273,8.5110877e-06,0.085025244,0.085025244,0,0.088310092,0.062912314,0.025658917,,,,,,,,,,,,,0.0010343051,0.33040842,0.37891615,0.29067543,0.25,0.74472402,0.83659171,0.86077367,0.8211331,0.98222389,,,,,,,,,,,,,,,,,,,,,,,
274,8.5004605e-06,0.087671906,0.087671906,0,0.090977362,0.065194288,0.028836967,,,,,,,,,,,,,0.001034343,0.30482489,0.41122109,0.28395402,0.25,0.75665352,0.85519621,0.87097747,0.84458615,0.9819622,,,,,,,,,,,,,,,,,,,,,,,
275,8.4898031e-06,0.086462977,0.086462977,0,0.09042977,0.057375867,0.024305836,,,,,,,,,,,,,0.0010343606,0.31404297,0.38824427,0.29771276,0.25,0.76162873,0.85616931,0.87392882,0.8479349,0.98294029,,,,,,,,,,,,,,,,,,,,,,,
276,8.4791155e-06,0.080379227,0.080379227,0,0.083399615,0.059976737,0.02607182,,,,,,,,,,,,,0.0010343844,0.31492576,0.39764787,0.28742637,0.25,0.78188878,0.87234619,0.88778092,0.86308477,0.98420703,,,,,,,,,,,,,,,,,,,,,,,
277,8.468398e-06,0.092220453,0.092220453,0,0.096476417,0.060438746,0.027829072,,,,,,,,,,,,,0.0010344154,0.30689102,0.38328613,0.30982285,0.25,0.7713339,0.86128064,0.88366666,0.84899136,0.9783837,,,,,,,,,,,,,,,,,,,,,,,
278,8.4576505e-06,0.08248777,0.08248777,0,0.085731501,0.060136353,0.025925707,,,,,,,,,,,,,0.0010344231,0.32412441,0.38335368,0.29252191,0.25,0.77042722,0.86548633,0.88616322,0.84965137,0.98373404,,,,,,,,,,,,,,,,,,,,,,,
279,8.4468733e-06,0.077286897,0.077286897,0,0.080176292,0.058613026,0.021959757,,,,,,,,,,,,,0.0010344289,0.3146955,0.39412028,0.29118422,0.25,0.81329103,0.89464711,0.8998519,0.89117208,0.98502518,0.092624421,0.71748684,0.81677014,0.78070978,0.90076479,0.98339542,,,,,,,,,,,,,0.0010344438,0.30651912,0.4050212,0.28845969,0.25
280,8.4360664e-06,0.087663375,0.087663375,0,0.091702776,0.057098275,0.028150822,,,,,,,,,,,,,0.00103446,0.29978615,0.39514508,0.30506877,0.25,0.74492918,0.84247772,0.86999767,0.82643851,0.98125842,,,,,,,,,,,,,,,,,,,,,,,
281,8.4252299e-06,0.081296085,0.081296085,0,0.084373653,0.060325712,0.026687169,,,,,,,,,,,,,0.0010345013,0.30013966,0.41886299,0.28099735,0.25,0.76123299,0.85282002,0.8725107,0.84038712,0.98416093,,,,,,,,,,,,,,,,,,,,,,,
282,8.414364e-06,0.07936735,0.07936735,0,0.081902095,0.064175951,0.026069563,,,,,,,,,,,,,0.0010345451,0.2979394,0.39539046,0.30667014,0.25,0.78556564,0.87589432,0.88225458,0.87184689,0.98364935,,,,,,,,,,,,,,,,,,,,,,,
283,8.4034688e-06,0.078899791,0.078899791,0,0.082144781,0.056065266,0.024213435,,,,,,,,,,,,,0.0010345985,0.31960997,0.38032795,0.30006209,0.25,0.77282508,0.86190286,0.87066178,0.86069364,0.98459981,,,,,,,,,,,,,,,,,,,,,,,
284,8.3925442e-06,0.080060601,0.080060601,0,0.082982124,0.060877793,0.025323343,,,,,,,,,,,,,0.0010346603,0.29344069,0.40195076,0.30460855,0.25,0.75683162,0.85522555,0.87255328,0.84490454,0.98384291,,,,,,,,,,,,,,,,,,,,,,,
285,8.3815906e-06,0.07626546,0.07626546,0,0.078682098,0.062241283,0.02361355,,,,,,,,,,,,,0.0010347199,0.32989173,0.37611309,0.29399518,0.25,0.78417805,0.87371301,0.89193868,0.86026214,0.98493918,,,,,,,,,,,,,,,,,,,,,,,
286,8.370608e-06,0.075699747,0.075699747,0,0.078293733,0.059505558,0.023747208,,,,,,,,,,,,,0.0010347553,0.30659043,0.40057829,0.29283129,0.25,0.78897707,0.8783369,0.88657661,0.87227108,0.98529035,,,,,,,,,,,,,,,,,,,,,,,
287,8.3595964e-06,0.077154544,0.077154544,0,0.079785612,0.060394244,0.025797805,,,,,,,,,,,,,0.0010347877,0.32055015,0.36061703,0.31883282,0.25,0.77038248,0.85633476,0.87367525,0.84785862,0.9846066,,,,,,,,,,,,,,,,,,,,,,,
288,8.348556e-06,0.080879669,0.080879669,0,0.08385531,0.060768392,0.027420971,,,,,,,,,,,,,0.0010348209,0.31633353,0.38729493,0.29637154,0.25,0.78778346,0.87832823,0.88943091,0.87047063,0.98246161,,,,,,,,,,,,,,,,,,,,,,,
289,8.337487e-06,0.077914779,0.077914779,0,0.081389938,0.052454591,0.023373474,,,,,,,,,,,,,0.0010348709,0.29752668,0.38976553,0.31270779,0.25,0.75782123,0.85579439,0.87836874,0.83954849,0.98470397,0.089022812,0.72219069,0.82030977,0.8000082,0.88299633,0.98391258,,,,,,,,,,,,,0.0010348775,0.30554164,0.39978403,0.29467433,0.25
290,8.3263894e-06,0.076397509,0.076397509,0,0.078912692,0.061019622,0.024725973,,,,,,,,,,,,,0.0010349017,0.31855974,0.38483126,0.296609,0.25,0.77885228,0.87254423,0.87558683,0.87161773,0.98424737,,,,,,,,,,,,,,,,,,,,,,,
291,8.3152633e-06,0.073267111,0.073267111,0,0.075968007,0.055457462,0.022965436,,,,,,,,,,,,,0.0010349322,0.3220118,0.37748809,0.30050011,0.25,0.7843569,0.87453642,0.89446762,0.85894854,0.98503987,,,,,,,,,,,,,,,,,,,,,,,
292,8.3041089e-06,0.07994983,0.07994983,0,0.083191411,0.056371239,0.028393154,,,,,,,,,,,,,0.0010349973,0.30854569,0.39503712,0.29641719,0.25,0.77441859,0.86746267,0.8890434,0.85156573,0.98321269,,,,,,,,,,,,,,,,,,,,,,,
293,8.2929262e-06,0.08686137,0.08686137,0,0.090747902,0.057818635,0.028138443,,,,,,,,,,,,,0.0010350844,0.30077501,0.3894057,0.30981929,0.25,0.77428473,0.86101631,0.88018207,0.85330555,0.97968594,,,,,,,,,,,,,,,,,,,,,,,
294,8.2817154e-06,0.07991732,0.07991732,0,0.083012739,0.058124097,0.027796433,,,,,,,,,,,,,0.0010351097,0.30919214,0.39356305,0.29724482,0.25,0.74941293,0.84997614,0.87331819,0.83245258,0.9826475,,,,,,,,,,,,,,,,,,,,,,,
295,8.2704766e-06,0.074543082,0.074543082,0,0.077162181,0.057515861,0.024792662,,,,,,,,,,,,,0.0010351613,0.31337898,0.40714911,0.27947191,0.25,0.76954992,0.85879027,0.87102742,0.85279569,0.9846276,,,,,,,,,,,,,,,,,,,,,,,
296,8.2592099e-06,0.07378642,0.07378642,0,0.076345692,0.057392239,0.024195995,,,,,,,,,,,,,0.0010352233,0.31751412,0.38930683,0.29317906,0.25,0.7649069,0.85114014,0.86273902,0.84237786,0.98518589,,,,,,,,,,,,,,,,,,,,,,,
297,8.2479155e-06,0.070858303,0.070858303,0,0.073393819,0.054443853,0.02241792,,,,,,,,,,,,,0.0010352655,0.3014116,0.40653917,0.29204923,0.25,0.78347236,0.87430789,0.89360611,0.85849092,0.98571375,,,,,,,,,,,,,,,,,,,,,,,
298,8.2365933e-06,0.076742516,0.076742516,0,0.07957963,0.05757554,0.025740352,,,,,,,,,,,,,0.0010353411,0.29892259,0.41169437,0.28938304,0.25,0.76764709,0.86120415,0.89074874,0.84260745,0.98430551,,,,,,,,,,,,,,,,,,,,,,,
299,8.2252436e-06,0.075608565,0.075608565,0,0.078675198,0.054077022,0.023736305,,,,,,,,,,,,,0.0010353725,0.32311035,0.38439343,0.29249623,0.25,0.74643893,0.83807104,0.85031856,0.83265339,0.98410037,0.087796862,0.71901716,0.81732148,0.79577751,0.8849971,0.98335223,,,,,,,,,,,,,0.0010353769,0.31228479,0.40176091,0.2859543,0.25
