epoch,train_loss,train_bce_loss,train_boundary_loss,train_temporal_consistency_loss,train_main_loss,train_aux_loss,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean
76,0.2871396621068319,0.31243543823560077,0.06683121242870887,0.030063853474954765,0.2871396621068319,0.0,0.707432946562767,0.8084380149841308,0.807592581709226,0.8145840694506963,0.9796019554138183,0.0010193500512590012,0.3024697927137216,0.3461506466070811,0.35137956341107685,0.25
77,0.29126545240481694,0.31751011113325756,0.06210169736295938,0.026911196112632752,0.29126545240481694,0.0,0.6754054978489876,0.7874591797590256,0.7882383982340495,0.8042612890402476,0.9782997290293376,0.0010196162775779763,0.29951054478685063,0.3665961608290672,0.33389329761266706,0.25
78,0.29061052252848946,0.31644077052672703,0.06561537186304728,0.02823038026690483,0.29061052252848946,0.0,0.6792859400312106,0.7923745388785998,0.7905687838792801,0.8012119750181834,0.9765957355499267,0.0010197938419878483,0.2961192718396584,0.38104087188839914,0.3228398638466994,0.25
79,0.2787920777996381,0.3032878498236338,0.0660500061387817,0.027451241947710515,0.2787920777996381,0.0,0.7254548020660877,0.8256501243760188,0.8266628060489893,0.8485718051592509,0.979896879196167,0.0010199187556281686,0.3173210541407267,0.34586384482681753,0.33681510513027507,0.25,0.25599428787827494,0.6959767866879701,0.8043872401118278,0.8480446800589562,0.7876436442136765,0.9822845205664634,0.0010200096294283867,0.3055742152035236,0.37314544543623923,0.3212803348898888,0.25
80,0.2726196587085724,0.2959268202384313,0.07129333565632502,0.029103035262475412,0.2726196587085724,0.0,0.7533861438433329,0.8501950224240621,0.8379121164480845,0.8707476635773976,0.9793380578358968,0.0010200952800611654,0.31449983405570187,0.3516552045941353,0.33384496346116066,0.25
81,0.2773258338371913,0.3018746336301168,0.06391333223630985,0.026280302833765746,0.2773258338371913,0.0,0.7160376995801926,0.82885968486468,0.8293937305609386,0.8363548556963603,0.9797740936279297,0.001020170624057452,0.3112644787877798,0.3663546192149321,0.32238090261816976,0.25
82,0.27240525285402933,0.2968036373456319,0.05984849495192369,0.024705418696006138,0.27240525285402933,0.0,0.7433955033620199,0.8388869365056356,0.8157416969537735,0.8688631107409795,0.9825152715047201,0.0010203598765656352,0.30148467744390167,0.3544682964682579,0.34404702434937157,0.25
83,0.27330376009146373,0.29747187395890556,0.0630426092694203,0.026783600014944873,0.27330376009146373,0.0,0.7345724632342656,0.8387348314126333,0.8300547699133555,0.8533835013707479,0.9799171129862467,0.0010206036580105622,0.2974978978435198,0.38231571738918624,0.32018638600905736,0.25
84,0.27710946599642433,0.3011208559075991,0.06879546456038951,0.0298534386480848,0.27710946599642433,0.0,0.7046549091736476,0.816256406903267,0.8173476050297419,0.8220936437447866,0.9751275857289632,0.0010207046599437794,0.3088950668772062,0.36064580430587134,0.33045912807186445,0.25
85,0.2699965064724286,0.2935337444146474,0.06609072076777617,0.02644416196271777,0.2699965064724286,0.0,0.7257459327578545,0.8315277914206187,0.8167640705903371,0.8538589268922806,0.9805375417073567,0.0010208429458240667,0.3013301471869151,0.37594254488746326,0.3227273071805636,0.25
86,0.2793951541185379,0.30379156370957694,0.06701907558987538,0.031061048697059352,0.2793951541185379,0.0,0.6902528449892997,0.8037872612476349,0.8037109206120173,0.819550367196401,0.9739539623260498,0.0010210019070655107,0.3073155368367831,0.36600521951913834,0.3266792515913645,0.25
87,0.26504136572281517,0.28776897192001344,0.06752888808647792,0.03234925912693143,0.26504136572281517,0.0,0.7362661083539327,0.84030681848526,0.8412054419517517,0.8441471209128698,0.9778719107309978,0.0010211780356864134,0.28521827707688013,0.37340204243858655,0.34137967725594837,0.25
88,0.26416057695945105,0.2867887700597445,0.06778954043984413,0.031376498425379394,0.26416057695945105,0.0,0.7474886496861776,0.8512934843699137,0.8505483408768971,0.8595125555992127,0.9757350603739421,0.0010214140949149928,0.3030388188858827,0.3605879175166289,0.3363732658326626,0.25
89,0.2658607721328735,0.28855536530415216,0.06937837166090806,0.03053413766125838,0.2658607721328735,0.0,0.7001696676015854,0.8126537561416626,0.8243569314479828,0.8189967582623164,0.9769283135732015,0.001021516788750887,0.29963161672155064,0.3726739838719368,0.32769440139333406,0.25,0.2553647182881832,0.6995974149554968,0.8069504655897617,0.8129380062222481,0.8249177955090999,0.9815878719091415,0.0010215966030955315,0.2986099079251289,0.3744752161204815,0.32691486924886703,0.25
90,0.2755890727043152,0.2992425779501597,0.0698688034589092,0.03406282101447384,0.2755890727043152,0.0,0.6534531315167745,0.7767652153968811,0.7863387207190196,0.7772595246632894,0.9711794376373291,0.0010217065224424004,0.3056960957745711,0.3765108066300551,0.3177931030591329,0.25
91,0.2640962173541387,0.2868366489807765,0.06705275836090246,0.028950960406412683,0.2640962173541387,0.0,0.6856555263201396,0.7907048374414444,0.7996009091536204,0.7974801932772001,0.978101889292399,0.0010219336332132419,0.308911561469237,0.36864451989531516,0.3224439131716887,0.25
92,0.26051810880502063,0.2826511164506276,0.06904583014547824,0.030422313138842583,0.26051810880502063,0.0,0.7071207975347836,0.8132224435607592,0.8199550122022629,0.8175773844122887,0.9745193163553874,0.001022195420227945,0.29814044187466304,0.3692665932079156,0.33259296243389447,0.25
93,0.2483596533536911,0.268565825621287,0.07544387653470039,0.03074520214771231,0.2483596533536911,0.0,0.7493886162837347,0.8500791688760122,0.8555036346117656,0.852148366967837,0.9778431097666422,0.001022456322486202,0.30782719229658445,0.3658353488892317,0.32633745719989143,0.25
