epoch,train_loss
0,1.9127710198806411
1,1.724729905783933
2,1.6621427432325306
3,1.583499139500963
4,1.5748242483988626
5,1.4869296921955055
6,1.4146540640657392
7,1.3975639956424832
8,1.3588316669765128
9,1.2645525307030905,1.1361269871080955,0.6715326952418005,0.7886313653367711,0.6970332637546569,0.945360400639181,0.9641238034240843
10,1.2163364830196854
11,1.182642596001311
12,1.1411926522672662
13,1.0421799502823494
14,1.0047895264287945
15,0.9991085781178004
16,0.9731621552661992
17,0.8539335242232436
18,0.8528373036244812
19,0.8590137330299921,0.7784776524765284,0.6945875788063515,0.7931410223714949,0.7257849085988022,0.9362698197364807,0.9552171913657601
20,0.7174732497324597
21,0.6775170024545581
22,0.7125179930901135
23,0.6333029713854372
24,0.7007797221604913
25,0.5990713582195565
26,0.5629839458935306
27,0.5704917724723148
28,0.45943734520472135
29,0.5273685737151597,0.43206863645024185,0.7813376816942936,0.8662409606177037,0.8634541399600938,0.8865539532712126,0.9829868782223679
30,0.41792847212566137
31,0.4735716881753749
32,0.4742479875503383
33,0.4882674910388319
34,0.43555334777373844
35,0.40645706359045547
36,0.4156097486714239
37,0.41562845940157506
38,0.3730452362600579
39,0.393641462232597,0.36778548708346886,0.7532006549318945,0.83955879105827,0.8034064892004794,0.9190538508450891,0.9742866263145536
40,0.3752786580817815
41,0.3633859718614639
42,0.34551205072683444
43,0.35256328213072957
44,0.30384396009024556
45,0.3016701724581234
46,0.3387062972188285
47,0.34329200516819114
48,0.3181655166531027
49,0.2602451166539396,0.3164915120859784,0.7726141087886855,0.8544587522979796,0.8250215255604015,0.914227316393627,0.9793039431722146
50,0.3042921031919126
51,0.2892220580818395
52,0.30088263926161446
53,0.2691686575551989
54,0.3056389572517559
55,0.27304920003686134
56,0.3025645784907422
57,0.32838623935001027
58,0.3164656376752648
59,0.245623729318338,0.33180841499660896,0.757610679822644,0.8405973407461887,0.8071902849073486,0.9174716342152573,0.9738387372550064
60,0.317594428613568
61,0.2715587075719379
62,0.2952451594811152
63,0.28937055642855974
64,0.3083349553324643
65,0.31113100746248995
66,0.2920679969952978
67,0.2821257043061911
68,0.30683482800901846
69,0.23728087850299928,0.2713923574315281,0.8046194403190312,0.8815633650135806,0.8694184196511592,0.9058391503461702,0.9842080617514182
70,0.265200563970073
71,0.25860799918250277
72,0.3049117606444817
73,0.27789516809754927
74,0.241787904544049
75,0.32541002712304073
76,0.29230566343322667
77,0.26350351156163776
78,0.252544498988109
79,0.2660281180008874,0.2753915217507073,0.8018139481309831,0.8773243071056727,0.8449218457843375,0.9284189273522595,0.9837276642716776
80,0.271855778981507
81,0.265116662351104
82,0.24013755747981777
83,0.31418689509942416
84,0.26953325323004446
85,0.2879169770177018
86,0.2557126652203446
87,0.25962489468322414
88,0.22588604436783574
89,0.2569777657071069,0.25913645336477775,0.8114770654148943,0.8853159681079894,0.8747490970403191,0.9075307394575884,0.9851627628634295
90,0.21375092612845556
91,0.27398182231818
92,0.2510439734905958
93,0.24341404920833665
94,0.23435369231520678
95,0.25656416882047356
96,0.24408007183062758
97,0.2676012640328972
98,0.26496727261140784
99,0.26165686937781696,0.25547551588397327,0.8119659240790239,0.8857824863176647,0.8783648970324224,0.9055997900606141,0.9854372236203021
100,0.2714904027052469
101,0.2791099933033824
102,0.2606472542917027
103,0.2300452877151764
104,0.24856104032125875
105,0.2181490238655063
106,0.2654314453655107
107,0.23945084677794162
108,0.2745148965498123
109,0.2518166636881361,0.2557979168385033,0.8125492698798968,0.8865919756138418,0.8928040770799156,0.8931506841905473,0.9860763859561109
110,0.22393788472696577
111,0.24576016985307073
112,0.2684889018478685
113,0.23803047287749918
114,0.27808565309100564
115,0.2817504452537038
116,0.22744107532782828
117,0.2617286526407498
118,0.2581972899367154
119,0.27633157829251187,0.24728580551353965,0.815228764208283,0.88853083928739,0.8990042135706098,0.8891494235654516,0.9862731720518878
120,0.2647958071413667
121,0.2545543060126941
122,0.2437497605726827
123,0.2579421839983142
124,0.2660272874478087
125,0.20286653474117247
126,0.21608540831104375
127,0.25493313572878035
128,0.24517213905332969
129,0.2444320357195213,0.24972260462369505,0.8169104884459277,0.8881876380659464,0.8673234488316408,0.9196741331280686,0.9859222174160124
130,0.26786590495585105
131,0.2399031035170592
132,0.20882406754260377
133,0.25492681139204876
134,0.2692317024358214
135,0.24093174746690535
136,0.25295954180293034
137,0.2243691460092285
138,0.22524593237051985
139,0.21373922158253494,0.24655429821197442,0.8191581940791738,0.8897342053689355,0.8649916662240592,0.9260865729155503,0.9861027611052896
140,0.26086033440301704
141,0.2248806747020464
142,0.2460126715372836
143,0.2392837995982774
144,0.22979899867116002
145,0.25383462629153
146,0.27432205846259944
147,0.2353852889424292
148,0.2363202221974996
149,0.2558904337897428,0.24779310665848686,0.8223359203714086,0.892667190272977,0.8869757606992571,0.9078439820000506,0.986798092323964
150,0.21659349967852676
151,0.22277769729403973
152,0.2733361667125788
153,0.27242521483660775
154,0.23847822125056428
155,0.23364636031196476
156,0.2418710885290101
157,0.23889569973129945
158,0.250408219990688
159,0.2579289400712099,0.24626714671690633,0.8164320545872366,0.8883297854286479,0.8792005522279289,0.9077380120284914,0.9860877648582609
160,0.2468313640155834
161,0.2560606314519286
162,0.26260532814855775
163,0.21170303716602726
164,0.25629920187500604
165,0.2388074700769625
166,0.24937201435381218
167,0.22291576326757237
168,0.2330933320797429
169,0.24883832669144043,0.24289242625236512,0.8203741649239082,0.8914133849341099,0.9003748666583083,0.8911201995188796,0.9866290178824597
170,0.2217598208142717
171,0.24115607067528314
172,0.22287725762327973
173,0.21109648928589125
174,0.2360179816991385
175,0.2184363587706514
176,0.21936335672120696
177,0.2235698449955592
178,0.21492250181165296
179,0.22625479668582957,0.23438448276458762,0.8250335086283721,0.8954233597817384,0.9088248445762424,0.8934495096600901,0.9874614795831245
180,0.21436564130618155
181,0.23423514029562822
182,0.23106301158231027
183,0.2335565857194865
184,0.2234872859052538
185,0.22397828380092127
186,0.21953855941490252
187,0.21587441329961843
188,0.21715889815852238
189,0.22622003460557233,0.25673587031251804,0.815708007493357,0.8889817001547401,0.9037998620684692,0.8847970637045507,0.9859764532780084
190,0.22247627069104892
191,0.24482390460127376
192,0.20673382304717616
193,0.23296624094704776
194,0.20792783428807926
195,0.24260693059428315
196,0.25508925819326017
197,0.21192326549077312
198,0.2601874286788056
199,0.23747270336512516,0.23624252915147723,0.8231670210680624,0.8927823755215473,0.8678649770227943,0.9271945325643058,0.9865368775026067
200,0.2340011331272588
201,0.2323133059270306
202,0.18742309749297875
203,0.2194679415535171
204,0.24143065493965463
205,0.2536516573593602
206,0.1947421333016607
207,0.21078276764168297
208,0.249656946403743
209,0.23741707645656412,0.24216573108134307,0.8225129144398247,0.8927449079479758,0.8948384910821915,0.8997807976298445,0.9864324877581259
210,0.21088706609168184
211,0.23671983036130553
212,0.20334519740610427
213,0.24573723244414902
214,0.22585104907065937
215,0.23680403591263627
216,0.2204263412412673
217,0.23991866019855212
218,0.24044692548450916
219,0.21511256704192783,0.23521793491727724,0.8253312547141173,0.8934210587908903,0.892358603392999,0.9017261392488254,0.9869252338184147
220,0.21391954246040398
221,0.21602625396685726
222,0.2180897720839276
223,0.21887471740901993
224,0.22872982119285337
225,0.25398996961937226
226,0.23851887374892758
227,0.2327757523539914
228,0.1970820844180534
229,0.2551867878713441,0.23677310952990074,0.8236157413308076,0.8928513070964438,0.899134121377637,0.8958776097832702,0.9870094714671608
230,0.2528197495257727
231,0.21673797348522342
232,0.229872339290002
233,nan
234,nan
235,nan
236,nan
237,nan
238,nan
239,nan,nan,0.0,0.0,0.0,0.0,0.910929915050822
240,nan
241,nan
242,nan
243,nan
244,nan
245,nan
246,nan
247,nan
248,nan
249,nan,nan,0.0,0.0,0.0,0.0,0.910929915050822
250,nan
251,nan
220,0.2138029940121652
221,0.2332031492281843
222,0.22259040437550273
223,0.23646841229022103
224,0.24111445860991576
225,0.26107532449447324
226,0.25250201616445256
227,0.22231270226805985
228,0.21150013357400893
229,0.24990495005443406,0.2437863932087314,0.8119493146759394,0.8873853518196263,0.8777385990638121,0.9071066000424655,0.9868477767987237
230,0.2582099342608301
231,0.22113150068636023
