epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_temporal_encoder_enabled,train_ttf_enabled,train_ttf_patch_count,train_ttf_temporal_len,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_temporal_encoder_enabled,val_ttf_enabled,val_ttf_patch_count,val_ttf_temporal_len
252,8.7270931e-06,0.34551205,0.34551205,,,,,,,,,,,,,,,,,,,0.017254639,0.00014028236,0.34551205,,0.064167275,,0.26684428,0.072502505,,,0.79038383,0.88020282,0.85593329,0.90725908,0.98406995,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,8.7171246e-06,0.38955778,0.38955778,,,,,,,,,,,,,,,,,,,0.017242432,0.00012824899,0.38955778,,0.063660971,,0.31283531,0.065307484,,,0.7804668,0.87116409,0.83271586,0.91643869,0.98557484,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,8.7071238e-06,0.37848671,0.37848671,,,,,,,,,,,,,,,,,,,0.017336019,0.00014146464,0.37848671,,0.06449668,,0.30010834,0.069408467,,,0.76953103,0.86523964,0.83682507,0.89846865,0.9845082,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,8.6970906e-06,0.31750469,0.31750469,,,,,,,,,,,,,,,,,,,0.017369588,0.00014159733,0.31750469,,0.059723306,,0.24417751,0.068019366,,,0.82810003,0.90229812,0.87811561,0.93030688,0.98506419,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,8.6870252e-06,0.36956066,0.36956066,,,,,,,,,,,,,,,,,,,0.017394002,0.00013173415,0.36956066,,0.063987758,,0.29162932,0.069717937,,,0.77947708,0.87036422,0.84549262,0.90032164,0.98423681,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,8.6769278e-06,0.33072688,0.33072688,,,,,,,,,,,,,,,,,,,0.017310588,0.00013024585,0.33072688,,0.060917057,,0.25644394,0.066829385,,,0.81614281,0.89643189,0.86614968,0.93094337,0.98525544,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,8.6667983e-06,0.30780904,0.30780904,,,,,,,,,,,,,,,,,,,0.01737264,0.00013890197,0.30780904,,0.060747708,,0.23291937,0.070709827,,,0.82015065,0.89893781,0.87453637,0.92594293,0.98448382,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,8.656637e-06,0.33005985,0.33005985,,,,,,,,,,,,,,,,,,,0.01743571,0.00013836915,0.33005985,,0.060597595,,0.25515343,0.071544134,,,0.79629253,0.88033778,0.85194162,0.91719752,0.98530275,1,1,1024,4,0.3727257,0.3727257,,,,,,,,,,,,,,,,,,,0.017492333,0.00011449907,0.3727257,,0.071984152,,0.28334407,0.08698738,,,0.76287021,0.85446961,0.85810846,0.87100897,0.98123508,1,1,1024,4
260,8.6464439e-06,0.36049237,0.36049237,,,,,,,,,,,,,,,,,,,0.0175354,0.00014364554,0.36049237,,0.062910524,,0.28332226,0.071297945,,,0.78826217,0.87762871,0.85643853,0.90132833,0.98478448,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,8.6362191e-06,0.32648453,0.32648453,,,,,,,,,,,,,,,,,,,0.017558797,0.00014399614,0.32648453,,0.065582371,,0.24607175,0.07415207,,,0.80016072,0.88665186,0.86238462,0.91628116,0.98250436,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,8.6259627e-06,0.35603642,0.35603642,,,,,,,,,,,,,,,,,,,0.017608643,0.00014465669,0.35603642,,0.060898706,,0.28145875,0.068394873,,,0.78535051,0.87356697,0.84963678,0.90588992,0.9851233,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,8.6156748e-06,0.3374519,0.3374519,,,,,,,,,,,,,,,,,,,0.017674764,0.0001626266,0.3374519,,0.059160733,,0.26515587,0.065676499,,,0.80212378,0.88647836,0.85600091,0.92244781,0.98523211,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,8.6053556e-06,0.34170716,0.34170716,,,,,,,,,,,,,,,,,,,0.017552694,0.0001470485,0.34170716,,0.062939789,,0.2651497,0.068088351,,,0.78635814,0.87671031,0.84838894,0.90951619,0.98430797,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,8.595005e-06,0.33406527,0.33406527,,,,,,,,,,,,,,,,,,,0.017601522,0.00014790576,0.33406527,,0.059676614,,0.26133176,0.065284516,,,0.80071178,0.88644141,0.8625416,0.91347154,0.98544475,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,8.5846234e-06,0.32928592,0.32928592,,,,,,,,,,,,,,,,,,,0.017573039,0.00015181815,0.32928592,,0.058403506,,0.25738954,0.067464369,,,0.79090206,0.87765235,0.84964463,0.91173116,0.98537051,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,8.5742106e-06,0.34628403,0.34628403,,,,,,,,,,,,,,,,,,,0.017529297,0.00014003133,0.34628403,,0.060228003,,0.27201938,0.070183246,,,0.79342313,0.88068385,0.85648984,0.91048726,0.98481651,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,8.5637669e-06,0.33507849,0.33507849,,,,,,,,,,,,,,,,,,,0.017630005,0.00015057681,0.33507849,,0.058220826,,0.26376895,0.065443574,,,0.79822565,0.88324258,0.85823074,0.9130639,0.98534287,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,8.5532924e-06,0.31547187,0.31547187,,,,,,,,,,,,,,,,,,,0.017674764,0.00014806411,0.31547187,,0.057595391,,0.24481366,0.065314107,,,0.81403933,0.8943845,0.86835896,0.92401382,0.98580399,1,1,1024,4,0.37075264,0.37075264,,,,,,,,,,,,,,,,,,,0.017649431,0.00011999536,0.37075264,,0.079067304,,0.27313361,0.092758666,,,0.75722543,0.8497961,0.85991283,0.86546461,0.98028193,1,1,1024,4
270,8.5427871e-06,0.33084564,0.33084564,,,,,,,,,,,,,,,,,,,0.017676799,0.0001474005,0.33084564,,0.061851279,,0.25477124,0.071115578,,,0.7965658,0.8848735,0.86095646,0.91162482,0.9837551,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,8.5322511e-06,0.33686654,0.33686654,,,,,,,,,,,,,,,,,,,0.017730713,0.00015720214,0.33686654,,0.063163172,,0.25886534,0.074190165,,,0.78896794,0.87847061,0.8568431,0.90354638,0.98312442,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,8.5216846e-06,0.31291988,0.31291988,,,,,,,,,,,,,,,,,,,0.017765299,0.00014841532,0.31291988,,0.066703502,,0.23140629,0.074050448,,,0.80079742,0.88522128,0.86644966,0.90728179,0.98148924,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,8.5110877e-06,0.32205075,0.32205075,,,,,,,,,,,,,,,,,,,0.017849731,0.00016616486,0.32205075,,0.05785815,,0.25109201,0.065502924,,,0.79497619,0.87878379,0.85057154,0.91582226,0.98500565,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,8.5004605e-06,0.34767198,0.34767198,,,,,,,,,,,,,,,,,,,0.017843628,0.00015428175,0.34767198,,0.05906457,,0.27538717,0.066101218,,,0.78568942,0.87605803,0.84964161,0.90827016,0.98503181,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,8.4898031e-06,0.35173368,0.35173368,,,,,,,,,,,,,,,,,,,0.01780599,0.00015081413,0.35173368,,0.061195016,,0.27721227,0.066631938,,,0.78060822,0.87315759,0.84070186,0.91235279,0.98441803,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,8.4791155e-06,0.31524407,0.31524407,,,,,,,,,,,,,,,,,,,0.017586263,0.00013803407,0.31524407,,0.058663671,,0.24326069,0.066598555,,,0.80376084,0.88769854,0.86464933,0.915161,0.98452261,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,8.468398e-06,0.29888557,0.29888557,,,,,,,,,,,,,,,,,,,0.017534383,0.00012284521,0.29888557,,0.057938254,,0.22729518,0.068260648,,,0.81263004,0.8943827,0.87756801,0.91414195,0.98456991,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,8.4576505e-06,0.32783579,0.32783579,,,,,,,,,,,,,,,,,,,0.017389933,0.00011901675,0.32783579,,0.056912097,,0.25759745,0.066631216,,,0.79448701,0.88216277,0.85398329,0.91529212,0.985419,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,8.4468733e-06,0.30388785,0.30388785,,,,,,,,,,,,,,,,,,,0.017450968,0.00011842097,0.30388785,,0.057056758,,0.23320534,0.068128747,,,0.81192052,0.89277929,0.8744478,0.91299494,0.98480467,1,1,1024,4,0.35429662,0.35429662,,,,,,,,,,,,,,,,,,,0.017526513,9.8188071e-05,0.35429662,,0.082611123,,0.25430415,0.086906727,,,0.75298691,0.84566033,0.81461388,0.90782744,0.98072361,1,1,1024,4
280,8.4360664e-06,0.33519874,0.33519874,,,,,,,,,,,,,,,,,,,0.017610677,0.00012604398,0.33519874,,0.054806878,,0.26776795,0.063119562,,,0.78840551,0.87666605,0.85338138,0.90356483,0.98635302,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,8.4252299e-06,0.33197114,0.33197114,,,,,,,,,,,,,,,,,,,0.017779541,0.00015100165,0.33197114,,0.059965928,,0.25859181,0.067066981,,,0.78259521,0.87197964,0.84495893,0.90754179,0.98454084,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,8.414364e-06,0.3081631,0.3081631,,,,,,,,,,,,,,,,,,,0.017630005,0.00013579365,0.3081631,,0.05889789,,0.23539593,0.069346415,,,0.78852279,0.8769396,0.84860881,0.91086073,0.98398508,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8.4034688e-06,0.32504607,0.32504607,,,,,,,,,,,,,,,,,,,0.017577108,0.00013863352,0.32504607,,0.059461223,,0.25165792,0.069634655,,,0.79854377,0.88240775,0.86121463,0.90761691,0.98345633,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,8.3925442e-06,0.303958,0.303958,,,,,,,,,,,,,,,,,,,0.017626953,0.00013515585,0.303958,,0.051114338,,0.24062882,0.061074175,,,0.81355869,0.89503012,0.87509791,0.91749901,0.98710746,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,8.3815906e-06,0.3026704,0.3026704,,,,,,,,,,,,,,,,,,,0.017655436,0.00013712748,0.3026704,,0.058247859,,0.2299675,0.072275179,,,0.79919526,0.88541564,0.86829348,0.90455709,0.98429718,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,8.370608e-06,0.32119267,0.32119267,,,,,,,,,,,,,,,,,,,0.017709351,0.00014719969,0.32119267,,0.056827083,,0.25084581,0.067598885,,,0.78851453,0.87721029,0.85282568,0.90611627,0.98533585,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,8.3595964e-06,0.32473058,0.32473058,,,,,,,,,,,,,,,,,,,0.017740885,0.00015173888,0.32473058,,0.059081355,,0.25173707,0.069560807,,,0.77802597,0.86978539,0.83988659,0.9079466,0.98430763,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,8.348556e-06,0.30886964,0.30886964,,,,,,,,,,,,,,,,,,,0.017799886,0.0001525032,0.30886964,,0.058149757,,0.23670462,0.070076325,,,0.79641616,0.88104764,0.85888265,0.91185802,0.98444604,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,8.337487e-06,0.31392031,0.31392031,,,,,,,,,,,,,,,,,,,0.017857869,0.00015019575,0.31392031,,0.051473563,,0.25040746,0.060196432,,,0.79498473,0.88161284,0.85738259,0.91084286,0.98738384,1,1,1024,4,0.33775578,0.33775578,,,,,,,,,,,,,,,,,,,0.017797958,0.00011485623,0.33775578,,0.076383167,,0.24458778,0.083924189,,,0.7551669,0.8477207,0.82857591,0.89445991,0.98086826,1,1,1024,4
290,8.3263894e-06,0.31890037,0.31890037,,,,,,,,,,,,,,,,,,,0.017802938,0.00013478586,0.31890037,,0.054999605,,0.25114996,0.063754034,,,0.78295933,0.87294122,0.84903769,0.89992772,0.98539749,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,8.3152633e-06,0.28883134,0.28883134,,,,,,,,,,,,,,,,,,,0.017911784,0.00014525463,0.28883134,,0.050108959,,0.2270155,0.058534431,,,0.81377295,0.89515922,0.87488185,0.91826975,0.98707723,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,8.3041089e-06,0.29840248,0.29840248,,,,,,,,,,,,,,,,,,,0.018014526,0.00016464303,0.29840248,,0.054435734,,0.2312178,0.063744745,,,0.80937209,0.89270827,0.87112607,0.91720908,0.98551098,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,8.2929262e-06,0.27518488,0.27518488,,,,,,,,,,,,,,,,,,,0.018022664,0.00016604424,0.27518488,,0.050488941,,0.21248381,0.06106068,,,0.82230661,0.89938442,0.88187854,0.91911738,0.98689272,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,8.2817154e-06,0.31494782,0.31494782,,,,,,,,,,,,,,,,,,,0.017897542,0.00013582821,0.31494782,,0.057859531,,0.24318235,0.069529658,,,0.79489685,0.88214625,0.86147316,0.90683502,0.98414606,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,8.2704766e-06,0.29383276,0.29383276,,,,,,,,,,,,,,,,,,,0.017940267,0.00013903618,0.29383276,,0.051981359,,0.22964554,0.061029327,,,0.80914132,0.88942323,0.86202499,0.92313016,0.98660524,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,8.2592099e-06,0.3054865,0.3054865,,,,,,,,,,,,,,,,,,,0.018048096,0.00015738009,0.3054865,,0.055517853,,0.23675996,0.066043419,,,0.78648722,0.87566651,0.85248038,0.90214977,0.98490555,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,8.2479155e-06,0.29441844,0.29441844,,,,,,,,,,,,,,,,,,,0.017995199,0.00014682977,0.29441844,,0.05186329,,0.23012928,0.062129326,,,0.80052415,0.88627329,0.86614029,0.9094224,0.98639737,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,8.2365933e-06,0.31641203,0.31641203,,,,,,,,,,,,,,,,,,,0.018002319,0.00014266499,0.31641203,,0.056371805,,0.24707123,0.06484495,,,0.78662,0.87651956,0.85696664,0.89958428,0.98483418,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,8.2252436e-06,0.2962992,0.2962992,,,,,,,,,,,,,,,,,,,0.017971802,0.00014471328,0.2962992,,0.054139571,,0.22906531,0.06547159,,,0.79619901,0.88316266,0.85944996,0.90992165,0.98467291,1,1,1024,4,0.32234742,0.32234742,,,,,,,,,,,,,,,,,,,0.017981911,0.00011445649,0.32234742,,0.070696704,,0.23500805,0.083213287,,,0.75982577,0.85170537,0.84937565,0.8769069,0.98130975,1,1,1024,4
300,8.2138664e-06,0.28629799,0.28629799,,,,,,,,,,,,,,,,,,,0.018004354,0.00015627378,0.28629799,,0.053643384,,0.22024189,0.062063599,,,0.80484844,0.88571867,0.8668961,0.91152995,0.98466915,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,8.202462e-06,0.32178385,0.32178385,,,,,,,,,,,,,,,,,,,0.018027751,0.00015754393,0.32178385,,0.054370371,,0.25521928,0.060971007,,,0.76794249,0.86101895,0.8370284,0.88842941,0.98574888,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,8.1910303e-06,0.2947087,0.2947087,,,,,,,,,,,,,,,,,,,0.018058268,0.00014994873,0.2947087,,0.051214384,,0.23152,0.059871604,,,0.79302818,0.88117781,0.8566143,0.90886302,0.98635825,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,8.1795715e-06,0.27394823,0.27394823,,,,,,,,,,,,,,,,,,,0.018068441,0.00014987174,0.27394823,,0.054507481,,0.2062766,0.065820784,,,0.81098319,0.8926876,0.87617463,0.9115602,0.98416581,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,8.1680857e-06,0.28073932,0.28073932,,,,,,,,,,,,,,,,,,,0.018067424,0.00014780923,0.28073932,,0.048622401,,0.22055587,0.057805242,,,0.81348303,0.89305487,0.87286872,0.91747354,0.98699547,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,8.156573e-06,0.29699085,0.29699085,,,,,,,,,,,,,,,,,,,0.018107096,0.00015498705,0.29699085,,0.055699925,,0.22816409,0.065634162,,,0.79601835,0.88361776,0.86544201,0.90415622,0.98477102,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,8.1450336e-06,0.27962368,0.27962368,,,,,,,,,,,,,,,,,,,0.01819458,0.0001545307,0.27962368,,0.054031992,,0.21219356,0.066990614,,,0.8077979,0.89218603,0.87289357,0.91360674,0.9852921,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,8.1334676e-06,0.28201411,0.28201411,,,,,,,,,,,,,,,,,,,0.018253581,0.00015519452,0.28201411,,0.051784489,,0.21793032,0.061496515,,,0.80294821,0.88668321,0.8674572,0.90897955,0.98557448,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,8.121875e-06,0.30518025,0.30518025,,,,,,,,,,,,,,,,,,,0.01817627,0.00015493524,0.30518025,,0.055016007,,0.23660923,0.067775078,,,0.78292853,0.87345334,0.85152033,0.90038586,0.98490542,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,8.1102561e-06,0.29615576,0.29615576,,,,,,,,,,,,,,,,,,,0.018105062,0.0001443063,0.29615576,,0.052626613,,0.23097239,0.062783751,,,0.79526712,0.88287656,0.86004937,0.90857643,0.98573569,1,1,1024,4,0.34405041,0.34405041,,,,,,,,,,,,,,,,,,,0.01812873,0.00010990679,0.34405041,,0.074808821,,0.25094993,0.091458283,,,0.74300157,0.83958726,0.86746178,0.84361374,0.97912469,1,1,1024,4
310,8.0986109e-06,0.2895734,0.2895734,,,,,,,,,,,,,,,,,,,0.018151855,0.00015080972,0.2895734,,0.051485034,,0.22550105,0.062936589,,,0.79894416,0.88410474,0.86193218,0.90858913,0.98589618,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,8.0869394e-06,0.29656128,0.29656128,,,,,,,,,,,,,,,,,,,0.0181427,0.00013946083,0.29656128,,0.048908778,,0.23610502,0.05773741,,,0.79618355,0.88227988,0.85662446,0.91226125,0.98674544,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,8.075242e-06,0.27915248,0.27915248,,,,,,,,,,,,,,,,,,,0.018191528,0.00014008385,0.27915248,,0.054383172,,0.21222995,0.062696806,,,0.8030856,0.88740688,0.86318407,0.91566665,0.98519653,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,8.0635186e-06,0.27987501,0.27987501,,,,,,,,,,,,,,,,,,,0.018193563,0.0001402423,0.27987501,,0.051500381,,0.21590024,0.062371934,,,0.79115298,0.88040993,0.85675957,0.90686714,0.98558927,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,8.0517694e-06,0.26225468,0.26225468,,,,,,,,,,,,,,,,,,,0.018112183,0.00014085538,0.26225468,,0.049619895,,0.20004044,0.062971715,,,0.81766778,0.896573,0.88470114,0.91021859,0.98626807,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,8.0399945e-06,0.26766732,0.26766732,,,,,,,,,,,,,,,,,,,0.018064372,0.00013132061,0.26766732,,0.052976464,,0.20184471,0.064230723,,,0.81046849,0.89283428,0.87399335,0.91485213,0.98531322,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,8.028194e-06,0.26551548,0.26551548,,,,,,,,,,,,,,,,,,,0.017993164,0.00012121595,0.26551548,,0.053690978,,0.19825169,0.067864056,,,0.81120716,0.89352702,0.87254399,0.91677086,0.98496542,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,8.0163681e-06,0.28075622,0.28075622,,,,,,,,,,,,,,,,,,,0.018004354,0.0001185357,0.28075622,,0.045152159,,0.22482499,0.05389535,,,0.79787462,0.88024085,0.86168897,0.90625883,0.98817486,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,8.0045168e-06,0.27231461,0.27231461,,,,,,,,,,,,,,,,,,,0.018126424,0.00012817362,0.27231461,,0.053243864,,0.20621054,0.064301035,,,0.79882473,0.88373882,0.86966083,0.90018973,0.98546358,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,7.9926403e-06,0.2827596,0.2827596,,,,,,,,,,,,,,,,,,,0.018192546,0.00012036465,0.2827596,,0.047661532,,0.22355686,0.057706083,,,0.80397222,0.88867892,0.86896761,0.91101541,0.98693921,1,1,1024,4,0.30846559,0.30846559,,,,,,,,,,,,,,,,,,,0.01822626,0.00010268156,0.30846559,,0.06862795,,0.22346805,0.081847946,,,0.76118881,0.85284096,0.86131798,0.86710763,0.98142813,1,1,1024,4
320,7.9807387e-06,0.25902267,0.25902267,,,,,,,,,,,,,,,,,,,0.018293254,0.00013432341,0.25902267,,0.051793555,,0.19457079,0.063291621,,,0.81313027,0.89510864,0.88236797,0.90912312,0.98478425,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,7.9688121e-06,0.282863,0.282863,,,,,,,,,,,,,,,,,,,0.018360392,0.0001334367,0.282863,,0.064856299,,0.2031777,0.074145057,,,0.80344764,0.88830601,0.87287396,0.90701033,0.98155205,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,7.9568607e-06,0.23778582,0.23778582,,,,,,,,,,,,,,,,,,,0.018434652,0.00014314994,0.23778582,,0.048865882,,0.17636699,0.062764752,,,0.82433341,0.89988534,0.88776533,0.91436252,0.98580154,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,7.9448845e-06,0.24372931,0.24372931,,,,,,,,,,,,,,,,,,,0.018414307,0.00013965406,0.24372931,,0.0506146,,0.18043575,0.063394798,,,0.81905748,0.89844341,0.87895638,0.9197599,0.98497976,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,7.9328837e-06,0.32142191,0.32142191,,,,,,,,,,,,,,,,,,,0.018491618,0.00014730106,0.32142191,,0.05764509,,0.25088714,0.064448378,,,0.75816244,0.8565167,0.83577845,0.88287744,0.98392213,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,7.9208584e-06,0.27419558,0.27419558,,,,,,,,,,,,,,,,,,,0.018566895,0.00014547615,0.27419558,,0.049009035,,0.21298488,0.061008367,,,0.80295867,0.88843981,0.8687089,0.91015134,0.98622685,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,7.9088087e-06,0.26610459,0.26610459,,,,,,,,,,,,,,,,,,,0.018406169,0.00013435172,0.26610459,,0.047641043,,0.20636622,0.060486627,,,0.81312893,0.89382957,0.87522518,0.91541496,0.98620857,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,7.8967348e-06,0.26984402,0.26984402,,,,,,,,,,,,,,,,,,,0.0184021,0.00013190926,0.26984402,,0.048965253,,0.20917266,0.058530522,,,0.7979406,0.88348029,0.86327697,0.90586287,0.98631577,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,7.8846367e-06,0.23698286,0.23698286,,,,,,,,,,,,,,,,,,,0.018575033,0.00014376048,0.23698286,,0.046988413,,0.1781541,0.059201708,,,0.8260455,0.90275434,0.88432712,0.9232076,0.98613424,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,7.8725146e-06,0.24922071,0.24922071,,,,,,,,,,,,,,,,,,,0.018642171,0.00014542652,0.24922071,,0.048977298,,0.18792146,0.061609749,,,0.81627579,0.89567298,0.8737133,0.92021064,0.98623629,1,1,1024,4,0.29995764,0.29995764,,,,,,,,,,,,,,,,,,,0.018534474,0.00010976685,0.29995764,,0.067283764,,0.21624809,0.082128957,,,0.76490822,0.85566386,0.86777189,0.86602286,0.98157957,1,1,1024,4
330,7.8603686e-06,0.26255606,0.26255606,,,,,,,,,,,,,,,,,,,0.018513997,0.00013588848,0.26255606,,0.048282732,,0.20204493,0.061142026,,,0.81492394,0.89554798,0.88379589,0.909172,0.98600488,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
