epoch,lr,train_loss,train_main_loss,train_aux_loss,train_aux_boundary128_loss,train_bce_loss,train_dice_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_query_bce,train_loss_query_dice,train_loss_query_no_object,train_loss_query_weight_scale,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_local_attention_entropy,train_local_attention_max,train_local_candidate_count,train_local_delta_ratio,train_local_neighborhood_disabled,train_local_per_layer,train_local_spatial_radius,train_local_temporal_radius,train_relay_absorb_attention_max,train_relay_attention_entropy,train_relay_delta_ratio,train_relay_inject_attention_max,train_relay_token_norm,train_temporal_output_std,train_temporal_relay_disabled,val_loss,val_main_loss,val_aux_loss,val_aux_boundary128_loss,val_bce_loss,val_dice_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_query_bce,val_loss_query_dice,val_loss_query_no_object,val_loss_query_weight_scale,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_local_attention_entropy,val_local_attention_max,val_local_candidate_count,val_local_delta_ratio,val_local_neighborhood_disabled,val_local_per_layer,val_local_spatial_radius,val_local_temporal_radius,val_relay_absorb_attention_max,val_relay_attention_entropy,val_relay_delta_ratio,val_relay_inject_attention_max,val_relay_token_norm,val_temporal_output_std,val_temporal_relay_disabled
575,1.6291281e-05,0.27252048,0.21004224,0.062478246,0.062478246,0.050041348,0.16000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83023375,0.90392237,0.89509683,0.91381424,0.98572728,2.8387501,0.70386012,27,0.37980303,0,1,1,1,0.14515408,1.9783718,0.5715693,1,47.511319,0.97424795,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,1.6279241e-05,0.2406099,0.18651073,0.054099161,0.054099161,0.044139884,0.14237085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85995584,0.92209105,0.9124637,0.9359134,0.98803274,2.8270929,0.67542761,27,0.38955845,0,1,1,1,0.14206709,1.980457,0.57397768,1,47.940476,0.97445757,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1.6267185e-05,0.27076774,0.21438866,0.056379075,0.056379075,0.043075188,0.17131347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81787589,0.89769148,0.88208496,0.91542991,0.98809728,2.8442954,0.63702121,27,0.3722461,0,1,1,1,0.18350858,1.9720073,0.608437,1,47.625091,0.97381306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1.6255115e-05,0.23614503,0.19041946,0.045725567,0.045725567,0.035807217,0.15461225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85930132,0.9231368,0.90357191,0.94474719,0.99057974,2.837543,0.64707463,27,0.38372542,0,1,1,1,0.18725278,1.9776543,0.63852152,1,46.795762,0.97386123,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,1.624303e-05,0.22386614,0.18389162,0.039974517,0.039974517,0.031856063,0.15203556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86605924,0.92640359,0.91636303,0.93818634,0.99173549,2.8483936,0.6322278,27,0.38623668,0,1,1,1,0.17675745,1.9675449,0.62390565,1,46.984834,0.97370618,0,0.39576769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74265178,0.84138136,0.84666195,0.8475701,0.97870533,2.849873,0.69135898,27,0.36150912,0,1,1,1,0.17579582,1.968029,0.5905562,1,92.970134,0.97406682,0
580,1.623093e-05,0.2656085,0.20585162,0.059756885,0.059756885,0.046890311,0.15896131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84051183,0.91239292,0.89569767,0.930731,0.98681743,2.8218999,0.71059117,27,0.38164547,0,1,1,1,0.18851535,1.9749241,0.60163675,1,47.71455,0.97420457,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1.6218815e-05,0.31617992,0.24874953,0.06743039,0.06743039,0.056177224,0.19257231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78826742,0.87256659,0.84778244,0.9046579,0.98275945,2.844388,0.68243346,27,0.37284289,0,1,1,1,0.13756399,1.9981649,0.63158662,1,46.956626,0.97391399,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,1.6206686e-05,0.33665443,0.27315253,0.063501893,0.063501893,0.052728376,0.22042416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76717687,0.86000626,0.8435363,0.88113273,0.98482117,2.8493468,0.68785242,27,0.37095043,0,1,1,1,0.14672931,1.9680738,0.59919039,1,47.558705,0.97380382,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.6194542e-05,0.24769445,0.19438963,0.053304826,0.053304826,0.041390627,0.152999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84158161,0.91087114,0.90722248,0.91606572,0.98849451,2.8408725,0.67511141,27,0.38567719,0,1,1,1,0.11900798,1.9555343,0.59864826,1,49.153759,0.9739098,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.6182383e-05,0.30664406,0.24843647,0.058207593,0.058207593,0.048844264,0.1995922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78547263,0.87511004,0.86851475,0.88365775,0.98599355,2.8566413,0.66968491,27,0.37419096,0,1,1,1,0.16209505,1.9730211,0.62373039,1,47.703933,0.97328794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1.6170209e-05,0.3173112,0.26548594,0.05182526,0.05182526,0.044546866,0.22093907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78056642,0.84815605,0.84729973,0.85063673,0.98804698,2.8484542,0.62003142,27,0.38165181,0,1,1,1,0.12557058,2.0024895,0.6330324,0.99999326,46.234194,0.97350307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1.6158021e-05,0.33658675,0.27826345,0.058323303,0.058323303,0.047183747,0.2310797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75516623,0.8317798,0.81282981,0.85345177,0.98686061,2.8478483,0.64972032,27,0.37770202,0,1,1,1,0.20446671,2.004402,0.59233431,0.99999994,47.248478,0.97354709,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,1.6145818e-05,0.27028522,0.20996953,0.060315693,0.060315693,0.046279678,0.16368985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82778805,0.90394844,0.90129148,0.90788302,0.98654414,2.8446114,0.67368712,27,0.38290561,0,1,1,1,0.14791838,1.996373,0.59131607,1,47.775621,0.97370979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,1.6133601e-05,0.31581115,0.24260684,0.073204298,0.073204298,0.058225415,0.18438143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79066877,0.87754641,0.86527741,0.89299039,0.98280767,2.8390372,0.68967073,27,0.37018425,0,1,1,1,0.14245648,1.9922959,0.55674506,1,48.0392,0.97387393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,1.6121369e-05,0.26415021,0.20667384,0.057476362,0.057476362,0.045645156,0.16102869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82256651,0.90088785,0.89007019,0.9130942,0.98733465,2.8439866,0.68891646,27,0.37810638,0,1,1,1,0.17837404,1.9942803,0.57013993,1,47.020342,0.97368008,0,0.38146907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74286216,0.84165183,0.8464494,0.84940679,0.9786707,2.855025,0.69648689,27,0.36007743,0,1,1,1,0.1879794,2.0046071,0.58653918,1,90.89142,0.97368395,0
590,1.6109122e-05,0.31846274,0.25850317,0.059959564,0.059959564,0.048498787,0.21000439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84789937,0.84903583,0.83836555,0.86125222,0.98638387,2.8378127,0.68310518,27,0.38261834,0,1,1,1,0.14243044,2.0212076,0.59693879,0.99996703,47.080784,0.97363384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1.6096861e-05,0.29611955,0.23807926,0.058040295,0.058040295,0.045934276,0.19214498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79499559,0.8821812,0.86487465,0.90306906,0.98656123,2.8428076,0.65867985,27,0.37966223,0,1,1,1,0.16100355,1.9965818,0.60822545,1,47.363521,0.97331804,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,1.6084586e-05,0.31809407,0.25918738,0.058906691,0.058906691,0.04747737,0.21171001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77745846,0.84656231,0.84207944,0.85163043,0.98710542,2.8470711,0.66424086,27,0.37746773,0,1,1,1,0.17458769,2.002037,0.5995066,0.99999415,46.300678,0.97358297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1.6072296e-05,0.3127159,0.25119793,0.061517983,0.061517983,0.047572851,0.20362508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79447154,0.87546692,0.85744612,0.89770989,0.98559632,2.8421945,0.65333444,27,0.3767961,0,1,1,1,0.1508825,1.9919576,0.60218846,1,47.229634,0.97346921,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,1.6059992e-05,0.28898191,0.22824448,0.060737431,0.060737431,0.049785442,0.17845904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80329814,0.88818554,0.86854262,0.91095314,0.98602635,2.83733,0.68950715,27,0.3752413,0,1,1,1,0.1767023,1.9752173,0.58530032,1,49.044657,0.97339152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1.6047673e-05,0.29640251,0.23053696,0.065865554,0.065865554,0.055061127,0.17547583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79962589,0.88613587,0.88079435,0.89382838,0.98397791,2.8429886,0.70100054,27,0.37247401,0,1,1,1,0.19088931,1.959867,0.59241291,1,48.629409,0.97344904,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,1.6035341e-05,0.25454671,0.20722655,0.047320164,0.047320164,0.036108801,0.17111775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8312061,0.90649505,0.89547642,0.92100165,0.9896934,2.8441831,0.67910177,27,0.3918934,0,1,1,1,0.21100749,1.9617471,0.62195238,1,48.184447,0.97300301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,1.6022993e-05,0.25563199,0.1955217,0.060110289,0.060110289,0.044143634,0.15137806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84626573,0.91519887,0.89863935,0.93433837,0.98747605,2.8330909,0.69689987,27,0.37644475,0,1,1,1,0.1862274,1.9772435,0.61220986,1,47.858649,0.97365884,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1.6010632e-05,0.26913727,0.21902747,0.050109801,0.050109801,0.039604692,0.17942278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81733828,0.89655834,0.88475612,0.91212951,0.98903962,2.8524402,0.61374166,27,0.38688759,0,1,1,1,0.19884762,1.9733437,0.62537429,1,47.866753,0.97286284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,1.5998256e-05,0.26885111,0.21472404,0.054127064,0.054127064,0.042908361,0.17181568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81394812,0.89191,0.87851438,0.91082219,0.98800029,2.8477893,0.67119779,27,0.38383285,0,1,1,1,0.16370648,1.9635672,0.58883968,1,47.254526,0.973052,0,0.3867256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73713088,0.83711091,0.84455159,0.84583257,0.97808163,2.8535837,0.69128593,27,0.36101535,0,1,1,1,0.20105065,1.9774006,0.59002525,1,91.260336,0.97318822,0
600,1.5985866e-05,0.27255238,0.20741356,0.065138824,0.065138824,0.054352698,0.15306086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83474801,0.90527736,0.88904028,0.92613848,0.98434784,2.8293404,0.68705132,27,0.37776487,0,1,1,1,0.16174052,1.9806394,0.58772973,1,47.256194,0.97366157,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,1.5973462e-05,0.27581191,0.21974694,0.056064964,0.056064964,0.043080431,0.17666651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81878089,0.89845655,0.89234783,0.90634491,0.98795177,2.846621,0.63750829,27,0.37491672,0,1,1,1,0.18277557,1.95682,0.6119131,1,47.198288,0.973052,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,1.5961044e-05,0.27004794,0.20832831,0.061719637,0.061719637,0.047447787,0.16088052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83147671,0.90564659,0.89561998,0.91692501,0.98621129,2.8363845,0.67228941,27,0.37389551,0,1,1,1,0.17506806,1.969511,0.59236213,1,48.298231,0.97343432,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1.5948611e-05,0.32400085,0.26733714,0.056663702,0.056663702,0.048241208,0.21909593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83324744,0.84077607,0.82182563,0.86269142,0.98694255,2.8476991,0.66294776,27,0.36701691,0,1,1,1,0.17568451,1.9807946,0.6196577,0.99992429,47.062885,0.97300522,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1.5936165e-05,0.33075061,0.27403143,0.056719183,0.056719183,0.04604114,0.22799029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75643965,0.83432949,0.82149731,0.85089184,0.98690679,2.8416634,0.65676725,27,0.36948529,0,1,1,1,0.18651036,1.9976464,0.61483626,0.99998612,46.661131,0.97302074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,1.5923704e-05,0.2703473,0.21313451,0.057212794,0.057212794,0.045443133,0.16769137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81778353,0.8915347,0.8833297,0.90156477,0.98741563,2.8348885,0.62374536,27,0.37762447,0,1,1,1,0.15294008,1.9678131,0.60011584,1,48.547798,0.9729922,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,1.591123e-05,0.28617949,0.229076,0.057103491,0.057103491,0.046128067,0.18294793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81233772,0.89400514,0.89654672,0.89631825,0.9868487,2.8428768,0.67943637,27,0.38141093,0,1,1,1,0.196328,1.9762514,0.64380061,1,47.511675,0.9727163,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1.5898741e-05,0.24879963,0.19517668,0.053622947,0.053622947,0.043004111,0.15217257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83959659,0.91041618,0.89305114,0.93197343,0.98778987,2.8317155,0.66873064,27,0.38327678,0,1,1,1,0.17593595,1.9905446,0.62560736,1,47.161565,0.97306939,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1.5886239e-05,0.28304417,0.23766542,0.045378756,0.045378756,0.036324859,0.20134056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85789844,0.85531919,0.84452619,0.86773122,0.99032302,2.8435188,0.64571619,27,0.37411911,0,1,1,1,0.19820364,1.9758738,0.59340923,0.99999431,47.300048,0.97245491,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1.5873722e-05,0.27428426,0.22405715,0.050227112,0.050227112,0.039384238,0.18467291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81460921,0.89530762,0.87603348,0.91747501,0.98931936,2.8491457,0.66587276,27,0.37727102,0,1,1,1,0.22361513,1.9673815,0.62654824,1,48.067248,0.97231309,0,0.38989154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73741861,0.83872581,0.85760056,0.83072151,0.97835823,2.8485861,0.70117074,27,0.35843804,0,1,1,1,0.19932014,1.9677604,0.59438703,1,92.409345,0.97258855,0
610,1.5861192e-05,0.23768428,0.18290219,0.054782089,0.054782089,0.04437719,0.138525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85274023,0.91845484,0.91160363,0.92627567,0.98710704,2.8365383,0.6912106,27,0.38170541,0,1,1,1,0.15793693,1.9608014,0.57458282,1,48.227757,0.97297965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1.5848648e-05,0.2595001,0.2099611,0.049539005,0.049539005,0.040190023,0.16977108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81865227,0.89719569,0.88216433,0.91494312,0.98909876,2.8439851,0.62162629,27,0.37791766,0,1,1,1,0.19107145,1.9757576,0.63239462,1,46.601937,0.97226729,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,1.5836089e-05,0.25085184,0.19363048,0.057221366,0.057221366,0.045453943,0.14817653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83844682,0.91092654,0.90502564,0.91895242,0.98713913,2.8520111,0.6561276,27,0.38147403,0,1,1,1,0.22676566,1.9744452,0.6043108,1,46.969915,0.9724316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1.5823518e-05,0.27452338,0.21888931,0.055634062,0.055634062,0.044496037,0.17439328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80413369,0.88731781,0.8729763,0.90379689,0.98701172,2.8426253,0.66430999,27,0.38026856,0,1,1,1,0.1618993,1.955383,0.6182369,1,47.399201,0.97231485,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,1.5810932e-05,0.26844815,0.21325824,0.055189911,0.055189911,0.044144516,0.16911372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82636271,0.90167261,0.88734161,0.91724796,0.98776255,2.8383563,0.70497283,27,0.38440443,0,1,1,1,0.14722861,1.9459034,0.61919986,1,48.034555,0.97252609,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1.5798332e-05,0.28557342,0.23186712,0.053706301,0.053706301,0.04516008,0.18670704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79031983,0.87794453,0.85636164,0.90287361,0.98684444,2.8473693,0.66893706,27,0.38054191,0,1,1,1,0.14834069,1.9462087,0.64148,1,47.29382,0.9721873,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1.5785719e-05,0.26698987,0.21034465,0.056645216,0.056645216,0.043326601,0.16701805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.80591166,0.89045315,0.87820959,0.90494227,0.9871964,2.8432329,0.65682287,27,0.37771972,0,1,1,1,0.20020774,1.9557312,0.62797761,0.99999994,48.216114,0.97274026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,1.5773093e-05,0.24619556,0.19684628,0.049349291,0.049349291,0.040965177,0.1558811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83580644,0.90854148,0.90363975,0.91717148,0.98829335,2.8502204,0.64005301,27,0.38387841,0,1,1,1,0.18334321,1.9544283,0.62196327,1,47.399322,0.97201861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,1.5760452e-05,0.26986513,0.20791042,0.061954712,0.061954712,0.047188794,0.16072163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82890508,0.90441412,0.89138297,0.9202639,0.98610891,2.8303094,0.68043886,27,0.38509621,0,1,1,1,0.17428377,1.9937392,0.618002,0.99999975,47.013291,0.97319907,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,1.5747798e-05,0.2665432,0.21181515,0.054728058,0.054728058,0.044751929,0.16706322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81503883,0.89618719,0.8706124,0.92507963,0.98689311,2.8439266,0.67181782,27,0.3810588,0,1,1,1,0.18432674,1.9531508,0.61214485,1,47.964111,0.97217685,0,0.37917369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73949313,0.83888168,0.83905026,0.85365938,0.97833419,2.8504204,0.68580239,27,0.36071218,0,1,1,1,0.19860899,1.9535551,0.60701779,1,93.32338,0.97206308,0
620,1.573513e-05,0.27673732,0.21679317,0.059944151,0.059944151,0.051195959,0.16559721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81987597,0.89896293,0.88274957,0.91690534,0.984817,2.8463109,0.69715129,27,0.36532497,0,1,1,1,0.17799856,1.9551047,0.62566844,1,47.962248,0.9720136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,1.5722449e-05,0.24816166,0.20227357,0.0458881,0.0458881,0.038292175,0.16398139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82395646,0.90151565,0.89614096,0.90877878,0.98909831,2.8548607,0.64979852,27,0.38135781,0,1,1,1,0.16839829,1.9428622,0.61888242,1,47.331883,0.97178014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,1.5709754e-05,0.26125865,0.21179797,0.049460688,0.049460688,0.040098835,0.17169913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81357036,0.89364128,0.88682704,0.90340514,0.9882993,2.8429819,0.69213035,27,0.39115879,0,1,1,1,0.16779303,1.9518135,0.60488811,1,48.139256,0.97225015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1.5697046e-05,0.24977002,0.19482549,0.054944528,0.054944528,0.04518738,0.14963811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8376578,0.90904661,0.90073839,0.92023861,0.98745377,2.8484129,0.66950403,27,0.38562967,0,1,1,1,0.15335653,1.9407865,0.58421079,1,48.811889,0.97215765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,1.5684324e-05,0.2229507,0.17498671,0.047963989,0.047963989,0.035980341,0.13900636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86381996,0.92558941,0.90994233,0.94344051,0.98957585,2.8381225,0.66708036,27,0.37517108,0,1,1,1,0.19530539,1.9665093,0.6424805,1,47.769047,0.97180439,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,1.5671589e-05,0.30217516,0.25056474,0.051610424,0.051610424,0.042919214,0.20764552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77941001,0.86270726,0.84699746,0.89981807,0.98745071,2.8394958,0.64238356,27,0.37962286,0,1,1,1,0.20614804,1.9458988,0.61185094,1,48.698855,0.97172881,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,1.565884e-05,0.2387739,0.18625384,0.052520058,0.052520058,0.040065467,0.14618837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84070936,0.91143641,0.89652501,0.92841674,0.98808756,2.8432907,0.68383644,27,0.38575963,0,1,1,1,0.16655012,1.9823662,0.63721237,1,47.231652,0.97206879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,1.5646078e-05,0.22646722,0.18332036,0.043146859,0.043146859,0.034136812,0.14918355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8347334,0.90778371,0.91369812,0.90404344,0.99090551,2.8602137,0.63577894,27,0.37780745,0,1,1,1,0.20246377,1.9618799,0.6647228,1,47.687968,0.97114818,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,1.5633303e-05,0.26299499,0.20479559,0.058199405,0.058199405,0.045500625,0.15929497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82724625,0.90120196,0.88008016,0.92444461,0.9869073,2.8373352,0.66041736,27,0.37625553,0,1,1,1,0.15400104,1.9854454,0.6049983,1,47.394062,0.9719112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
