epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_query_bce,train_loss_query_dice,train_loss_query_no_object,train_loss_query_weight_scale,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_query_bce,val_loss_query_dice,val_loss_query_no_object,val_loss_query_weight_scale,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy
59,0.00029098405,3.6280391,3.6280391,,,,,,,,,,,,,,,,,,,,,,,,,,0.63017567,,,,,,,0.74164778,0.84043181,0.84487547,0.84690901,0.98155723,3.1795082,3.1795082,,,,,,,,,,,,,,,,,,,,,,,,,,0.56019663,,,,,,,0.77771545,0.86499293,0.88126846,0.85740974,0.98326935
60,0.0002906567,3.5757443,3.5757443,,,,,,,,,,,,,,,,,,,,,,,,,,0.61820026,,,,,,,0.75193896,0.84964137,0.86777119,0.84516783,0.98180637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.00029032371,3.5125181,3.5125181,,,,,,,,,,,,,,,,,,,,,,,,,,0.60763076,,,,,,,0.75382634,0.8543008,0.85583623,0.85540365,0.9858609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.00028998509,3.5643039,3.5643039,,,,,,,,,,,,,,,,,,,,,,,,,,0.61114903,,,,,,,0.73645749,0.83852832,0.84081738,0.84304021,0.98149923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.00028964085,3.4996108,3.4996108,,,,,,,,,,,,,,,,,,,,,,,,,,0.60968731,,,,,,,0.75908145,0.85712251,0.86460155,0.8527881,0.98505721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.00028929101,3.4218341,3.4218341,,,,,,,,,,,,,,,,,,,,,,,,,,0.5998532,,,,,,,0.79317323,0.88138188,0.88787534,0.87705469,0.98390752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.00028893557,3.4597699,3.4597699,,,,,,,,,,,,,,,,,,,,,,,,,,0.60115464,,,,,,,0.76380877,0.86141282,0.87067249,0.85780483,0.98499665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.00028857456,3.5437689,3.5437689,,,,,,,,,,,,,,,,,,,,,,,,,,0.61533827,,,,,,,0.76925529,0.86553829,0.8760851,0.8588505,0.98408697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.00028820799,3.4313734,3.4313734,,,,,,,,,,,,,,,,,,,,,,,,,,0.59744441,,,,,,,0.77316457,0.86770155,0.88845797,0.85144415,0.98400942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.00028783587,3.5050077,3.5050077,,,,,,,,,,,,,,,,,,,,,,,,,,0.61340337,,,,,,,0.77919778,0.87304798,0.88075997,0.86865414,0.98452704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.00028745821,3.4749226,3.4749226,,,,,,,,,,,,,,,,,,,,,,,,,,0.60672253,,,,,,,0.77893921,0.87253526,0.88078275,0.86801699,0.98152945,3.2133884,3.2133884,,,,,,,,,,,,,,,,,,,,,,,,,,0.57305373,,,,,,,0.77870838,0.86608441,0.88635261,0.85419491,0.98330639
70,0.00028707505,3.3765645,3.3765645,,,,,,,,,,,,,,,,,,,,,,,,,,0.59823803,,,,,,,0.80040609,0.88603893,0.91394063,0.86257674,0.98373918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.00028668638,3.4604131,3.4604131,,,,,,,,,,,,,,,,,,,,,,,,,,0.60546147,,,,,,,0.76321794,0.86172463,0.87470362,0.85178299,0.98121808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.00028629222,3.5001772,3.5001772,,,,,,,,,,,,,,,,,,,,,,,,,,0.6084667,,,,,,,0.75067837,0.85135547,0.87566061,0.83327444,0.98319445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.0002858926,3.5097917,3.5097917,,,,,,,,,,,,,,,,,,,,,,,,,,0.60463169,,,,,,,0.75362525,0.85240929,0.87713009,0.83525475,0.98271557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.00028548752,3.37288,3.37288,,,,,,,,,,,,,,,,,,,,,,,,,,0.5931184,,,,,,,0.78795405,0.87685025,0.88773934,0.86907121,0.98586553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.000285077,3.5270965,3.5270965,,,,,,,,,,,,,,,,,,,,,,,,,,0.60991373,,,,,,,0.75055766,0.85016451,0.86812574,0.8395987,0.98390768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.00028466107,3.4301853,3.4301853,,,,,,,,,,,,,,,,,,,,,,,,,,0.59657382,,,,,,,0.76925474,0.86615567,0.88610919,0.84916327,0.98348296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.00028423972,3.3852758,3.3852758,,,,,,,,,,,,,,,,,,,,,,,,,,0.59119493,,,,,,,0.77127631,0.86548274,0.86615325,0.86785797,0.98476336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.000283813,3.4542925,3.4542925,,,,,,,,,,,,,,,,,,,,,,,,,,0.60010375,,,,,,,0.76980336,0.86725063,0.87188391,0.86789042,0.98318714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.0002833809,3.4652363,3.4652363,,,,,,,,,,,,,,,,,,,,,,,,,,0.60289651,,,,,,,0.76403771,0.86343483,0.88123147,0.84940007,0.98271604,3.0871506,3.0871506,,,,,,,,,,,,,,,,,,,,,,,,,,0.55107422,,,,,,,0.79840004,0.87851492,0.86897961,0.89536981,0.98524984
80,0.00028294345,3.427371,3.427371,,,,,,,,,,,,,,,,,,,,,,,,,,0.60178962,,,,,,,0.79269926,0.88113476,0.88025641,0.88347804,0.98234297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.00028250067,3.4260371,3.4260371,,,,,,,,,,,,,,,,,,,,,,,,,,0.59923598,,,,,,,0.7668365,0.86477256,0.87127705,0.86000014,0.98443519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.00028205256,3.3515447,3.3515447,,,,,,,,,,,,,,,,,,,,,,,,,,0.58911173,,,,,,,0.80184532,0.8870351,0.8873021,0.88745525,0.98554509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.00028159916,3.4264771,3.4264771,,,,,,,,,,,,,,,,,,,,,,,,,,0.59801798,,,,,,,0.78027429,0.87266604,0.88196049,0.86566148,0.98556708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.00028114048,3.3834233,3.3834233,,,,,,,,,,,,,,,,,,,,,,,,,,0.59333623,,,,,,,0.78031582,0.87281681,0.88849764,0.85951099,0.98569628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.00028067654,3.4273619,3.4273619,,,,,,,,,,,,,,,,,,,,,,,,,,0.60190574,,,,,,,0.78508513,0.87683745,0.87769444,0.87803167,0.98391283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.00028020735,3.450772,3.450772,,,,,,,,,,,,,,,,,,,,,,,,,,0.60187534,,,,,,,0.76759129,0.86486094,0.87682246,0.85541413,0.98379613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.00027973294,3.4166913,3.4166913,,,,,,,,,,,,,,,,,,,,,,,,,,0.59727976,,,,,,,0.7829785,0.87363472,0.87692687,0.8727495,0.98161375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.00027925332,3.4103311,3.4103311,,,,,,,,,,,,,,,,,,,,,,,,,,0.59662234,,,,,,,0.7817344,0.8720237,0.88715134,0.86262458,0.98363523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.00027876852,3.4717682,3.4717682,,,,,,,,,,,,,,,,,,,,,,,,,,0.60559468,,,,,,,0.75644393,0.85587188,0.8479181,0.87534005,0.98234329,3.0924608,3.0924608,,,,,,,,,,,,,,,,,,,,,,,,,,0.55029168,,,,,,,0.78775132,0.87206158,0.89531511,0.85570177,0.98446333
90,0.00027827855,3.491438,3.491438,,,,,,,,,,,,,,,,,,,,,,,,,,0.60421678,,,,,,,0.73034416,0.83723316,0.89171942,0.79741562,0.98309801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.00027778343,3.3787743,3.3787743,,,,,,,,,,,,,,,,,,,,,,,,,,0.59294774,,,,,,,0.79228737,0.88053489,0.87502208,0.88893999,0.98431695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.00027728319,3.3917273,3.3917273,,,,,,,,,,,,,,,,,,,,,,,,,,0.5935747,,,,,,,0.77792899,0.86931571,0.88623,0.85628122,0.98224412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.00027677784,3.3563987,3.3563987,,,,,,,,,,,,,,,,,,,,,,,,,,0.59034717,,,,,,,0.80012294,0.88633156,0.89367551,0.88109383,0.9838969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.0002762674,3.4647678,3.4647678,,,,,,,,,,,,,,,,,,,,,,,,,,0.60050417,,,,,,,0.76478304,0.8583248,0.86946891,0.84933808,0.98173465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.0002757519,3.3949431,3.3949431,,,,,,,,,,,,,,,,,,,,,,,,,,0.59518418,,,,,,,0.78347856,0.87445053,0.87998483,0.87314495,0.98219087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.00027523135,3.3858364,3.3858364,,,,,,,,,,,,,,,,,,,,,,,,,,0.59402215,,,,,,,0.77975311,0.87270701,0.87615609,0.87090177,0.98268713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.00027470578,3.3893329,3.3893329,,,,,,,,,,,,,,,,,,,,,,,,,,0.5952224,,,,,,,0.78324099,0.87664742,0.90106501,0.85506405,0.9847111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.00027417521,3.3809803,3.3809803,,,,,,,,,,,,,,,,,,,,,,,,,,0.59494764,,,,,,,0.79407898,0.88123777,0.85813666,0.90771507,0.98401779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.00027363965,3.3614801,3.3614801,,,,,,,,,,,,,,,,,,,,,,,,,,0.59020365,,,,,,,0.78793082,0.87850215,0.88684454,0.87391244,0.98499596,3.0780589,3.0780589,,,,,,,,,,,,,,,,,,,,,,,,,,0.5523818,,,,,,,0.79953663,0.87923461,0.88221475,0.88342477,0.98498338
100,0.00027309913,3.3612358,3.3612358,,,,,,,,,,,,,,,,,,,,,,,,,,0.59650435,,,,,,,0.80088147,0.88546807,0.8897457,0.8832207,0.98398949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.00027255368,3.364523,3.364523,,,,,,,,,,,,,,,,,,,,,,,,,,0.58889359,,,,,,,0.7800363,0.87220508,0.91031045,0.84036073,0.98496648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.00027200331,3.4427286,3.4427286,,,,,,,,,,,,,,,,,,,,,,,,,,0.59778128,,,,,,,0.76930711,0.86349136,0.84537191,0.88566151,0.98201319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.00027144804,3.3509894,3.3509894,,,,,,,,,,,,,,,,,,,,,,,,,,0.59248288,,,,,,,0.7895949,0.87958267,0.88559783,0.87600954,0.98526549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.0002708879,3.3941047,3.3941047,,,,,,,,,,,,,,,,,,,,,,,,,,0.59012055,,,,,,,0.77397709,0.86914218,0.87145846,0.87140768,0.98271604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.00027032292,3.4387336,3.4387336,,,,,,,,,,,,,,,,,,,,,,,,,,0.6014418,,,,,,,0.76982779,0.86528601,0.90035647,0.83686128,0.98260717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.0002697531,3.3869019,3.3869019,,,,,,,,,,,,,,,,,,,,,,,,,,0.5950083,,,,,,,0.77724158,0.87061454,0.87005741,0.87511114,0.98541719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.00026917849,3.4023663,3.4023663,,,,,,,,,,,,,,,,,,,,,,,,,,0.594117,,,,,,,0.78178271,0.87227836,0.88704001,0.8608295,0.98509181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.00026859909,3.4663724,3.4663724,,,,,,,,,,,,,,,,,,,,,,,,,,0.61314792,,,,,,,0.78898667,0.87898836,0.86302951,0.8977991,0.98180672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.00026801494,3.422091,3.422091,,,,,,,,,,,,,,,,,,,,,,,,,,0.5987436,,,,,,,0.77040065,0.86649115,0.91239495,0.8274737,0.98296212,3.1320818,3.1320818,,,,,,,,,,,,,,,,,,,,,,,,,,0.55249718,,,,,,,0.7825822,0.8685292,0.89767035,0.84805249,0.983829
110,0.00026742605,3.5306457,3.5306457,,,,,,,,,,,,,,,,,,,,,,,,,,0.61244845,,,,,,,0.75068712,0.85260358,0.85537892,0.86558063,0.98141302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.00026683245,3.4997959,3.4997959,,,,,,,,,,,,,,,,,,,,,,,,,,0.61222697,,,,,,,0.74967444,0.85353495,0.81764912,0.90031607,0.98350277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.00026623417,3.3330417,3.3330417,,,,,,,,,,,,,,,,,,,,,,,,,,0.58591242,,,,,,,0.78108871,0.87193296,0.90725488,0.84215825,0.98438307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.00026563123,3.2285069,3.2285069,,,,,,,,,,,,,,,,,,,,,,,,,,0.57355864,,,,,,,0.81691248,0.89619059,0.89090728,0.90279601,0.98604627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.00026502364,3.3360144,3.3360144,,,,,,,,,,,,,,,,,,,,,,,,,,0.58811851,,,,,,,0.78556867,0.87707552,0.91069036,0.84863084,0.98334497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.00026441145,3.349392,3.349392,,,,,,,,,,,,,,,,,,,,,,,,,,0.58971907,,,,,,,0.79116092,0.88101348,0.88332371,0.88089568,0.98378475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.00026379467,3.3173588,3.3173588,,,,,,,,,,,,,,,,,,,,,,,,,,0.58201115,,,,,,,0.77524125,0.8689598,0.87994927,0.86150828,0.98625964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.00026317332,3.337466,3.337466,,,,,,,,,,,,,,,,,,,,,,,,,,0.58764849,,,,,,,0.7921993,0.88006048,0.887296,0.87489678,0.98513523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.00026254743,3.4401905,3.4401905,,,,,,,,,,,,,,,,,,,,,,,,,,0.59541684,,,,,,,0.7572531,0.85723953,0.86166387,0.85471793,0.98466098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.00026191704,3.3621485,3.3621485,,,,,,,,,,,,,,,,,,,,,,,,,,0.58730723,,,,,,,0.78064244,0.8716672,0.87776469,0.86753103,0.98473283,3.0242095,3.0242095,,,,,,,,,,,,,,,,,,,,,,,,,,0.54189831,,,,,,,0.80655114,0.88399501,0.87610166,0.89821083,0.98594911
120,0.00026128215,3.3288145,3.3288145,,,,,,,,,,,,,,,,,,,,,,,,,,0.58599533,,,,,,,0.79213113,0.88132401,0.89987712,0.86528484,0.98510379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0.0002606428,3.4364096,3.4364096,,,,,,,,,,,,,,,,,,,,,,,,,,0.59630663,,,,,,,0.75722626,0.85667843,0.87500767,0.84282537,0.98178606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0.00025999901,3.2810688,3.2810688,,,,,,,,,,,,,,,,,,,,,,,,,,0.58098221,,,,,,,0.81066971,0.89396079,0.89808858,0.89090522,0.9858434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0.00025935082,3.3387609,3.3387609,,,,,,,,,,,,,,,,,,,,,,,,,,0.58572457,,,,,,,0.79271143,0.87877295,0.87174358,0.8903281,0.98474031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0.00025869824,3.3574535,3.3574535,,,,,,,,,,,,,,,,,,,,,,,,,,0.59034016,,,,,,,0.78029391,0.87264117,0.87657324,0.87097916,0.98484813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0.0002580413,3.3219326,3.3219326,,,,,,,,,,,,,,,,,,,,,,,,,,0.58376672,,,,,,,0.79588288,0.88333798,0.88966944,0.87844385,0.98455838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0.00025738003,3.3172319,3.3172319,,,,,,,,,,,,,,,,,,,,,,,,,,0.58106285,,,,,,,0.78750495,0.87586103,0.88135335,0.87238613,0.98441916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0.00025671445,3.4731375,3.4731375,,,,,,,,,,,,,,,,,,,,,,,,,,0.6014691,,,,,,,0.75029674,0.84909247,0.86024404,0.8410825,0.98426189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0.0002560446,3.3750293,3.3750293,,,,,,,,,,,,,,,,,,,,,,,,,,0.59238184,,,,,,,0.78854302,0.87793556,0.88006135,0.87761106,0.98561304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0.0002553705,3.270046,3.270046,,,,,,,,,,,,,,,,,,,,,,,,,,0.58030107,,,,,,,0.81101105,0.89370297,0.89231764,0.89824792,0.98476311,3.0553259,3.0553259,,,,,,,,,,,,,,,,,,,,,,,,,,0.54622472,,,,,,,0.79704966,0.87840867,0.89318443,0.86908184,0.98528613
130,0.00025469217,3.3981607,3.3981607,,,,,,,,,,,,,,,,,,,,,,,,,,0.59341219,,,,,,,0.75708606,0.85674666,0.89636207,0.82231483,0.98289672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0.00025400964,3.2736412,3.2736412,,,,,,,,,,,,,,,,,,,,,,,,,,0.57966509,,,,,,,0.79742234,0.88321955,0.88416182,0.8848563,0.98686156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,0.00025332295,3.3391825,3.3391825,,,,,,,,,,,,,,,,,,,,,,,,,,0.58516729,,,,,,,0.79045881,0.87929986,0.88999181,0.87030163,0.98354567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,0.00025263211,3.3456153,3.3456153,,,,,,,,,,,,,,,,,,,,,,,,,,0.58775175,,,,,,,0.79168672,0.88155962,0.89463206,0.8707769,0.98463698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0.00025193716,3.2181405,3.2181405,,,,,,,,,,,,,,,,,,,,,,,,,,0.56885723,,,,,,,0.79915854,0.88383361,0.89231371,0.87773224,0.98574336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0.00025123812,3.3009907,3.3009907,,,,,,,,,,,,,,,,,,,,,,,,,,0.58266353,,,,,,,0.7903497,0.87937354,0.8863028,0.87435116,0.98311203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0.00025053503,3.3166238,3.3166238,,,,,,,,,,,,,,,,,,,,,,,,,,0.58644996,,,,,,,0.7955893,0.88360013,0.89842744,0.8706502,0.98532251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0.0002498279,3.2860073,3.2860073,,,,,,,,,,,,,,,,,,,,,,,,,,0.57986127,,,,,,,0.79559638,0.88229106,0.87680009,0.89191419,0.98384503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0.00024911678,3.2355348,3.2355348,,,,,,,,,,,,,,,,,,,,,,,,,,0.57440084,,,,,,,0.80449133,0.88892121,0.90641736,0.87573388,0.98711805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0.00024840168,3.3237109,3.3237109,,,,,,,,,,,,,,,,,,,,,,,,,,0.58223469,,,,,,,0.78168512,0.8739662,0.89606514,0.85676948,0.98581222,3.0967792,3.0967792,,,,,,,,,,,,,,,,,,,,,,,,,,0.5560157,,,,,,,0.81016326,0.88601311,0.85708699,0.92490231,0.9859932
140,0.00024768264,3.3362817,3.3362817,,,,,,,,,,,,,,,,,,,,,,,,,,0.58430348,,,,,,,0.7858201,0.87653892,0.89580345,0.86211141,0.98528163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0.00024695968,3.4377569,3.4377569,,,,,,,,,,,,,,,,,,,,,,,,,,0.59725614,,,,,,,0.75921706,0.8562517,0.86675139,0.85021583,0.98439913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0.00024623284,3.2909123,3.2909123,,,,,,,,,,,,,,,,,,,,,,,,,,0.57817432,,,,,,,0.79515769,0.88268514,0.88058485,0.88806703,0.98611859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0.00024550215,3.2933822,3.2933822,,,,,,,,,,,,,,,,,,,,,,,,,,0.58039623,,,,,,,0.79058689,0.87873682,0.89824989,0.86406856,0.98530063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0.00024476762,3.3030873,3.3030873,,,,,,,,,,,,,,,,,,,,,,,,,,0.58277065,,,,,,,0.7907128,0.88086132,0.89000258,0.87580402,0.98594932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0.0002440293,3.3460911,3.3460911,,,,,,,,,,,,,,,,,,,,,,,,,,0.59194361,,,,,,,0.79939782,0.88673972,0.89150814,0.88416837,0.98369837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0.00024328722,3.2203138,3.2203138,,,,,,,,,,,,,,,,,,,,,,,,,,0.57322725,,,,,,,0.81621611,0.89678743,0.90328278,0.89193115,0.98603592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.00024254139,3.3332065,3.3332065,,,,,,,,,,,,,,,,,,,,,,,,,,0.58695295,,,,,,,0.78928535,0.8780247,0.88623708,0.87296359,0.98403523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0.00024179186,3.3202126,3.3202126,,,,,,,,,,,,,,,,,,,,,,,,,,0.58247611,,,,,,,0.79169237,0.87850332,0.88033912,0.87834487,0.98655003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0.00024103865,3.3117429,3.3117429,,,,,,,,,,,,,,,,,,,,,,,,,,0.58319577,,,,,,,0.79769167,0.88334796,0.89388131,0.87555506,0.98633567,3.04533,3.04533,,,,,,,,,,,,,,,,,,,,,,,,,,0.54803893,,,,,,,0.81165941,0.88703522,0.86806409,0.91343616,0.98619453
150,0.00024028179,3.3072633,3.3072633,,,,,,,,,,,,,,,,,,,,,,,,,,0.58562047,,,,,,,0.79800704,0.88119703,0.89822577,0.86678372,0.98612796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,0.00023952132,3.263511,3.263511,,,,,,,,,,,,,,,,,,,,,,,,,,0.57646654,,,,,,,0.80241456,0.8856116,0.88855001,0.88444976,0.98526618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0.00023875726,3.3827404,3.3827404,,,,,,,,,,,,,,,,,,,,,,,,,,0.58795048,,,,,,,0.76327833,0.85499451,0.8647044,0.85455765,0.98186999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0.00023798965,3.2202916,3.2202916,,,,,,,,,,,,,,,,,,,,,,,,,,0.56850979,,,,,,,0.80262413,0.88802606,0.8930389,0.88426693,0.98654807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0.00023721851,3.2775531,3.2775531,,,,,,,,,,,,,,,,,,,,,,,,,,0.57808797,,,,,,,0.78755898,0.87740524,0.88788674,0.86911269,0.9835717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0.00023644388,3.3010026,3.3010026,,,,,,,,,,,,,,,,,,,,,,,,,,0.57991394,,,,,,,0.79420937,0.88208888,0.87921052,0.88941803,0.98376924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0.00023566578,3.1886195,3.1886195,,,,,,,,,,,,,,,,,,,,,,,,,,0.56124977,,,,,,,0.80390083,0.88827838,0.90629999,0.8723403,0.98669999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0.00023488426,3.2643658,3.2643658,,,,,,,,,,,,,,,,,,,,,,,,,,0.5735224,,,,,,,0.79406154,0.88222554,0.88734159,0.87867442,0.98680564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0.00023409934,3.2752377,3.2752377,,,,,,,,,,,,,,,,,,,,,,,,,,0.57552999,,,,,,,0.79130064,0.87979528,0.8826214,0.87788536,0.98598155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
