epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_query_bce,train_loss_query_dice,train_loss_query_no_object,train_loss_query_weight_scale,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_query_bce,val_loss_query_dice,val_loss_query_no_object,val_loss_query_weight_scale,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy
159,0.00023331105,3.3102356,3.3102356,,,,,,,,,,,,,,,,,,,,,,,,,,0.58467588,,,,,,,0.8010647,0.88367253,0.89050889,0.8783154,0.98470953,3.036582,3.036582,,,,,,,,,,,,,,,,,,,,,,,,,,0.54444477,,,,,,,0.80899563,0.88527656,0.87101196,0.90702911,0.98611533
160,0.00023251942,3.2667017,3.2667017,,,,,,,,,,,,,,,,,,,,,,,,,,0.58005852,,,,,,,0.80762224,0.89041752,0.89407324,0.88886757,0.98316671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0.0002317245,3.267676,3.267676,,,,,,,,,,,,,,,,,,,,,,,,,,0.57609836,,,,,,,0.79543845,0.88323209,0.89373178,0.87407146,0.98608714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.00023092629,3.3058193,3.3058193,,,,,,,,,,,,,,,,,,,,,,,,,,0.57956865,,,,,,,0.7831428,0.87588979,0.88328847,0.86968755,0.98529808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0.00023012485,3.255664,3.255664,,,,,,,,,,,,,,,,,,,,,,,,,,0.57225802,,,,,,,0.79864728,0.88298359,0.87889529,0.89073206,0.98500128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0.00022932021,3.3354035,3.3354035,,,,,,,,,,,,,,,,,,,,,,,,,,0.58140541,,,,,,,0.77170811,0.86546357,0.88170261,0.85203534,0.98509142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0.00022851239,3.2962176,3.2962176,,,,,,,,,,,,,,,,,,,,,,,,,,0.57568467,,,,,,,0.7791301,0.87090064,0.87291854,0.87382097,0.98548407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0.00022770142,3.3362763,3.3362763,,,,,,,,,,,,,,,,,,,,,,,,,,0.58501953,,,,,,,0.78192292,0.87353674,0.87619372,0.87559729,0.9844739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0.00022688735,3.1978382,3.1978382,,,,,,,,,,,,,,,,,,,,,,,,,,0.56588063,,,,,,,0.80916323,0.89237212,0.89749346,0.88861416,0.98728722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0.0002260702,3.316143,3.316143,,,,,,,,,,,,,,,,,,,,,,,,,,0.57939922,,,,,,,0.7718616,0.86584676,0.89090645,0.84638187,0.9834938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0.00022525,3.2467475,3.2467475,,,,,,,,,,,,,,,,,,,,,,,,,,0.57442365,,,,,,,0.80494671,0.88979045,0.88340422,0.9002498,0.98449244,3.0146077,3.0146077,,,,,,,,,,,,,,,,,,,,,,,,,,0.54204473,,,,,,,0.81524551,0.88942466,0.86653478,0.91991938,0.98662539
170,0.00022442679,3.2141752,3.2141752,,,,,,,,,,,,,,,,,,,,,,,,,,0.56951468,,,,,,,0.80232137,0.88743726,0.90000031,0.8767505,0.98732687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0.00022360061,3.2556771,3.2556771,,,,,,,,,,,,,,,,,,,,,,,,,,0.57278939,,,,,,,0.78478008,0.87541833,0.87815201,0.87608809,0.9839318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0.00022277148,3.3357138,3.3357138,,,,,,,,,,,,,,,,,,,,,,,,,,0.58228317,,,,,,,0.76741439,0.86149257,0.88128851,0.84491949,0.98498497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0.00022193944,3.3533455,3.3533455,,,,,,,,,,,,,,,,,,,,,,,,,,0.58607771,,,,,,,0.77855718,0.87138502,0.86864421,0.87533687,0.98441975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0.00022110453,3.2756037,3.2756037,,,,,,,,,,,,,,,,,,,,,,,,,,0.57647762,,,,,,,0.7893174,0.8776098,0.88485568,0.87245988,0.98607645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0.00022026676,3.2538429,3.2538429,,,,,,,,,,,,,,,,,,,,,,,,,,0.57432493,,,,,,,0.7909632,0.87654542,0.88827671,0.87008835,0.98588981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0.00021942619,3.1806777,3.1806777,,,,,,,,,,,,,,,,,,,,,,,,,,0.5637647,,,,,,,0.80949886,0.89235267,0.9057232,0.88141246,0.9870388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0.00021858285,3.2468292,3.2468292,,,,,,,,,,,,,,,,,,,,,,,,,,0.57720235,,,,,,,0.8025628,0.88719023,0.89468769,0.88048593,0.98602797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0.00021773676,3.318257,3.318257,,,,,,,,,,,,,,,,,,,,,,,,,,0.5821417,,,,,,,0.78149281,0.87218583,0.86849915,0.88037409,0.98501065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0.00021688796,3.2064228,3.2064228,,,,,,,,,,,,,,,,,,,,,,,,,,0.56934559,,,,,,,0.79769184,0.88472868,0.90997367,0.86245952,0.98628209,3.0488046,3.0488046,,,,,,,,,,,,,,,,,,,,,,,,,,0.5498848,,,,,,,0.81359942,0.88849101,0.87270748,0.9105609,0.9866484
180,0.00021603649,3.1964998,3.1964998,,,,,,,,,,,,,,,,,,,,,,,,,,0.57273779,,,,,,,0.82945019,0.90475372,0.90878751,0.90164077,0.98632864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0.00021518237,3.2752329,3.2752329,,,,,,,,,,,,,,,,,,,,,,,,,,0.57642883,,,,,,,0.80575798,0.88942695,0.88666644,0.89384964,0.9845544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0.00021432566,3.2840621,3.2840621,,,,,,,,,,,,,,,,,,,,,,,,,,0.57874871,,,,,,,0.79091924,0.88026397,0.89337232,0.86955199,0.98520136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.00021346637,3.2466825,3.2466825,,,,,,,,,,,,,,,,,,,,,,,,,,0.57169185,,,,,,,0.79448699,0.87927185,0.89044529,0.87185069,0.9851709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0.00021260454,3.3428035,3.3428035,,,,,,,,,,,,,,,,,,,,,,,,,,0.58295508,,,,,,,0.78067842,0.87312602,0.8869205,0.86225994,0.98626348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0.00021174022,3.2625769,3.2625769,,,,,,,,,,,,,,,,,,,,,,,,,,0.57462354,,,,,,,0.79742134,0.88219256,0.87913115,0.88926414,0.98605547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0.00021087343,3.2928754,3.2928754,,,,,,,,,,,,,,,,,,,,,,,,,,0.57602876,,,,,,,0.78401263,0.87453224,0.87686448,0.87412754,0.98477604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0.0002100042,3.281292,3.281292,,,,,,,,,,,,,,,,,,,,,,,,,,0.57627008,,,,,,,0.78700178,0.87542893,0.88463535,0.86939667,0.98497508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0.00020913258,3.296461,3.296461,,,,,,,,,,,,,,,,,,,,,,,,,,0.57302713,,,,,,,0.77888222,0.87153281,0.8676072,0.87723289,0.98560114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0.0002082586,3.2135682,3.2135682,,,,,,,,,,,,,,,,,,,,,,,,,,0.5697087,,,,,,,0.7956118,0.88267742,0.89873178,0.86792408,0.98686395,2.990486,2.990486,,,,,,,,,,,,,,,,,,,,,,,,,,0.53813976,,,,,,,0.81573064,0.89015155,0.87540077,0.91094835,0.98691547
190,0.00020738229,3.2357334,3.2357334,,,,,,,,,,,,,,,,,,,,,,,,,,0.56859624,,,,,,,0.80430555,0.88784162,0.89523903,0.88142073,0.98788374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0.00020650369,3.2877741,3.2877741,,,,,,,,,,,,,,,,,,,,,,,,,,0.57865618,,,,,,,0.78442852,0.87594417,0.88506307,0.86862389,0.98657493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,0.00020562283,3.1237092,3.1237092,,,,,,,,,,,,,,,,,,,,,,,,,,0.55737656,,,,,,,0.82596428,0.90037724,0.900942,0.90206052,0.98717392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0.00020473975,3.2947532,3.2947532,,,,,,,,,,,,,,,,,,,,,,,,,,0.57952819,,,,,,,0.78345046,0.87558611,0.87935406,0.87332289,0.9862646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0.00020385449,3.2269497,3.2269497,,,,,,,,,,,,,,,,,,,,,,,,,,0.56906285,,,,,,,0.80252596,0.88686778,0.89970324,0.87582217,0.98580384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.00020296708,3.1850691,3.1850691,,,,,,,,,,,,,,,,,,,,,,,,,,0.56567674,,,,,,,0.8097466,0.89211657,0.89966965,0.88566636,0.98624114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,0.00020207755,3.2270252,3.2270252,,,,,,,,,,,,,,,,,,,,,,,,,,0.57228798,,,,,,,0.80685022,0.89108284,0.89477779,0.88877611,0.98561194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0.00020118595,3.1604006,3.1604006,,,,,,,,,,,,,,,,,,,,,,,,,,0.56203601,,,,,,,0.80796376,0.89103821,0.90161952,0.88160446,0.98620953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0.00020029231,3.1179777,3.1179777,,,,,,,,,,,,,,,,,,,,,,,,,,0.55497372,,,,,,,0.82235322,0.9003961,0.90107775,0.90161262,0.98683762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0.00019939666,3.1990684,3.1990684,,,,,,,,,,,,,,,,,,,,,,,,,,0.56627119,,,,,,,0.80698944,0.89086227,0.89046778,0.89321427,0.98578333,3.0548158,3.0548158,,,,,,,,,,,,,,,,,,,,,,,,,,0.54989491,,,,,,,0.81451983,0.88869209,0.86554325,0.92100102,0.98657177
200,0.00019849904,3.2890515,3.2890515,,,,,,,,,,,,,,,,,,,,,,,,,,0.57896711,,,,,,,0.78921922,0.87664644,0.87793581,0.87880764,0.98467179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0.00019759949,3.1973391,3.1973391,,,,,,,,,,,,,,,,,,,,,,,,,,0.56727754,,,,,,,0.79871481,0.8837144,0.89996969,0.86923657,0.98574015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.00019669804,3.2007224,3.2007224,,,,,,,,,,,,,,,,,,,,,,,,,,0.568576,,,,,,,0.80453574,0.88642607,0.89965151,0.87534234,0.98623641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0.00019579473,3.2632923,3.2632923,,,,,,,,,,,,,,,,,,,,,,,,,,0.57248225,,,,,,,0.78827181,0.87669938,0.88171528,0.87344949,0.98595707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0.0001948896,3.2171034,3.2171034,,,,,,,,,,,,,,,,,,,,,,,,,,0.56997209,,,,,,,0.81085374,0.89281604,0.89816352,0.88902845,0.98705076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0.00019398267,3.2133152,3.2133152,,,,,,,,,,,,,,,,,,,,,,,,,,0.56651728,,,,,,,0.80497267,0.88921594,0.89243332,0.88787227,0.98459553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0.000193074,3.1925327,3.1925327,,,,,,,,,,,,,,,,,,,,,,,,,,0.56611092,,,,,,,0.810285,0.89206522,0.89973439,0.88629275,0.9843603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0.00019216361,3.2587971,3.2587971,,,,,,,,,,,,,,,,,,,,,,,,,,0.5781427,,,,,,,0.80347156,0.88790754,0.89620081,0.88112802,0.98520411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.00019125154,3.3126225,3.3126225,,,,,,,,,,,,,,,,,,,,,,,,,,0.57901704,,,,,,,0.77249413,0.86596847,0.8827648,0.85301136,0.98567274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0.00019033784,3.2398596,3.2398596,,,,,,,,,,,,,,,,,,,,,,,,,,0.57444992,,,,,,,0.81124733,0.89368983,0.89890407,0.889595,0.98586004,3.0323256,3.0323256,,,,,,,,,,,,,,,,,,,,,,,,,,0.54597541,,,,,,,0.8149326,0.88916612,0.87034443,0.91612363,0.98673092
210,0.00018942252,3.1715162,3.1715162,,,,,,,,,,,,,,,,,,,,,,,,,,0.56200176,,,,,,,0.81314475,0.89150419,0.89307173,0.89198946,0.98658005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,0.00018850564,3.2859101,3.2859101,,,,,,,,,,,,,,,,,,,,,,,,,,0.58237946,,,,,,,0.79534152,0.88441553,0.89754664,0.87279803,0.98526814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0.00018758723,3.2707629,3.2707629,,,,,,,,,,,,,,,,,,,,,,,,,,0.5757333,,,,,,,0.79154485,0.87928256,0.87854938,0.88114795,0.98615928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0.00018666732,3.2259341,3.2259341,,,,,,,,,,,,,,,,,,,,,,,,,,0.57306862,,,,,,,0.80613777,0.89052304,0.88851798,0.8939884,0.98409228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,0.00018574596,3.2046287,3.2046287,,,,,,,,,,,,,,,,,,,,,,,,,,0.56633918,,,,,,,0.7945295,0.8819187,0.8978583,0.86811497,0.98622103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0.00018482318,3.1826186,3.1826186,,,,,,,,,,,,,,,,,,,,,,,,,,0.56381689,,,,,,,0.80179875,0.88813315,0.89878696,0.87911673,0.98489213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0.00018389901,3.2880227,3.2880227,,,,,,,,,,,,,,,,,,,,,,,,,,0.58311653,,,,,,,0.79466113,0.88298254,0.88790119,0.8795602,0.98609393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0.0001829735,3.2252567,3.2252567,,,,,,,,,,,,,,,,,,,,,,,,,,0.56328101,,,,,,,0.79052023,0.87471322,0.8920596,0.86239573,0.9879295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.00018204669,3.2057669,3.2057669,,,,,,,,,,,,,,,,,,,,,,,,,,0.56857101,,,,,,,0.81086091,0.89245413,0.8951704,0.89226772,0.98673858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,0.0001811186,3.2346733,3.2346733,,,,,,,,,,,,,,,,,,,,,,,,,,0.56927355,,,,,,,0.7965975,0.88201622,0.8908755,0.87564815,0.98590436,3.0930061,3.0930061,,,,,,,,,,,,,,,,,,,,,,,,,,0.55929668,,,,,,,0.81587238,0.88957729,0.85920129,0.93075165,0.98662518
220,0.00018018927,3.2267767,3.2267767,,,,,,,,,,,,,,,,,,,,,,,,,,0.57281087,,,,,,,0.80209382,0.88676567,0.87796202,0.89734296,0.98605336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0.00017925876,3.2376685,3.2376685,,,,,,,,,,,,,,,,,,,,,,,,,,0.57019549,,,,,,,0.79611237,0.88284792,0.90289441,0.86540462,0.98669054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,0.00017832708,3.1370801,3.1370801,,,,,,,,,,,,,,,,,,,,,,,,,,0.55788494,,,,,,,0.81547904,0.89649047,0.89630282,0.89777959,0.98722909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0.00017739428,3.1796281,3.1796281,,,,,,,,,,,,,,,,,,,,,,,,,,0.56143611,,,,,,,0.81088573,0.89316223,0.90523754,0.88310492,0.98518484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0.0001764604,3.2521374,3.2521374,,,,,,,,,,,,,,,,,,,,,,,,,,0.57275586,,,,,,,0.80199694,0.88570462,0.87323836,0.89996963,0.98570898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0.00017552548,3.151395,3.151395,,,,,,,,,,,,,,,,,,,,,,,,,,0.56268369,,,,,,,0.82293065,0.90059302,0.91701204,0.88606723,0.98556448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0.00017458954,3.1906448,3.1906448,,,,,,,,,,,,,,,,,,,,,,,,,,0.56461824,,,,,,,0.80843656,0.88980455,0.89873405,0.88218618,0.98591598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0.00017365264,3.1951936,3.1951936,,,,,,,,,,,,,,,,,,,,,,,,,,0.56839861,,,,,,,0.81239601,0.89182116,0.89979003,0.88560206,0.98577542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0.0001727148,3.1261355,3.1261355,,,,,,,,,,,,,,,,,,,,,,,,,,0.5601644,,,,,,,0.82742223,0.9033192,0.90532445,0.90235358,0.98704725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0.00017177607,3.1646758,3.1646758,,,,,,,,,,,,,,,,,,,,,,,,,,0.56008514,,,,,,,0.81412609,0.89534113,0.89356065,0.89833531,0.98697206,3.0703431,3.0703431,,,,,,,,,,,,,,,,,,,,,,,,,,0.55624435,,,,,,,0.8176189,0.89077422,0.87195206,0.91738918,0.98688518
230,0.00017083648,3.2346935,3.2346935,,,,,,,,,,,,,,,,,,,,,,,,,,0.56952658,,,,,,,0.79290233,0.88054989,0.88752762,0.87684614,0.98608193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0.00016989607,3.222297,3.222297,,,,,,,,,,,,,,,,,,,,,,,,,,0.56557518,,,,,,,0.7977613,0.88452719,0.89186734,0.87846144,0.98646523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0.00016895488,3.2100296,3.2100296,,,,,,,,,,,,,,,,,,,,,,,,,,0.57071163,,,,,,,0.80554919,0.89035255,0.90360742,0.8784762,0.98694065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,0.00016801295,3.168178,3.168178,,,,,,,,,,,,,,,,,,,,,,,,,,0.56255808,,,,,,,0.81239448,0.89480162,0.89938182,0.89222152,0.98544932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.00016707031,3.1869394,3.1869394,,,,,,,,,,,,,,,,,,,,,,,,,,0.56421842,,,,,,,0.79669727,0.88151512,0.89448193,0.87085146,0.9865478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0.00016612701,3.16869,3.16869,,,,,,,,,,,,,,,,,,,,,,,,,,0.56112076,,,,,,,0.81370953,0.89574988,0.89419287,0.89891398,0.98524399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,0.00016518307,3.1725413,3.1725413,,,,,,,,,,,,,,,,,,,,,,,,,,0.56364391,,,,,,,0.82129589,0.89917161,0.90305018,0.89613775,0.98590323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,0.00016423854,3.2116123,3.2116123,,,,,,,,,,,,,,,,,,,,,,,,,,0.56822368,,,,,,,0.81389968,0.89413986,0.90175592,0.887582,0.98603288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0.00016329346,3.1528482,3.1528482,,,,,,,,,,,,,,,,,,,,,,,,,,0.56101422,,,,,,,0.81448248,0.89545612,0.89534184,0.89815256,0.98480833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0.00016234787,3.2237092,3.2237092,,,,,,,,,,,,,,,,,,,,,,,,,,0.56565836,,,,,,,0.78228646,0.87443485,0.88657229,0.86427041,0.98663008,3.0358185,3.0358185,,,,,,,,,,,,,,,,,,,,,,,,,,0.54692467,,,,,,,0.81589935,0.88982227,0.87662075,0.91011314,0.98680125
240,0.0001614018,3.1570047,3.1570047,,,,,,,,,,,,,,,,,,,,,,,,,,0.56052084,,,,,,,0.80962321,0.89287666,0.89986108,0.88681108,0.98560576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0.00016045528,3.1554379,3.1554379,,,,,,,,,,,,,,,,,,,,,,,,,,0.55982729,,,,,,,0.80936472,0.89239216,0.90351484,0.88257967,0.98663797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,0.00015950837,3.2320092,3.2320092,,,,,,,,,,,,,,,,,,,,,,,,,,0.56962807,,,,,,,0.79111627,0.87917432,0.88215778,0.87789408,0.98694452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0.0001585611,3.2348745,3.2348745,,,,,,,,,,,,,,,,,,,,,,,,,,0.57160474,,,,,,,0.79809152,0.88378633,0.88637275,0.88304604,0.98625935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0.0001576135,3.1779705,3.1779705,,,,,,,,,,,,,,,,,,,,,,,,,,0.56105657,,,,,,,0.80003534,0.88536624,0.90630725,0.8671197,0.9856323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0.00015666561,3.220886,3.220886,,,,,,,,,,,,,,,,,,,,,,,,,,0.56656189,,,,,,,0.79251364,0.87988985,0.8824345,0.87950861,0.98712724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0.00015571747,3.1510205,3.1510205,,,,,,,,,,,,,,,,,,,,,,,,,,0.56178717,,,,,,,0.82553545,0.90269394,0.90753307,0.89896096,0.98818197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0.00015476913,3.1461096,3.1461096,,,,,,,,,,,,,,,,,,,,,,,,,,0.55923293,,,,,,,0.80723437,0.89152943,0.89997468,0.88496352,0.98645859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,0.00015382061,3.2185707,3.2185707,,,,,,,,,,,,,,,,,,,,,,,,,,0.56885706,,,,,,,0.79596596,0.8837685,0.89877526,0.87111387,0.98378296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,0.00015287196,3.2529502,3.2529502,,,,,,,,,,,,,,,,,,,,,,,,,,0.57086292,,,,,,,0.77462945,0.86892351,0.8628825,0.87978022,0.98588546,2.9974947,2.9974947,,,,,,,,,,,,,,,,,,,,,,,,,,0.54099892,,,,,,,0.81572966,0.8898807,0.88497594,0.89965546,0.98703733
250,0.00015192322,3.1579421,3.1579421,,,,,,,,,,,,,,,,,,,,,,,,,,0.56019743,,,,,,,0.81786722,0.89744003,0.90275736,0.89412322,0.98499588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0.00015097441,3.0866616,3.0866616,,,,,,,,,,,,,,,,,,,,,,,,,,0.54796698,,,,,,,0.82136472,0.89968414,0.89996109,0.90088547,0.98672342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0.00015002559,3.1763449,3.1763449,,,,,,,,,,,,,,,,,,,,,,,,,,0.56661534,,,,,,,0.81168377,0.89428368,0.9011577,0.88827883,0.98613462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0.00014907678,3.2098309,3.2098309,,,,,,,,,,,,,,,,,,,,,,,,,,0.56291328,,,,,,,0.79742928,0.88297961,0.89055989,0.87689647,0.98669625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,0.00014812804,3.2140064,3.2140064,,,,,,,,,,,,,,,,,,,,,,,,,,0.56845448,,,,,,,0.80833222,0.89191368,0.89638002,0.88870796,0.98651156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,0.00014717939,3.1071939,3.1071939,,,,,,,,,,,,,,,,,,,,,,,,,,0.55603137,,,,,,,0.83392502,0.90587236,0.91335331,0.89966063,0.98686446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,0.00014623087,3.2057363,3.2057363,,,,,,,,,,,,,,,,,,,,,,,,,,0.56047321,,,,,,,0.79591883,0.88152487,0.88626775,0.87876534,0.98791334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.00014528253,3.131835,3.131835,,,,,,,,,,,,,,,,,,,,,,,,,,0.562211,,,,,,,0.82719621,0.90355024,0.91282886,0.89599429,0.98651841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,0.00014433439,3.1359827,3.1359827,,,,,,,,,,,,,,,,,,,,,,,,,,0.56002927,,,,,,,0.82911625,0.90491553,0.89470443,0.91629759,0.98691068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
