epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_videomt_enabled,train_videomt_query_alpha,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_videomt_enabled,val_videomt_query_alpha
56,9.9500423e-06,1.174297,1.174297,,,,,,,,,,,,,,,,,,,,,1.174297,,0.42466101,,0.74963599,0,,,0.59328249,0.73782096,0.62199053,0.93099412,0.96043771,1,-0.0034956816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,9.947898e-06,1.0990584,1.0990584,,,,,,,,,,,,,,,,,,,,,1.0990584,,0.40758425,,0.6914741,0,,,0.66310367,0.78806895,0.69771096,0.92933815,0.9601834,1,-0.0034735017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,9.9457089e-06,1.188994,1.188994,,,,,,,,,,,,,,,,,,,,,1.188994,,0.43040157,,0.75859241,0,,,0.53282664,0.68048873,0.54992682,0.95373526,0.95495106,1,-0.0033889986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,9.943475e-06,1.1583512,1.1583512,,,,,,,,,,,,,,,,,,,,,1.1583512,,0.41651834,,0.74183285,0,,,0.59300716,0.73257642,0.61880628,0.93461025,0.95917454,1,-0.0036314795,1.16398,1.16398,,,,,,,,,,,,,,,,,,,,,1.16398,,0.4094282,,0.75455176,0,,,0.58579293,0.71282522,0.61476411,0.93081413,0.96376642,1,-0.0036504669
60,9.9411964e-06,1.1271478,1.1271478,,,,,,,,,,,,,,,,,,,,,1.1271478,,0.41493559,,0.71221222,0,,,0.58187746,0.72217779,0.62176353,0.90397677,0.95099713,1,-0.0035838501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,9.938873e-06,1.1966557,1.1966557,,,,,,,,,,,,,,,,,,,,,1.1966557,,0.43083659,,0.76581912,0,,,0.51276881,0.66893874,0.53064355,0.93159037,0.94935013,1,-0.0036845171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,9.936505e-06,1.1429839,1.1429839,,,,,,,,,,,,,,,,,,,,,1.1429839,,0.41691812,,0.72606583,0,,,0.59169444,0.73796624,0.6093904,0.95378636,0.95436532,1,-0.0039158054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9.9340923e-06,1.1388448,1.1388448,,,,,,,,,,,,,,,,,,,,,1.1388448,,0.41074291,,0.72810191,0,,,0.58626714,0.72014168,0.61373474,0.91941903,0.95568883,1,-0.0039108513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9.9316349e-06,1.1214201,1.1214201,,,,,,,,,,,,,,,,,,,,,1.1214201,,0.40960687,,0.71181327,0,,,0.61676531,0.75382727,0.64614044,0.93103674,0.95851762,1,-0.0039671284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9.9291329e-06,1.1650633,1.1650633,,,,,,,,,,,,,,,,,,,,,1.1650633,,0.41672763,,0.7483357,0,,,0.57569919,0.7078796,0.6035729,0.89042695,0.95836099,1,-0.0040106321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9.9265863e-06,1.1365943,1.1365943,,,,,,,,,,,,,,,,,,,,,1.1365943,,0.40780055,,0.72879378,0,,,0.60479864,0.73470629,0.63402258,0.927161,0.9591101,1,-0.0040141737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9.9239951e-06,1.120559,1.120559,,,,,,,,,,,,,,,,,,,,,1.120559,,0.4059339,,0.71462516,0,,,0.61775476,0.758489,0.66548178,0.90281393,0.95599922,1,-0.0041216618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9.9213594e-06,1.1473837,1.1473837,,,,,,,,,,,,,,,,,,,,,1.1473837,,0.41341224,,0.73397148,0,,,0.56377595,0.7119015,0.61121075,0.89227738,0.94991401,1,-0.0041425071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,9.9186791e-06,1.1166625,1.1166625,,,,,,,,,,,,,,,,,,,,,1.1166625,,0.4003087,,0.7163538,0,,,0.61556682,0.7509711,0.63683185,0.94127108,0.96017014,1,-0.0041495778,1.1432588,1.1432588,,,,,,,,,,,,,,,,,,,,,1.1432588,,0.39431376,,0.74894504,0,,,0.60231263,0.72922912,0.62965339,0.93393382,0.96744958,1,-0.0041559488
70,9.9159544e-06,1.0732604,1.0732604,,,,,,,,,,,,,,,,,,,,,1.0732604,,0.38540852,,0.68785193,0,,,0.68814891,0.81199381,0.71054272,0.95525381,0.9661658,1,-0.0040650648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,9.9131852e-06,1.0693612,1.0693612,,,,,,,,,,,,,,,,,,,,,1.0693612,,0.3857576,,0.68360363,0,,,0.65603792,0.78597351,0.68084755,0.9433899,0.96178989,1,-0.0039808146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,9.9103715e-06,1.116763,1.116763,,,,,,,,,,,,,,,,,,,,,1.116763,,0.39955303,,0.71720995,0,,,0.59914068,0.7435022,0.62532213,0.93732109,0.95619415,1,-0.0040384254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,9.9075135e-06,1.1407895,1.1407895,,,,,,,,,,,,,,,,,,,,,1.1407895,,0.39862899,,0.74216047,0,,,0.59039582,0.73212265,0.62379995,0.91212012,0.96429917,1,-0.0040975757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,9.904611e-06,1.1150216,1.1150216,,,,,,,,,,,,,,,,,,,,,1.1150216,,0.39116722,,0.72385437,0,,,0.64023854,0.76610615,0.66545544,0.93934036,0.96580149,1,-0.0041273034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,9.9016642e-06,1.1557107,1.1557107,,,,,,,,,,,,,,,,,,,,,1.1557107,,0.40520827,,0.75050246,0,,,0.58610843,0.73125885,0.60306146,0.95342557,0.96196864,1,-0.0041163868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,9.8986731e-06,1.1159602,1.1159602,,,,,,,,,,,,,,,,,,,,,1.1159602,,0.39124223,,0.72471797,0,,,0.63271063,0.76675624,0.66202234,0.92591975,0.96509371,1,-0.0040368143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,9.8956376e-06,1.1348996,1.1348996,,,,,,,,,,,,,,,,,,,,,1.1348996,,0.39044101,,0.74445856,0,,,0.63194947,0.76876272,0.65476022,0.94551709,0.96885916,1,-0.0040485252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,9.892558e-06,1.1275173,1.1275173,,,,,,,,,,,,,,,,,,,,,1.1275173,,0.39214971,,0.73536757,0,,,0.57902444,0.72270525,0.60297035,0.92858631,0.96021868,1,-0.0040729985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,9.889434e-06,1.0708644,1.0708644,,,,,,,,,,,,,,,,,,,,,1.0708644,,0.3751743,,0.69569008,0,,,0.67997663,0.80569383,0.71381789,0.93296129,0.96740824,1,-0.0042239046,1.1167214,1.1167214,,,,,,,,,,,,,,,,,,,,,1.1167214,,0.3792688,,0.7374526,0,,,0.61868535,0.742702,0.64914126,0.93007652,0.97008736,1,-0.0042614085
80,9.8862659e-06,1.0743432,1.0743432,,,,,,,,,,,,,,,,,,,,,1.0743432,,0.37912012,,0.69522304,0,,,0.66426718,0.79143099,0.69315769,0.93757684,0.96591946,1,-0.0042355979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,9.8830536e-06,1.1093567,1.1093567,,,,,,,,,,,,,,,,,,,,,1.1093567,,0.38647162,,0.72288507,0,,,0.62145906,0.7571638,0.6558306,0.91057657,0.96601629,1,-0.0041465318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,9.8797972e-06,1.083353,1.083353,,,,,,,,,,,,,,,,,,,,,1.083353,,0.37662522,,0.70672779,0,,,0.66606838,0.77612913,0.69311899,0.89936462,0.96261651,1,-0.0041467076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,9.8764967e-06,1.0939709,1.0939709,,,,,,,,,,,,,,,,,,,,,1.0939709,,0.37474579,,0.71922507,0,,,0.64069448,0.76315358,0.66369715,0.93492622,0.96520096,1,-0.0042942274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,9.8731521e-06,1.1008417,1.1008417,,,,,,,,,,,,,,,,,,,,,1.1008417,,0.38080596,,0.72003576,0,,,0.5999581,0.73465312,0.63019163,0.8996257,0.95828819,1,-0.0043623256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,9.8697634e-06,1.0777704,1.0777704,,,,,,,,,,,,,,,,,,,,,1.0777704,,0.37050251,,0.70726794,0,,,0.66690179,0.79721783,0.69098949,0.94892761,0.96781012,1,-0.0043666639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,9.8663308e-06,1.0857722,1.0857722,,,,,,,,,,,,,,,,,,,,,1.0857722,,0.37163045,,0.71414173,0,,,0.65086473,0.7846446,0.68557694,0.92631321,0.96549222,1,-0.0042587294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,9.8628542e-06,1.0930526,1.0930526,,,,,,,,,,,,,,,,,,,,,1.0930526,,0.37532304,,0.71772954,0,,,0.60790854,0.74676106,0.6334068,0.93226445,0.96200603,1,-0.0042121372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,9.8593336e-06,1.0650788,1.0650788,,,,,,,,,,,,,,,,,,,,,1.0650788,,0.36728805,,0.69779075,0,,,0.65550619,0.78750501,0.69175222,0.9242106,0.964746,1,-0.0043873933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,9.8557692e-06,1.1070447,1.1070447,,,,,,,,,,,,,,,,,,,,,1.1070447,,0.37662191,,0.73042274,0,,,0.61665617,0.75428069,0.6605303,0.8968994,0.96438672,1,-0.0044490913,1.0833967,1.0833967,,,,,,,,,,,,,,,,,,,,,1.0833967,,0.35611259,,0.72728413,0,,,0.63878589,0.75884997,0.67060956,0.92966558,0.97247204,1,-0.0044096033
90,9.8521608e-06,1.1002455,1.1002455,,,,,,,,,,,,,,,,,,,,,1.1002455,,0.37362586,,0.72661967,0,,,0.62347726,0.75964267,0.66554535,0.91035714,0.96436869,1,-0.0044732781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,9.8485087e-06,1.0231313,1.0231313,,,,,,,,,,,,,,,,,,,,,1.0231313,,0.3550874,,0.66804385,0,,,0.66171127,0.7875342,0.69895724,0.91867352,0.96172593,1,-0.0044614015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,9.8448128e-06,1.0645389,1.0645389,,,,,,,,,,,,,,,,,,,,,1.0645389,,0.3559055,,0.70863338,0,,,0.69366462,0.81393555,0.72868786,0.93392358,0.971982,1,-0.0045296193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,9.8410731e-06,1.031109,1.031109,,,,,,,,,,,,,,,,,,,,,1.031109,,0.35244365,,0.67866531,0,,,0.68159301,0.80223035,0.71061434,0.93430192,0.96801294,1,-0.0045028766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,9.8372897e-06,1.0571029,1.0571029,,,,,,,,,,,,,,,,,,,,,1.0571029,,0.35773429,,0.69936865,0,,,0.67488695,0.7995009,0.70727202,0.93431822,0.96897678,1,-0.0046222184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,9.8334626e-06,1.0505396,1.0505396,,,,,,,,,,,,,,,,,,,,,1.0505396,,0.3610291,,0.68951048,0,,,0.64946789,0.78085908,0.68365973,0.93064183,0.9636151,1,-0.0046879912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,9.8295919e-06,1.0428897,1.0428897,,,,,,,,,,,,,,,,,,,,,1.0428897,,0.35822499,,0.68466471,0,,,0.63219958,0.75809362,0.65026447,0.93903885,0.96079063,1,-0.0047978097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,9.8256776e-06,1.0320058,1.0320058,,,,,,,,,,,,,,,,,,,,,1.0320058,,0.35140515,,0.68060066,0,,,0.69109721,0.81306043,0.71971781,0.94124682,0.96802139,1,-0.0048895776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,9.8217198e-06,1.0645119,1.0645119,,,,,,,,,,,,,,,,,,,,,1.0645119,,0.35993755,,0.70457432,0,,,0.63757235,0.7723105,0.67135268,0.92324006,0.96528695,1,-0.0047669953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,9.8177184e-06,1.0613372,1.0613372,,,,,,,,,,,,,,,,,,,,,1.0613372,,0.3564985,,0.70483869,0,,,0.65525404,0.78708158,0.68243247,0.93694719,0.96865749,1,-0.0046116866,1.0577977,1.0577977,,,,,,,,,,,,,,,,,,,,,1.0577977,,0.33768082,,0.7201169,0,,,0.65153348,0.76875701,0.68292132,0.92913026,0.9745678,1,-0.0045278431
100,9.8136735e-06,1.0535074,1.0535074,,,,,,,,,,,,,,,,,,,,,1.0535074,,0.35525334,,0.69825406,0,,,0.62401312,0.75816181,0.66974347,0.88844788,0.95987031,1,-0.0044537486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,9.8095852e-06,1.0171471,1.0171471,,,,,,,,,,,,,,,,,,,,,1.0171471,,0.33932576,,0.6778213,0,,,0.70391376,0.81976142,0.74200324,0.92127175,0.97105236,1,-0.0044117822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,9.8054535e-06,1.0148883,1.0148883,,,,,,,,,,,,,,,,,,,,,1.0148883,,0.34350937,,0.67137896,0,,,0.6568583,0.78416287,0.70073913,0.90006802,0.96525281,1,-0.0044085505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,9.8012785e-06,1.0169322,1.0169322,,,,,,,,,,,,,,,,,,,,,1.0169322,,0.34514669,,0.67178551,0,,,0.67626382,0.79680922,0.70580159,0.9300209,0.96826703,1,-0.0044008967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,9.7970601e-06,1.0558363,1.0558363,,,,,,,,,,,,,,,,,,,,,1.0558363,,0.35276475,,0.70307159,0,,,0.62584863,0.75832904,0.66037788,0.90438923,0.96453511,1,-0.0042805711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,9.7927984e-06,1.0345617,1.0345617,,,,,,,,,,,,,,,,,,,,,1.0345617,,0.34507862,,0.68948305,0,,,0.65008381,0.78213415,0.69926207,0.89935701,0.96618074,1,-0.0044262369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,9.7884936e-06,1.0370303,1.0370303,,,,,,,,,,,,,,,,,,,,,1.0370303,,0.34156662,,0.6954637,0,,,0.6625666,0.78941024,0.6914009,0.9408998,0.96811422,1,-0.0044582899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,9.7841455e-06,1.0108252,1.0108252,,,,,,,,,,,,,,,,,,,,,1.0108252,,0.3331689,,0.67765628,0,,,0.69481377,0.81456812,0.7354547,0.92406092,0.97041054,1,-0.0044241764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,9.7797543e-06,1.009955,1.009955,,,,,,,,,,,,,,,,,,,,,1.009955,,0.33702674,,0.6729283,0,,,0.66077604,0.78847417,0.68957413,0.93537823,0.96574424,1,-0.0042315979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,9.77532e-06,0.99008073,0.99008073,,,,,,,,,,,,,,,,,,,,,0.99008073,,0.32594867,,0.66413206,0,,,0.70663535,0.82250766,0.73136053,0.95227904,0.97276751,1,-0.00437308,1.0454176,1.0454176,,,,,,,,,,,,,,,,,,,,,1.0454176,,0.32892703,,0.71649058,0,,,0.6594277,0.77441396,0.69782379,0.92371137,0.97570668,1,-0.0044829478
110,9.7708427e-06,1.0602548,1.0602548,,,,,,,,,,,,,,,,,,,,,1.0602548,,0.34138634,,0.71886849,0,,,0.65490602,0.78628331,0.68443628,0.93885559,0.97257236,1,-0.0045034824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,9.7663223e-06,1.074422,1.074422,,,,,,,,,,,,,,,,,,,,,1.074422,,0.34414147,,0.73028053,0,,,0.6455648,0.77988624,0.68217021,0.91720258,0.97125921,1,-0.0045430561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,9.761759e-06,1.0226028,1.0226028,,,,,,,,,,,,,,,,,,,,,1.0226028,,0.33128162,,0.69132113,0,,,0.68253462,0.80900601,0.70733711,0.94777096,0.97069502,1,-0.0045818996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,9.7571528e-06,0.98737468,0.98737468,,,,,,,,,,,,,,,,,,,,,0.98737468,,0.3241858,,0.66318887,0,,,0.70366748,0.81886987,0.7354289,0.9350348,0.9673844,1,-0.0044658217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,9.7525037e-06,0.96638271,0.96638271,,,,,,,,,,,,,,,,,,,,,0.96638271,,0.31810535,,0.64827736,0,,,0.70774381,0.82350679,0.73406125,0.94654345,0.97167117,1,-0.0043611698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,9.7478118e-06,0.97405598,0.97405598,,,,,,,,,,,,,,,,,,,,,0.97405598,,0.32044596,,0.65361001,0,,,0.70893968,0.82400481,0.74084473,0.93508666,0.97077916,1,-0.0043216441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,9.7430771e-06,1.0333498,1.0333498,,,,,,,,,,,,,,,,,,,,,1.0333498,,0.32631465,,0.70703516,0,,,0.67674507,0.80233296,0.70652792,0.93579599,0.97407134,1,-0.0042009023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,9.7382996e-06,1.0532027,1.0532027,,,,,,,,,,,,,,,,,,,,,1.0532027,,0.33413565,,0.71906712,0,,,0.66420971,0.79089731,0.70804864,0.91350635,0.96938079,1,-0.0042807678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,9.7334795e-06,1.043924,1.043924,,,,,,,,,,,,,,,,,,,,,1.043924,,0.3363452,,0.70757879,0,,,0.62838519,0.76534919,0.66032498,0.91995398,0.96578779,1,-0.0041968806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,9.7286168e-06,1.0267792,1.0267792,,,,,,,,,,,,,,,,,,,,,1.0267792,,0.3247873,,0.70199194,0,,,0.64456629,0.77075559,0.6994314,0.88382353,0.97112506,1,-0.0042645786,1.0191571,1.0191571,,,,,,,,,,,,,,,,,,,,,1.0191571,,0.31059877,,0.70855833,0,,,0.66575355,0.77900562,0.7109695,0.91226859,0.97695697,1,-0.0042134374
120,9.7237115e-06,1.042773,1.042773,,,,,,,,,,,,,,,,,,,,,1.042773,,0.33972949,,0.70304347,0,,,0.61287029,0.74183122,0.65225724,0.88781681,0.9591198,1,-0.0042078954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,9.7187636e-06,0.99795017,0.99795017,,,,,,,,,,,,,,,,,,,,,0.99795017,,0.32479322,,0.67315696,0,,,0.6642253,0.79000454,0.70661056,0.90032744,0.96735973,1,-0.0043119637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,9.7137733e-06,0.97593325,0.97593325,,,,,,,,,,,,,,,,,,,,,0.97593325,,0.31137312,,0.66456012,0,,,0.70266969,0.82006826,0.73162286,0.94583138,0.97377008,1,-0.004172784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,9.7087405e-06,0.9363483,0.9363483,,,,,,,,,,,,,,,,,,,,,0.9363483,,0.31253951,,0.62380878,0,,,0.71665624,0.83258348,0.75869019,0.93454502,0.96450958,1,-0.0041668605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,9.7036654e-06,1.008039,1.008039,,,,,,,,,,,,,,,,,,,,,1.008039,,0.31962569,,0.68841333,0,,,0.66963666,0.79420004,0.69851135,0.93055249,0.97117055,1,-0.004363354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,9.6985479e-06,0.97324644,0.97324644,,,,,,,,,,,,,,,,,,,,,0.97324644,,0.31296144,,0.66028501,0,,,0.69275647,0.8155098,0.7388083,0.92977509,0.9664746,1,-0.0044623095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,9.6933881e-06,0.97354523,0.97354523,,,,,,,,,,,,,,,,,,,,,0.97354523,,0.31501088,,0.65853435,0,,,0.66677397,0.79092801,0.70617811,0.90891759,0.96545782,1,-0.0043573824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,9.6881861e-06,1.0536867,1.0536867,,,,,,,,,,,,,,,,,,,,,1.0536867,,0.3265605,,0.72712618,0,,,0.61494863,0.75911318,0.6593708,0.90753919,0.96806364,1,-0.004266692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,9.682942e-06,0.99364195,0.99364195,,,,,,,,,,,,,,,,,,,,,0.99364195,,0.31225306,,0.68138888,0,,,0.67570289,0.8007626,0.72347991,0.90727449,0.96980257,1,-0.0042216501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,9.6776557e-06,0.95614111,0.95614111,,,,,,,,,,,,,,,,,,,,,0.95614111,,0.30100736,,0.65513375,0,,,0.71379706,0.83108304,0.74761384,0.94312632,0.97103542,1,-0.0042531877,0.98194975,0.98194975,,,,,,,,,,,,,,,,,,,,,0.98194975,,0.28165373,,0.70029602,0,,,0.67725987,0.78788094,0.73674618,0.89646247,0.97878956,1,-0.0042610238
130,9.6723273e-06,0.99888151,0.99888151,,,,,,,,,,,,,,,,,,,,,0.99888151,,0.31108605,,0.68779546,0,,,0.64071934,0.76537477,0.67269051,0.90337719,0.969699,1,-0.004211955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,9.666957e-06,1.0058333,1.0058333,,,,,,,,,,,,,,,,,,,,,1.0058333,,0.30378332,,0.70204999,0,,,0.71275757,0.82746834,0.7428123,0.94257278,0.97858493,1,-0.0042542894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,9.6615446e-06,0.93579875,0.93579875,,,,,,,,,,,,,,,,,,,,,0.93579875,,0.29872257,,0.63707619,0,,,0.71440951,0.82857673,0.75404791,0.92844961,0.97113841,1,-0.0043348601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,9.6560904e-06,0.99146407,0.99146407,,,,,,,,,,,,,,,,,,,,,0.99146407,,0.30727463,,0.68418946,0,,,0.67088015,0.79962645,0.69834408,0.93960598,0.97033501,1,-0.0040991991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,9.6505943e-06,0.92904258,0.92904258,,,,,,,,,,,,,,,,,,,,,0.92904258,,0.2896863,,0.63935628,0,,,0.73560106,0.84301991,0.76411908,0.94905219,0.97293742,1,-0.00406586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,9.6450564e-06,0.95333566,0.95333566,,,,,,,,,,,,,,,,,,,,,0.95333566,,0.29734869,,0.65598696,0,,,0.68530104,0.80789845,0.71567647,0.9372433,0.97208691,1,-0.0040442605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,9.6394768e-06,0.98978535,0.98978535,,,,,,,,,,,,,,,,,,,,,0.98978535,,0.30405365,,0.6857317,0,,,0.67536931,0.80119857,0.72373644,0.90235033,0.9719279,1,-0.004135969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,9.6338555e-06,0.95126038,0.95126038,,,,,,,,,,,,,,,,,,,,,0.95126038,,0.29430245,,0.65695792,0,,,0.71464327,0.82589551,0.74527354,0.93079664,0.97344446,1,-0.0042328872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,9.6281926e-06,0.97610941,0.97610941,,,,,,,,,,,,,,,,,,,,,0.97610941,,0.29179058,,0.68431883,0,,,0.72397468,0.83631859,0.75295288,0.94759273,0.9788956,1,-0.0043563301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,9.6224881e-06,0.96117838,0.96117838,,,,,,,,,,,,,,,,,,,,,0.96117838,,0.29190473,,0.66927365,0,,,0.71162332,0.82766558,0.74166193,0.94455053,0.9743899,1,-0.0043458549,0.98504536,0.98504536,,,,,,,,,,,,,,,,,,,,,0.98504536,,0.29156623,,0.69347913,0,,,0.66352519,0.77677231,0.69578741,0.93272967,0.9763568,1,-0.0043628663
140,9.616742e-06,0.96162958,0.96162958,,,,,,,,,,,,,,,,,,,,,0.96162958,,0.29453684,,0.66709273,0,,,0.71805948,0.83374212,0.74959724,0.94284407,0.97451121,1,-0.0044003267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,9.6109546e-06,1.0037918,1.0037918,,,,,,,,,,,,,,,,,,,,,1.0037918,,0.3093538,,0.69443796,0,,,0.62880774,0.76456432,0.65840769,0.93002737,0.96825072,1,-0.004347797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,9.6051257e-06,0.94623945,0.94623945,,,,,,,,,,,,,,,,,,,,,0.94623945,,0.28894372,,0.65729573,0,,,0.70724306,0.82402813,0.73173887,0.94974659,0.97459129,1,-0.0043668744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,9.5992555e-06,0.94032409,0.94032409,,,,,,,,,,,,,,,,,,,,,0.94032409,,0.28989328,,0.6504308,0,,,0.71162385,0.82941366,0.73672004,0.95446338,0.97092632,1,-0.0043928641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
