# model=B23VideoMTWindowModel tfcu=videomt_window lora_rank=32 input_size=512 num_clips=1 num_frames=4
# loss=videomt aux=
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=2 lr=0.0001 params_total=343355218 params_trainable=40201042
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_videomt_enabled,train_videomt_query_alpha,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_videomt_enabled,val_videomt_query_alpha
215,9.0722622e-06,0.81726678,0.81726678,,,,,,,,,,,,,,,,,,,,,0.81726678,,0.22459343,,0.59267335,0,,,0.69584478,0.81450971,0.74139671,0.91195597,0.97003695,1,-0.0045626704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,9.0635601e-06,0.849015,0.849015,,,,,,,,,,,,,,,,,,,,,0.849015,,0.22612258,,0.62289242,0,,,0.67907419,0.80266689,0.75010296,0.86856338,0.97228928,1,-0.0045843024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,9.0548221e-06,0.89716309,0.89716309,,,,,,,,,,,,,,,,,,,,,0.89716309,,0.24512612,,0.65203698,0,,,0.60696635,0.73878089,0.65531098,0.88663878,0.96391185,1,-0.0046450354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,9.0460484e-06,0.78642574,0.78642574,,,,,,,,,,,,,,,,,,,,,0.78642574,,0.22384913,,0.56257661,0,,,0.66924235,0.78859135,0.71098357,0.90566598,0.96621672,1,-0.0046206122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,9.0372389e-06,0.78855228,0.78855228,,,,,,,,,,,,,,,,,,,,,0.78855228,,0.21493335,,0.57361893,0,,,0.7284858,0.83997124,0.78298449,0.90933147,0.97339382,1,-0.0046274114,0.80206253,0.80206253,,,,,,,,,,,,,,,,,,,,,0.80206253,,0.19150312,,0.61055941,0,,,0.69377072,0.80179592,0.73651266,0.92047569,0.98048531,1,-0.0045757792
220,9.0283938e-06,0.85262742,0.85262742,,,,,,,,,,,,,,,,,,,,,0.85262742,,0.23156484,,0.62106259,0,,,0.64506503,0.77906655,0.7045343,0.87892799,0.96692918,1,-0.0045414454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,9.0195132e-06,0.84143943,0.84143943,,,,,,,,,,,,,,,,,,,,,0.84143943,,0.23027055,,0.61116888,0,,,0.66181085,0.78886611,0.72568803,0.87651988,0.96748409,1,-0.0043980803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,9.0105972e-06,0.81576922,0.81576922,,,,,,,,,,,,,,,,,,,,,0.81576922,,0.21843378,,0.59733544,0,,,0.70679962,0.82344476,0.75654387,0.90921133,0.97320442,1,-0.004403589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,9.0016458e-06,0.85908703,0.85908703,,,,,,,,,,,,,,,,,,,,,0.85908703,,0.23234145,,0.62674559,0,,,0.61484161,0.75030734,0.67460801,0.8743641,0.96443675,1,-0.0044362642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,8.9926591e-06,0.83162853,0.83162853,,,,,,,,,,,,,,,,,,,,,0.83162853,,0.23903251,,0.59259601,0,,,0.65846703,0.76767315,0.70768766,0.8657176,0.9634901,1,-0.0043730445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
