epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_query_bce,train_loss_query_dice,train_loss_query_no_object,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_videomt_enabled,train_videomt_final,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_query_bce,val_loss_query_dice,val_loss_query_no_object,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_videomt_enabled,val_videomt_final
74,3.9790195e-05,0.37908109,0.37908109,,,,,,,,,,,,,,,,,,,,,0.37908109,,0.074673587,,0.1616033,0.18779309,0.043631224,0.22139419,0.0090183061,,,0.75598286,0.85508865,0.82849203,0.88703388,0.98169729,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3.9630999e-05,0.40577078,0.40577078,,,,,,,,,,,,,,,,,,,,,0.40577078,,0.071402637,,0.17536462,0.17935749,0.041963376,0.25636456,0.0087167587,,,0.73632012,0.84138045,0.8149098,0.87431881,0.98221133,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.9471732e-05,0.40195402,0.40195402,,,,,,,,,,,,,,,,,,,,,0.40195402,,0.076987409,,0.16868582,0.18637456,0.043589561,0.24901703,0.0065877008,,,0.74791502,0.84978016,0.82497107,0.88126,0.98105021,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,3.9312393e-05,0.35821975,0.35821975,,,,,,,,,,,,,,,,,,,,,0.35821975,,0.060374943,,0.16317786,0.17066957,0.035909527,0.21427962,0.01038896,,,0.75378143,0.85342093,0.82487363,0.88900495,0.98556555,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.9152983e-05,0.35432378,0.35432378,,,,,,,,,,,,,,,,,,,,,0.35432378,,0.067031595,,0.15432099,0.17849613,0.037978204,0.20891445,0.0060006595,,,0.76746788,0.8627181,0.84043343,0.89168608,0.9838426,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.89935e-05,0.36235821,0.36235821,,,,,,,,,,,,,,,,,,,,,0.36235821,,0.060034438,,0.16121265,0.16882522,0.035298897,0.22882978,0.00605521,,,0.75912015,0.85722704,0.82892102,0.89212944,0.9854033,1,1,0.78285524,0.78285524,,,,,,,,,,,,,,,,,,,,,0.78285524,,0.20426426,,0.32690933,0.20845955,0.11918112,0.36123867,0.010487817,,,0.56182119,0.69376741,0.68765011,0.77859939,0.96900727,1,1
80,3.8833945e-05,0.38024357,0.38024357,,,,,,,,,,,,,,,,,,,,,0.38024357,,0.066762931,,0.16782792,0.17210124,0.036110103,0.23654127,0.0072197126,,,0.7460685,0.84878942,0.83179378,0.87017243,0.98469607,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,3.8674317e-05,0.36829745,0.36829745,,,,,,,,,,,,,,,,,,,,,0.36829745,,0.066411458,,0.16073323,0.17262698,0.038481817,0.22526254,0.0064923455,,,0.75472717,0.85501041,0.82117037,0.89663169,0.98307335,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,3.8514616e-05,0.36024672,0.36024672,,,,,,,,,,,,,,,,,,,,,0.36024672,,0.064326366,,0.15357726,0.17194417,0.038763994,0.22707797,0.0082490209,,,0.76727489,0.86347433,0.83733774,0.89433938,0.98384201,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,3.8354841e-05,0.41402541,0.41402541,,,,,,,,,,,,,,,,,,,,,0.41402541,,0.072991935,,0.18436739,0.16668707,0.040523544,0.25406392,0.010379969,,,0.72149221,0.83319402,0.80068464,0.87221151,0.98255153,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,3.8194992e-05,0.37563629,0.37563629,,,,,,,,,,,,,,,,,,,,,0.37563629,,0.066513943,,0.16413483,0.16947089,0.038843729,0.2316896,0.012473071,,,0.75201693,0.85344042,0.82609442,0.88607655,0.98347341,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,3.8035068e-05,0.36408944,0.36408944,,,,,,,,,,,,,,,,,,,,,0.36408944,,0.061303768,,0.16244749,0.15792023,0.033678425,0.22934424,0.009308253,,,0.75157596,0.85240142,0.82340357,0.88890509,0.98526019,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,3.787507e-05,0.34231399,0.34231399,,,,,,,,,,,,,,,,,,,,,0.34231399,,0.061607486,,0.15544313,0.15876445,0.035400969,0.1983028,0.0047326291,,,0.76305349,0.86158514,0.83642317,0.89183392,0.98493572,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,3.7714997e-05,0.35388584,0.35388584,,,,,,,,,,,,,,,,,,,,,0.35388584,,0.062491466,,0.15678901,0.16573868,0.036158663,0.21454599,0.0096610266,,,0.76159967,0.85922504,0.82605733,0.90044691,0.98440468,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,3.7554849e-05,0.34203525,0.34203525,,,,,,,,,,,,,,,,,,,,,0.34203525,,0.063052598,,0.14312806,0.1650784,0.036186964,0.21648068,0.012668504,,,0.77904253,0.87179088,0.84707583,0.90025493,0.98458289,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,3.7394624e-05,0.34319528,0.34319528,,,,,,,,,,,,,,,,,,,,,0.34319528,,0.063486591,,0.14492459,0.16587926,0.037699793,0.21380522,0.0073762338,,,0.77876607,0.87099188,0.84419458,0.90206014,0.98423145,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,3.7234323e-05,0.31468017,0.31468017,,,,,,,,,,,,,,,,,,,,,0.31468017,,0.061184913,,0.13338663,0.16340004,0.036263562,0.1856758,0.0096894523,,,0.79492779,0.88286029,0.86177425,0.90825974,0.98489363,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,3.7073946e-05,0.38100935,0.38100935,,,,,,,,,,,,,,,,,,,,,0.38100935,,0.067234646,,0.16634789,0.15916578,0.043273577,0.23369089,0.0098629123,,,0.74779852,0.85109832,0.82194311,0.88711875,0.98333035,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,3.6913491e-05,0.35559552,0.35559552,,,,,,,,,,,,,,,,,,,,,0.35559552,,0.062314867,,0.15984525,0.15676848,0.035073585,0.21455658,0.0078189762,,,0.75773063,0.85676137,0.83354158,0.88506385,0.9850399,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3.6752959e-05,0.35650803,0.35650803,,,,,,,,,,,,,,,,,,,,,0.35650803,,0.068846442,,0.15894309,0.15883508,0.041743863,0.19825544,0.0077709838,,,0.75858738,0.85786527,0.82915959,0.89414585,0.98318427,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,3.6592348e-05,0.33385016,0.33385016,,,,,,,,,,,,,,,,,,,,,0.33385016,,0.059131263,,0.15076867,0.15127083,0.037641541,0.19368103,0.00725405,,,0.76580831,0.86366893,0.83259101,0.90108418,0.98513224,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,3.643166e-05,0.36915548,0.36915548,,,,,,,,,,,,,,,,,,,,,0.36915548,,0.065580164,,0.16610835,0.15210914,0.040929973,0.21658154,0.011057462,,,0.74948737,0.85064162,0.81605718,0.89132007,0.98370275,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3.6270892e-05,0.34162197,0.34162197,,,,,,,,,,,,,,,,,,,,,0.34162197,,0.057162985,,0.15063353,0.15149053,0.034201749,0.21640298,0.0094856849,,,0.77031411,0.86548181,0.83972924,0.89650607,0.98613632,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,3.6110046e-05,0.36924514,0.36924514,,,,,,,,,,,,,,,,,,,,,0.36924514,,0.065149831,,0.16488454,0.15211546,0.035743603,0.22564555,0.0091041599,,,0.7478862,0.85093377,0.82296056,0.88497847,0.98415558,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3.594912e-05,0.35354025,0.35354025,,,,,,,,,,,,,,,,,,,,,0.35354025,,0.062831678,,0.15924938,0.1522829,0.036164953,0.20943923,0.010429567,,,0.75553099,0.85582539,0.82648909,0.89450114,0.98448814,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1e-05,2.3282856,2.3282856,,,,,,,,,,,,,,,,,,,,,2.3282856,,0.62198548,,0.88198705,0.77646519,0.56236682,0.89902993,0.54791351,,,0.029197445,0.05489679,0.22472772,0.061533085,0.88164338,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.5e-05,1.7931663,1.7931663,,,,,,,,,,,,,,,,,,,,,1.7931663,,0.35401667,,0.81331691,0.77492256,0.28523097,0.83552556,0.2670828,,,0.16187654,0.24895063,0.55323816,0.2248303,0.93804474,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2e-05,1.1575452,1.1575452,,,,,,,,,,,,,,,,,,,,,1.1575452,,0.20407468,,0.52649973,0.75989499,0.14319368,0.59427236,0.20242964,,,0.42131118,0.55976182,0.55216853,0.64594577,0.95091606,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.5e-05,0.97036066,0.97036066,,,,,,,,,,,,,,,,,,,,,0.97036066,,0.16132517,,0.43796756,0.74793631,0.11255601,0.51913204,0.17827083,,,0.48583935,0.61892728,0.60188635,0.68955004,0.96376437,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,3e-05,0.98567035,0.98567035,,,,,,,,,,,,,,,,,,,,,0.98567035,,0.18419939,,0.43314682,0.73957741,0.12520075,0.50169796,0.17895894,,,0.46834305,0.61172626,0.61443019,0.66286391,0.96313357,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.5e-05,0.9004774,0.9004774,,,,,,,,,,,,,,,,,,,,,0.9004774,,0.15170979,,0.39651258,0.73001712,0.10878548,0.48140854,0.20657163,,,0.51445948,0.6492374,0.61887009,0.71873962,0.96528393,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4e-05,0.88113744,0.88113744,,,,,,,,,,,,,,,,,,,,,0.88113744,,0.17032907,,0.35954378,0.72043752,0.1198842,0.46512629,0.22737453,,,0.55000855,0.68656443,0.68302221,0.72218799,0.96420067,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4.5e-05,0.81566783,0.81566783,,,,,,,,,,,,,,,,,,,,,0.81566783,,0.13017476,,0.35281057,0.7071829,0.10277093,0.45051008,0.20682864,,,0.55582829,0.68438396,0.68280034,0.73056079,0.97139136,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5e-05,0.83640457,0.83640457,,,,,,,,,,,,,,,,,,,,,0.83640457,,0.1458297,,0.35734001,0.69379051,0.10632635,0.44686417,0.21950077,,,0.55076213,0.68284721,0.6679996,0.72939129,0.96992694,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,5e-05,0.84341787,0.84341787,,,,,,,,,,,,,,,,,,,,,0.84341787,,0.13387845,,0.36689729,0.67604701,0.10852742,0.46698101,0.21085573,,,0.54060287,0.67383151,0.64693042,0.73122939,0.96945985,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,4.9844801e-05,0.72746064,0.72746064,,,,,,,,,,,,,,,,,,,,,0.72746064,,0.1193577,,0.31728499,0.65773341,0.08350657,0.38935023,0.21502877,,,0.59041655,0.72288685,0.72199405,0.74141477,0.97460378,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4.9689548e-05,0.74090242,0.74090242,,,,,,,,,,,,,,,,,,,,,0.74090242,,0.12774756,,0.31077915,0.6382177,0.091012413,0.39993238,0.24992419,,,0.60332276,0.72230226,0.73354175,0.74270312,0.97375738,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4.9534241e-05,0.75922931,0.75922931,,,,,,,,,,,,,,,,,,,,,0.75922931,,0.12478216,,0.32588351,0.61907076,0.092391033,0.41662945,0.23099874,,,0.57793049,0.70910565,0.68307658,0.75850114,0.97160654,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4.937888e-05,0.70908756,0.70908756,,,,,,,,,,,,,,,,,,,,,0.70908756,,0.12540606,,0.29906696,0.6011633,0.089105884,0.37755545,0.21225715,,,0.60888305,0.73986669,0.74356171,0.75383198,0.97335252,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4.9223465e-05,0.70743352,0.70743352,,,,,,,,,,,,,,,,,,,,,0.70743352,,0.12776988,,0.28424322,0.58085881,0.098552726,0.38787263,0.23164812,,,0.61591393,0.74815419,0.72996783,0.78206215,0.97144611,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4.9067995e-05,0.68015434,0.68015434,,,,,,,,,,,,,,,,,,,,,0.68015434,,0.11058045,,0.28952268,0.56571596,0.083181623,0.37741687,0.21466167,,,0.61630731,0.74430419,0.71855004,0.78442929,0.9758424,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,4.891247e-05,0.68169144,0.68169144,,,,,,,,,,,,,,,,,,,,,0.68169144,,0.10426212,,0.28343717,0.54812938,0.083119532,0.4066797,0.21686063,,,0.62500379,0.75242523,0.7365827,0.78347352,0.97485026,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,4.8756891e-05,0.64722973,0.64722973,,,,,,,,,,,,,,,,,,,,,0.64722973,,0.098591828,,0.28052527,0.53340325,0.078754527,0.36089842,0.21615994,,,0.62484378,0.74828495,0.73382123,0.78690846,0.9773089,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,4.8601256e-05,0.63135468,0.63135468,,,,,,,,,,,,,,,,,,,,,0.63135468,,0.10193551,,0.26823461,0.51576326,0.074568497,0.34951072,0.23356784,,,0.64555114,0.76376783,0.76197696,0.7824426,0.97603833,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,4.8445566e-05,0.6737299,0.6737299,,,,,,,,,,,,,,,,,,,,,0.6737299,,0.097026766,,0.29425834,0.50049431,0.078816162,0.39455353,0.20735225,,,0.61041742,0.74288626,0.71581911,0.79285078,0.97750594,1,1,0.79808428,0.79808428,,,,,,,,,,,,,,,,,,,,,0.79808428,,0.18211363,,0.33584605,0.47728071,0.10292857,0.36630145,0.2164555,,,0.57330095,0.70181173,0.76732477,0.71086639,0.97163133,1,1
20,4.828982e-05,0.67246316,0.67246316,,,,,,,,,,,,,,,,,,,,,0.67246316,,0.11574856,,0.25907954,0.48721003,0.09597017,0.39248304,0.29047956,,,0.64935431,0.77106364,0.75699651,0.79859115,0.97301637,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,4.8134019e-05,0.59318836,0.59318836,,,,,,,,,,,,,,,,,,,,,0.59318836,,0.089679545,,0.24632757,0.47581095,0.074698834,0.34194051,0.25071015,,,0.66663965,0.78246656,0.75973205,0.81794084,0.97914179,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,4.7978161e-05,0.62440666,0.62440666,,,,,,,,,,,,,,,,,,,,,0.62440666,,0.093863716,,0.26317744,0.46213545,0.075178014,0.36733132,0.23004068,,,0.6473468,0.76925362,0.7470119,0.8144981,0.97761495,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,4.7822247e-05,0.52178162,0.52178162,,,,,,,,,,,,,,,,,,,,,0.52178162,,0.083680113,,0.20638558,0.44952216,0.071894923,0.29446458,0.26060062,,,0.71316509,0.82559594,0.81300135,0.84619235,0.9794492,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4.7666277e-05,0.63273472,0.63273472,,,,,,,,,,,,,,,,,,,,,0.63273472,,0.10562104,,0.2583868,0.43723242,0.08142222,0.37128605,0.2051113,,,0.64471057,0.77381353,0.75761383,0.80426782,0.97688113,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,4.751025e-05,0.6014736,0.6014736,,,,,,,,,,,,,,,,,,,,,0.6014736,,0.10032623,,0.24607697,0.42802494,0.081624174,0.33125506,0.27229531,,,0.66563294,0.78702872,0.76556555,0.82349926,0.97529735,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4.7354166e-05,0.57295383,0.57295383,,,,,,,,,,,,,,,,,,,,,0.57295383,,0.090453205,,0.23766434,0.41672195,0.073963564,0.32131921,0.26358805,,,0.67147773,0.78931673,0.78306237,0.81164418,0.97840486,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4.7198024e-05,0.61972515,0.61972515,,,,,,,,,,,,,,,,,,,,,0.61972515,,0.10138548,,0.25428477,0.40779601,0.078749577,0.35723552,0.25672548,,,0.6555664,0.77580023,0.74669276,0.82196685,0.97569148,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4.7041826e-05,0.55838033,0.55838033,,,,,,,,,,,,,,,,,,,,,0.55838033,,0.091392217,,0.23787958,0.3972406,0.06848028,0.29827803,0.25867357,,,0.6727672,0.79209752,0.77520292,0.82367163,0.97877863,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4.6885569e-05,0.53427954,0.53427954,,,,,,,,,,,,,,,,,,,,,0.53427954,,0.086204151,,0.21770874,0.38672557,0.074760207,0.30087381,0.23213359,,,0.68873504,0.80829527,0.78960792,0.83595284,0.97937003,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4.6729255e-05,0.50670967,0.50670967,,,,,,,,,,,,,,,,,,,,,0.50670967,,0.082819534,,0.20778617,0.37813986,0.067299247,0.2730715,0.270116,,,0.71160651,0.82106264,0.80392398,0.84475791,0.97994797,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,4.6572883e-05,0.55589361,0.55589361,,,,,,,,,,,,,,,,,,,,,0.55589361,,0.087147405,,0.21939642,0.3699896,0.073866607,0.33889155,0.2447122,,,0.69521493,0.81198175,0.78864073,0.84532082,0.97873153,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4.6416452e-05,0.55060168,0.55060168,,,,,,,,,,,,,,,,,,,,,0.55060168,,0.080105371,,0.22865022,0.35737405,0.07087138,0.33418096,0.21451217,,,0.6809467,0.80097377,0.78518044,0.82750977,0.98076877,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4.6259963e-05,0.57634415,0.57634415,,,,,,,,,,,,,,,,,,,,,0.57634415,,0.085049657,,0.24391569,0.34853,0.070478594,0.3512529,0.19086554,,,0.6611794,0.78396248,0.78110962,0.79596728,0.98063556,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4.6103415e-05,0.50992195,0.50992195,,,,,,,,,,,,,,,,,,,,,0.50992195,,0.077437804,,0.20667087,0.34075739,0.068204393,0.29968898,0.24828721,,,0.7074529,0.8187146,0.79168536,0.85365007,0.98069772,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4.5946807e-05,0.5297226,0.5297226,,,,,,,,,,,,,,,,,,,,,0.5297226,,0.078838506,,0.22204996,0.33264285,0.064261172,0.30824819,0.25947313,,,0.69036467,0.80746048,0.77826908,0.85190182,0.981047,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4.5790141e-05,0.53690105,0.53690105,,,,,,,,,,,,,,,,,,,,,0.53690105,,0.086063374,,0.20738128,0.32607513,0.078092363,0.32978178,0.23215565,,,0.70736184,0.81774648,0.80248177,0.84307113,0.980038,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4.5633415e-05,0.51418023,0.51418023,,,,,,,,,,,,,,,,,,,,,0.51418023,,0.078028148,,0.20293064,0.31896563,0.067582574,0.31699009,0.24986833,,,0.71365908,0.82469324,0.80752772,0.84959898,0.98043194,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,4.5476629e-05,0.5615598,0.5615598,,,,,,,,,,,,,,,,,,,,,0.5615598,,0.096831754,,0.22487365,0.31414857,0.075796412,0.32155548,0.25471031,,,0.68378984,0.80055531,0.79690932,0.81595622,0.97832296,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,4.5319783e-05,0.55934368,0.55934368,,,,,,,,,,,,,,,,,,,,,0.55934368,,0.085110144,,0.22097043,0.30950721,0.07949438,0.34301805,0.26531536,,,0.69275529,0.80797139,0.78586479,0.84497192,0.97870662,1,1,0.82461989,0.82461989,,,,,,,,,,,,,,,,,,,,,0.82461989,,0.20305611,,0.34304329,0.31361084,0.11165166,0.37578349,0.19122384,,,0.5622581,0.69077976,0.77616253,0.67288404,0.97128791,1,1
40,4.5162876e-05,0.56730813,0.56730813,,,,,,,,,,,,,,,,,,,,,0.56730813,,0.0861087,,0.21917868,0.30316374,0.08126329,0.36696895,0.22746446,,,0.69045373,0.8084653,0.78343249,0.84064233,0.97849513,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4.5005909e-05,0.53588807,0.53588807,,,,,,,,,,,,,,,,,,,,,0.53588807,,0.074442293,,0.22362625,0.29126608,0.066197598,0.34089962,0.19707611,,,0.68649137,0.80387223,0.78720676,0.82982249,0.98246371,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4.4848882e-05,0.52920987,0.52920987,,,,,,,,,,,,,,,,,,,,,0.52920987,,0.082012898,,0.21988177,0.28652611,0.066938774,0.32086468,0.19087165,,,0.69609832,0.80964752,0.79133145,0.8362235,0.98077015,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4.4691793e-05,0.5157239,0.5157239,,,,,,,,,,,,,,,,,,,,,0.5157239,,0.078389212,,0.21158957,0.2848093,0.069618372,0.30577631,0.23807313,,,0.69713147,0.81350796,0.78801209,0.85039329,0.98015386,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4.4534642e-05,0.47523274,0.47523274,,,,,,,,,,,,,,,,,,,,,0.47523274,,0.074586808,,0.18087683,0.27971004,0.064678595,0.29727742,0.24805591,,,0.73917334,0.84419417,0.82941825,0.86853874,0.98276637,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,4.437743e-05,0.50077928,0.50077928,,,,,,,,,,,,,,,,,,,,,0.50077928,,0.080132593,,0.19394474,0.27794962,0.071962601,0.30131206,0.26167127,,,0.7256826,0.83425677,0.81685622,0.8577746,0.98049245,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4.4220157e-05,0.5160251,0.5160251,,,,,,,,,,,,,,,,,,,,,0.5160251,,0.076927366,,0.20658654,0.2702434,0.066541768,0.32273551,0.24360377,,,0.70978113,0.8220351,0.80861822,0.8419784,0.98163898,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4.406282e-05,0.52483253,0.52483253,,,,,,,,,,,,,,,,,,,,,0.52483253,,0.080038091,,0.21410484,0.26672496,0.069300679,0.31667842,0.24363796,,,0.70059519,0.81379914,0.79180985,0.84599493,0.98045997,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4.3905422e-05,0.47930872,0.47930872,,,,,,,,,,,,,,,,,,,,,0.47930872,,0.075476719,,0.18675731,0.26318547,0.065657686,0.29459812,0.23787517,,,0.72905731,0.83669129,0.82085132,0.85901856,0.98220816,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4.3747961e-05,0.43456286,0.43456286,,,,,,,,,,,,,,,,,,,,,0.43456286,,0.067716333,,0.17006122,0.25750191,0.060744971,0.25484914,0.26113157,,,0.75504065,0.85615135,0.84067372,0.87705641,0.98368668,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,4.3590437e-05,0.51825791,0.51825791,,,,,,,,,,,,,,,,,,,,,0.51825791,,0.075951303,,0.21148584,0.2495468,0.072276653,0.32087118,0.21769511,,,0.69866333,0.81515942,0.7886944,0.85058707,0.98175074,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4.3432849e-05,0.44343001,0.44343001,,,,,,,,,,,,,,,,,,,,,0.44343001,,0.067813284,,0.17980273,0.24903189,0.059683512,0.25355607,0.26742602,,,0.74193255,0.84544318,0.82984244,0.86607355,0.98366282,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,4.3275198e-05,0.48958016,0.48958016,,,,,,,,,,,,,,,,,,,,,0.48958016,,0.073287577,,0.19790665,0.24460355,0.063798153,0.2954503,0.26531536,,,0.72457491,0.82650074,0.80766893,0.84978429,0.9826686,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,4.3117483e-05,0.46382409,0.46382409,,,,,,,,,,,,,,,,,,,,,0.46382409,,0.069946064,,0.18818066,0.24312407,0.060061859,0.27309383,0.26963302,,,0.7339106,0.83781095,0.82266358,0.85803058,0.98315687,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
