# model=B23TFCUCCMFGMLiteModel tfcu=ccm_lite lora_rank=32 input_size=512 num_clips=4 num_frames=4
# loss=1*dice + 0.5*bce + 0.2*tversky + 0.15*boundary aux=0.05*ccm_mask32 + 0.2*mask128 + 0.1*boundary128
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=1 lr=0.0001 params_total=318243477 params_trainable=14444213
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_aux_boundary128_loss,train_aux_ccm_mask32_loss,train_aux_mask128_loss,train_bce_loss,train_boundary_loss,train_dice_loss,train_tversky_loss,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_iou,val_f1,val_precision,val_recall,val_accuracy
247,8.7764461e-06,0.50586609,0.43954951,0.066316591,0.078765526,0.23742718,0.23284339,0.093200654,0.056597751,0.33172247,0.26368522,0.75140218,0.85207014,0.81183607,0.90266154,0.98149533,,,,,,
248,8.7666411e-06,0.4810278,0.41675412,0.064273687,0.082451488,0.22939072,0.222795,0.095281994,0.061609448,0.31122283,0.2432444,0.7611883,0.85999679,0.815136,0.91478673,0.98072256,,,,,,
249,8.7568032e-06,0.55147518,0.48349427,0.067980903,0.073800584,0.24811338,0.24097587,0.093741813,0.054196535,0.3702262,0.29133846,0.74419208,0.84767692,0.79549144,0.91180527,0.98325609,0.48113328,0.79341232,0.87525374,0.84458674,0.922691,0.98287481
250,8.7469325e-06,0.4893882,0.42286684,0.066521353,0.08626625,0.23454528,0.23083732,0.096498036,0.060232393,0.31541939,0.25081784,0.76187291,0.85875379,0.81702051,0.91381112,0.97963496,,,,,,
251,8.7370291e-06,0.50434698,0.4390543,0.065292684,0.083721723,0.2331522,0.22631451,0.091060349,0.058332961,0.33213855,0.26317812,0.76833802,0.86488788,0.82812344,0.91038299,0.98122493,,,,,,
252,8.7270931e-06,0.48986666,0.42355228,0.066314386,0.081655156,0.23630131,0.23166902,0.099221253,0.059386151,0.31575129,0.24641215,0.74927362,0.85251326,0.80206974,0.91511163,0.97940186,,,,,,
253,8.7171246e-06,0.54465384,0.47263062,0.072023216,0.082950051,0.25179117,0.25569326,0.10009954,0.055601232,0.3569864,0.28627135,0.74408749,0.84668107,0.7993667,0.90943693,0.98097633,,,,,,
254,8.7071238e-06,0.49873938,0.43391708,0.064822302,0.075839507,0.23213989,0.22815677,0.087000254,0.052198021,0.32987409,0.26356577,0.76994268,0.8635493,0.82912226,0.90798874,0.98364178,,,,,,
255,8.6970906e-06,0.46562847,0.40368357,0.061944901,0.075754683,0.22406156,0.21583177,0.088741773,0.053413806,0.30347221,0.23914197,0.78620198,0.87253146,0.83638297,0.91680642,0.98221626,,,,,,
256,8.6870252e-06,0.52432558,0.45533498,0.068990605,0.077590862,0.23969963,0.24623268,0.094423804,0.052460491,0.34483971,0.27707145,0.75545101,0.85289842,0.81172103,0.90671133,0.9821167,,,,,,
257,8.6769278e-06,0.45441725,0.39527951,0.059137743,0.075266541,0.20724659,0.20624379,0.087477135,0.054721561,0.297072,0.23130348,0.78527745,0.8751539,0.83066824,0.93201149,0.98213648,,,,,,
258,8.6667983e-06,0.43490355,0.37571767,0.059185876,0.08388995,0.20443932,0.20287457,0.087869726,0.058437556,0.27942294,0.21797116,0.79955816,0.88568547,0.8533084,0.9232955,0.98105164,,,,,,
259,8.656637e-06,0.45451996,0.38947504,0.065044922,0.084355019,0.23392615,0.22456556,0.095311706,0.061166785,0.28716043,0.22741868,0.77650764,0.86843013,0.83127238,0.91308048,0.9795898,0.45313513,0.7943553,0.8759651,0.84763762,0.92062984,0.98288105
260,8.6464439e-06,0.48518152,0.42236524,0.062816284,0.0748471,0.22314797,0.22087087,0.086855003,0.053803697,0.3205175,0.25174839,0.76176785,0.85746276,0.81958964,0.90460243,0.98350279,,,,,,
261,8.6362191e-06,0.43326521,0.37208735,0.061177858,0.082707225,0.21840877,0.20993348,0.087243458,0.061431558,0.27567285,0.21789023,0.78512873,0.87430859,0.83989475,0.91580687,0.98210269,,,,,,
262,8.6259627e-06,0.46823669,0.40527803,0.062958658,0.077645093,0.22717063,0.21917808,0.088362211,0.056221585,0.30457208,0.24045805,0.77536442,0.86944519,0.83007,0.91653012,0.98248257,,,,,,
263,8.6156748e-06,0.44077951,0.38299047,0.05778904,0.073840077,0.20627901,0.2004554,0.081436413,0.05432021,0.28900225,0.22560992,0.79656845,0.88217756,0.84491203,0.92795855,0.98371542,,,,,,
264,8.6053556e-06,0.4956128,0.42568035,0.069932453,0.079083438,0.25706734,0.2458537,0.091474471,0.059235078,0.31976489,0.25646477,0.73888269,0.84037367,0.79436787,0.9015204,0.98124319,,,,,,
265,8.595005e-06,0.47681482,0.41172237,0.065092457,0.0792983,0.2328734,0.22759478,0.089441239,0.059909429,0.30924783,0.24383754,0.76311226,0.86227122,0.81912097,0.91384743,0.98115577,,,,,,
266,8.5846234e-06,0.4599224,0.39493425,0.064988149,0.07912264,0.23516466,0.22658826,0.087807184,0.055816475,0.29586035,0.23398916,0.75689687,0.8544695,0.80999806,0.91088649,0.98151291,,,,,,
267,8.5742106e-06,0.47865507,0.41502911,0.06362596,0.078707205,0.22261604,0.22312218,0.089704493,0.05437451,0.3125215,0.24749593,0.77206352,0.86495725,0.82318068,0.91957616,0.98196478,,,,,,
268,8.5637669e-06,0.48272254,0.41235132,0.070371227,0.07736792,0.25960918,0.24826986,0.090327896,0.054320113,0.30880175,0.251188,0.75487987,0.85006581,0.80803459,0.90234827,0.98151288,,,,,,
269,8.5532924e-06,0.46324785,0.40063573,0.062612123,0.077530517,0.22159091,0.21889762,0.086860873,0.054303455,0.30138907,0.23835351,0.77184251,0.86588592,0.82798302,0.91049866,0.98215068,0.44659766,0.79640504,0.87873317,0.87527768,0.89163285,0.9838332
270,8.5427871e-06,0.48087354,0.40783813,0.073035405,0.086774025,0.25934594,0.25695352,0.11249504,0.063064842,0.29474841,0.23691238,0.75871355,0.8565332,0.81798052,0.90618502,0.97553233,,,,,,
271,8.5322511e-06,0.47612554,0.40828656,0.067838973,0.080270515,0.24952668,0.23667793,0.090150727,0.060623379,0.30485568,0.24631007,0.75695611,0.85457327,0.81221865,0.90768317,0.98196649,,,,,,
272,8.5216846e-06,0.4399705,0.37690875,0.063061743,0.078626212,0.22663178,0.21933766,0.090265588,0.05529477,0.27905942,0.22211156,0.77880011,0.86787747,0.83717468,0.90544986,0.98097728,,,,,,
273,8.5110877e-06,0.44630818,0.38043391,0.065874271,0.078022689,0.24594531,0.22887367,0.087568749,0.059292028,0.28251867,0.22618532,0.76499829,0.85823616,0.81560826,0.91416395,0.98077938,,,,,,
274,8.5004605e-06,0.49168795,0.42181972,0.069868225,0.086156205,0.25151566,0.2433841,0.090807665,0.059481984,0.31674746,0.25373061,0.74500468,0.84641303,0.80514849,0.90202464,0.98113399,,,,,,
275,8.4898031e-06,0.4761525,0.41083278,0.065319715,0.074808225,0.23896762,0.22945255,0.084496725,0.056230115,0.31049056,0.24829671,0.76492254,0.8611357,0.8189113,0.91470651,0.98309364,,,,,,
276,8.4791155e-06,0.45512317,0.39278548,0.062337685,0.07226488,0.22679009,0.21885846,0.081878105,0.053775895,0.2965649,0.23607573,0.77130353,0.86385609,0.82413377,0.91605991,0.98400861,,,,,,
277,8.468398e-06,0.42259711,0.36440386,0.058193245,0.074687088,0.20913412,0.20133915,0.079181174,0.055221642,0.27356138,0.21484321,0.78882245,0.8782589,0.84173321,0.92274069,0.98301385,,,,,,
278,8.4576505e-06,0.48413089,0.41766679,0.06646409,0.072730685,0.24536464,0.23461394,0.087212705,0.053809636,0.31567909,0.25154948,0.7498622,0.84989659,0.80554786,0.90881116,0.98244471,,,,,,
279,8.4468733e-06,0.43418596,0.37302383,0.061162129,0.075243059,0.22441242,0.21208601,0.084348202,0.055171039,0.27818775,0.22193163,0.77017225,0.86296688,0.82633384,0.90788953,0.98244712,0.41002174,0.79897133,0.87919442,0.87706282,0.89265668,0.98394131
280,8.4360664e-06,0.47292977,0.40874678,0.064182993,0.072198982,0.23145075,0.22695278,0.086012647,0.054291124,0.30831888,0.24638956,0.76208496,0.85721793,0.81968331,0.90465054,0.98347611,,,,,,
281,8.4252299e-06,0.45011365,0.38521551,0.064898133,0.073441369,0.23860758,0.22811808,0.082817319,0.056547677,0.28868943,0.23317635,0.76845841,0.86183407,0.81864477,0.92377999,0.98259753,,,,,,
282,8.414364e-06,0.44085007,0.37455018,0.066299889,0.078826021,0.24414696,0.2310497,0.089926155,0.057627243,0.27676,0.2209151,0.76690533,0.8618334,0.82507598,0.90894108,0.98027101,,,,,,
283,8.4034688e-06,0.41277268,0.35465602,0.058116665,0.071337475,0.21883429,0.20020601,0.075991272,0.053805638,0.26609932,0.21245108,0.79295139,0.87861332,0.84596327,0.92053689,0.98356978,,,,,,
284,8.3925442e-06,0.43998022,0.37856752,0.061412696,0.073564222,0.22662078,0.21362617,0.078388805,0.054017235,0.28580878,0.22730875,0.76896951,0.86349078,0.83051737,0.90526796,0.98338029,,,,,,
285,8.3815906e-06,0.42216331,0.35943023,0.062733085,0.081774536,0.22661677,0.21612396,0.089801037,0.060210374,0.26346719,0.21015479,0.77556567,0.86933862,0.8371876,0.90810089,0.980576,,,,,,
286,8.370608e-06,0.45205754,0.38545045,0.066607087,0.07676978,0.24963572,0.23224161,0.086915252,0.05654203,0.28756899,0.22971268,0.75958732,0.85662398,0.81443059,0.90744426,0.9806764,,,,,,
287,8.3595964e-06,0.4555311,0.38844532,0.067085773,0.074523314,0.24928987,0.23584474,0.085108776,0.058441772,0.29038408,0.23370295,0.76233508,0.86019987,0.81932592,0.9096072,0.98214792,,,,,,
288,8.348556e-06,0.43188952,0.36851385,0.063375669,0.078061175,0.23414816,0.21931072,0.080585677,0.05606824,0.27557106,0.22119857,0.7821819,0.87135287,0.83927271,0.9097023,0.98246167,,,,,,
289,8.337487e-06,0.44240276,0.38145011,0.060952647,0.069072411,0.21748491,0.21585579,0.080964145,0.05184849,0.2876403,0.22775233,0.76959662,0.86311832,0.82654139,0.90558193,0.98332957,0.39787047,0.80297628,0.88176599,0.86420936,0.91161759,0.98404787
290,8.3263894e-06,0.44686467,0.38306643,0.063798245,0.074269758,0.23729202,0.22253333,0.080645891,0.0580947,0.28768843,0.2317042,0.76043887,0.85581692,0.82058428,0.90426981,0.98297734,,,,,,
291,8.3152633e-06,0.42120028,0.36039076,0.060809519,0.074593313,0.22153358,0.21136753,0.081292105,0.05354137,0.26888809,0.21412705,0.77234692,0.86319213,0.82632355,0.91236819,0.98305141,,,,,,
292,8.3041089e-06,0.43102968,0.37134781,0.059681863,0.070909814,0.22039387,0.20785594,0.073732807,0.050791876,0.28238957,0.2223653,0.77396891,0.86752985,0.83018916,0.91222572,0.98396069,,,,,,
293,8.2929262e-06,0.36254509,0.3100702,0.052474887,0.072018706,0.19106261,0.17859943,0.06970017,0.055307541,0.23069749,0.18113246,0.81364457,0.89394365,0.86828597,0.92274479,0.98443201,,,,,,
294,8.2817154e-06,0.45288551,0.38928721,0.063598293,0.069781736,0.23374396,0.2246646,0.077218725,0.052749274,0.29519537,0.23785044,0.7630554,0.85694991,0.81969313,0.90831604,0.9841446,,,,,,
295,8.2704766e-06,0.43197605,0.36868976,0.063286289,0.070982395,0.23430992,0.22236276,0.079504013,0.052799861,0.27626523,0.22376273,0.76612139,0.85941628,0.8215285,0.90727698,0.98326543,,,,,,
296,8.2592099e-06,0.42716155,0.3647059,0.062455648,0.075009992,0.23099937,0.2170234,0.080007487,0.05513058,0.27276605,0.21833256,0.77681265,0.86927319,0.83494292,0.90924736,0.98292172,,,,,,
297,8.2479155e-06,0.40423857,0.34652195,0.057716629,0.069398763,0.21530161,0.20005836,0.074231506,0.051567725,0.26069301,0.20489014,0.77777322,0.8714978,0.84006846,0.91008173,0.98331629,,,,,,
298,8.2365933e-06,0.46688664,0.39813567,0.068750969,0.072691286,0.2510823,0.24463862,0.084546029,0.053340715,0.29901254,0.24424506,0.73722842,0.83282878,0.7965698,0.8944357,0.98239003,,,,,,
299,8.2252436e-06,0.44128233,0.37655992,0.064722411,0.071170729,0.2380644,0.22851058,0.080457254,0.054713435,0.2826985,0.22712887,0.76252182,0.85804162,0.81397644,0.91367329,0.98201894,0.3899727,0.79944062,0.87901022,0.85495949,0.91785171,0.98335721
300,8.2138664e-06,0.41109279,0.34942293,0.061669859,0.071581702,0.22942341,0.21520259,0.077875773,0.055073121,0.26021737,0.2100335,0.78062588,0.87132576,0.83615865,0.91510566,0.98210183,,,,,,
301,8.202462e-06,0.4502825,0.38377207,0.066510428,0.073638425,0.24338712,0.23488614,0.082138324,0.053381677,0.28800674,0.23344458,0.74677459,0.84728141,0.80874714,0.89707836,0.98174613,,,,,,
302,8.1910303e-06,0.42318402,0.36310714,0.060076878,0.06775395,0.22544036,0.21014732,0.0751775,0.05152991,0.27415602,0.21816441,0.77371002,0.86677539,0.82740783,0.91540397,0.98413648,,,,,,
303,8.1795715e-06,0.38821107,0.32802203,0.060189039,0.076774616,0.21738897,0.20821064,0.081369304,0.057955109,0.24014193,0.19251092,0.78749571,0.878269,0.85452399,0.90735037,0.98096977,,,,,,
304,8.1680857e-06,0.38619968,0.32805906,0.058140622,0.071207068,0.2216124,0.19969647,0.071908079,0.055421181,0.24479514,0.19498353,0.78656114,0.87633568,0.84037231,0.91919049,0.98388034,,,,,,
305,8.156573e-06,0.39822941,0.34019509,0.058034314,0.072172957,0.21433294,0.20050185,0.072431689,0.055386104,0.25515819,0.20256571,0.77912707,0.8729734,0.84187761,0.90904865,0.9835106,,,,,,
306,8.1450336e-06,0.40741914,0.34609688,0.061322254,0.075964105,0.22934916,0.21129193,0.076381185,0.060395457,0.25755767,0.20644647,0.77056878,0.86688955,0.83360963,0.90605086,0.98215641,,,,,,
307,8.1334676e-06,0.41856561,0.35491101,0.063654604,0.068853713,0.23621774,0.22479172,0.07238104,0.055896619,0.26636068,0.21987656,0.77656602,0.86867255,0.83475824,0.91125584,0.98385021,,,,,,
308,8.121875e-06,0.42799154,0.36505428,0.062937257,0.070109524,0.23859903,0.21998176,0.074856136,0.052210899,0.27539631,0.2219914,0.76988863,0.86193316,0.82820235,0.90960478,0.98379556,,,,,,
309,8.1102561e-06,0.40678041,0.34759562,0.05918479,0.069173131,0.22329064,0.20551472,0.072719679,0.052993223,0.26125631,0.21015246,0.7733794,0.86850813,0.83972125,0.90220583,0.98393087,0.39821989,0.79294397,0.8763127,0.88202552,0.88049006,0.98357583
310,8.0986109e-06,0.41049985,0.34778476,0.062715092,0.067217799,0.24073527,0.21978274,0.076493725,0.051050833,0.25973821,0.21071029,0.77153134,0.86207632,0.82426168,0.91006035,0.9838163,,,,,,
311,8.0869394e-06,0.40358038,0.34214521,0.06143517,0.075946824,0.22666836,0.21253534,0.078103891,0.056997862,0.25375976,0.20391909,0.77827678,0.86854006,0.83446691,0.90888436,0.98221266,,,,,,
312,8.075242e-06,0.42313107,0.35807537,0.065055704,0.07361422,0.24358894,0.22757417,0.079274474,0.054486055,0.2665639,0.21850664,0.75823482,0.85770443,0.82630144,0.89878951,0.98233163,,,,,,
313,8.0635186e-06,0.40102455,0.34089945,0.060125098,0.069522699,0.22361271,0.20996096,0.074532219,0.054509157,0.25491016,0.20273404,0.77189023,0.86737692,0.83236475,0.90773507,0.98352599,,,,,,
314,8.0517694e-06,0.39343745,0.33318527,0.060252181,0.067722922,0.2315055,0.20952306,0.076786665,0.052317222,0.24701612,0.19964115,0.76331942,0.85650665,0.82197836,0.90336183,0.98350817,,,,,,
315,8.0399945e-06,0.38584048,0.32685275,0.058987732,0.070689723,0.21937011,0.20475127,0.073491632,0.05391499,0.24306437,0.19477661,0.7799741,0.86955272,0.8394808,0.90426612,0.98338888,,,,,,
316,8.028194e-06,0.39505955,0.33348523,0.061574321,0.07211502,0.22588021,0.21534404,0.081725895,0.054174086,0.24467708,0.19909548,0.77298373,0.86215362,0.83290811,0.89584788,0.98242025,,,,,,
317,8.0163681e-06,0.40779172,0.34668942,0.061102296,0.062863573,0.2302251,0.21652341,0.07497883,0.050352792,0.25982146,0.20912809,0.76209184,0.85716665,0.817444,0.91107609,0.98407772,,,,,,
318,8.0045168e-06,0.40067399,0.33923483,0.061439157,0.070551035,0.22796988,0.21492779,0.076820751,0.055243002,0.25165895,0.20439526,0.77191941,0.86454658,0.82876859,0.91098624,0.9831574,,,,,,
319,7.9926403e-06,0.40000465,0.34013752,0.059867131,0.069520877,0.22372231,0.20864463,0.073243122,0.052806328,0.25450692,0.20544048,0.76977902,0.86422222,0.83352217,0.89965313,0.9837063,0.36103916,0.80234606,0.88242944,0.88198848,0.8910464,0.98444925
320,7.9807387e-06,0.36749215,0.30967526,0.057816883,0.071676013,0.21751101,0.19886865,0.072487983,0.059366017,0.22785807,0.18334152,0.7829639,0.87348857,0.84128941,0.9121116,0.983026,,,,,,
321,7.9688121e-06,0.41695011,0.35289984,0.06405027,0.073474935,0.23428103,0.22494362,0.077148899,0.055680355,0.26287877,0.2154728,0.77454931,0.86773041,0.8353271,0.90847047,0.98300008,,,,,,
322,7.9568607e-06,0.36198629,0.30441797,0.057568319,0.070967501,0.21424805,0.19879583,0.065835838,0.052620076,0.22631274,0.1864715,0.80650318,0.88817753,0.86553935,0.91391897,0.98469532,,,,,,
323,7.9448845e-06,0.36509362,0.3070262,0.058067418,0.071544129,0.21671456,0.20038638,0.075595585,0.054448524,0.22493582,0.18062658,0.79099125,0.87962195,0.85068574,0.91330742,0.98295203,,,,,,
324,7.9328837e-06,0.42299053,0.35528139,0.067709142,0.074681628,0.25253767,0.23807047,0.080183188,0.053636129,0.26365565,0.21744364,0.75386519,0.85081807,0.81501183,0.89726741,0.98164,,,,,,
325,7.9208584e-06,0.42100701,0.35505013,0.065956878,0.069936104,0.24300559,0.23406494,0.079138354,0.052062505,0.26456665,0.21552462,0.75013347,0.84997114,0.81502428,0.89545398,0.98207859,,,,,,
326,7.9088087e-06,0.35820374,0.30068256,0.057521171,0.075594033,0.20759068,0.19791116,0.071437454,0.055878156,0.22089573,0.17843192,0.79702029,0.88288583,0.85517745,0.91555571,0.9827421,,,,,,
327,7.8967348e-06,0.37303195,0.3151715,0.05786045,0.068477842,0.21649468,0.20093965,0.069513513,0.053034519,0.2346941,0.18882737,0.77792063,0.86941972,0.8385487,0.90574959,0.98386745,,,,,,
328,7.8846367e-06,0.34464346,0.28998362,0.054659844,0.070701583,0.20406168,0.18693301,0.067237801,0.056039432,0.21383632,0.17061241,0.79699761,0.88387188,0.85288953,0.91988077,0.98362745,,,,,,
329,7.8725146e-06,0.34367023,0.28993111,0.05373911,0.068888709,0.20429554,0.1831773,0.067891622,0.053477436,0.21391756,0.17023061,0.8026816,0.88695016,0.85701604,0.92068075,0.98354593,0.36186553,0.79934963,0.88001029,0.86256005,0.90973426,0.98351517
330,7.8603686e-06,0.37405616,0.31833254,0.055723611,0.062162313,0.2131128,0.19425869,0.066960385,0.048627132,0.23894498,0.19306654,0.7890167,0.87209786,0.84627288,0.90358238,0.98547164,,,,,,
331,7.8481989e-06,0.39253521,0.33023287,0.062302347,0.063479364,0.2424033,0.21917122,0.067025188,0.051231921,0.24830269,0.20366399,0.75739648,0.85028311,0.81351804,0.90983684,0.98445094,,,,,,
332,7.8360055e-06,0.40736273,0.34357357,0.063789165,0.069877801,0.24314721,0.22322012,0.072139671,0.05529645,0.25689094,0.21159163,0.76133472,0.85518288,0.82075451,0.90962989,0.9834117,,,,,,
333,7.8237886e-06,0.35845306,0.30115544,0.057297616,0.071452337,0.21415947,0.19722204,0.073720847,0.056222935,0.22008553,0.17888027,0.78613268,0.87483081,0.84913617,0.90374769,0.98299769,,,,,,
334,7.8115483e-06,0.37526327,0.31845092,0.056812352,0.066905228,0.21324176,0.1972987,0.068839762,0.054094412,0.23773192,0.19092479,0.78177347,0.87204915,0.84060826,0.90851384,0.98442852,,,,,,
335,7.7992847e-06,0.39331411,0.33144989,0.061864212,0.069429803,0.23692213,0.21537563,0.072363331,0.053637378,0.2467869,0.20217863,0.76280192,0.8606765,0.83371071,0.89223494,0.98341855,,,,,,
336,7.7869979e-06,0.36017909,0.302274,0.057905094,0.067723539,0.21802522,0.20115739,0.070861828,0.054413222,0.22297073,0.17855188,0.78392975,0.87317336,0.83923172,0.91344476,0.98367198,,,,,,
337,7.7746881e-06,0.3625585,0.30186493,0.060693571,0.074293837,0.23498992,0.20757345,0.070562965,0.05924458,0.22090901,0.18393877,0.78073121,0.87163067,0.85047583,0.89594267,0.98315019,,,,,,
338,7.7623555e-06,0.37232324,0.31356656,0.058756681,0.067351006,0.22100916,0.20485561,0.069018252,0.055380424,0.23275218,0.18999101,0.78017846,0.87116842,0.84047631,0.9084457,0.98397799,,,,,,
339,7.75e-06,0.39312566,0.3267792,0.066346464,0.074006196,0.25040518,0.23212792,0.078366505,0.057271599,0.23900736,0.19998924,0.75663571,0.84983881,0.82272912,0.8863341,0.9811416,0.36229657,0.79836027,0.87966993,0.8719479,0.89837547,0.98376506
340,7.7376219e-06,0.39611901,0.3342543,0.061864708,0.06644087,0.23622532,0.21704677,0.070333185,0.05054534,0.25046391,0.20520997,0.76786495,0.85955415,0.82710605,0.90245414,0.98342645,,,,,,
341,7.7252212e-06,0.36540402,0.30889505,0.056508966,0.067860803,0.21362201,0.19520892,0.068334335,0.055325316,0.2297542,0.18337444,0.78640656,0.87722279,0.84437108,0.9149693,0.9837182,,,,,,
342,7.7127982e-06,0.38285039,0.3183068,0.064543587,0.070443588,0.25205383,0.22448267,0.074371677,0.055826201,0.23395071,0.19398162,0.75339555,0.85245782,0.82022537,0.89170369,0.98226895,,,,,,
343,7.7003528e-06,0.35031873,0.29376427,0.056554455,0.072752063,0.21229292,0.19332301,0.071314898,0.057149227,0.21475967,0.17387386,0.79157105,0.88040395,0.85332745,0.91143278,0.98264751,,,,,,
344,7.6878853e-06,0.36928252,0.30901896,0.060263562,0.06956287,0.22951348,0.209158,0.07145343,0.054986744,0.22755645,0.18743892,0.78309198,0.87230625,0.83981994,0.91233921,0.98307982,,,,,,
345,7.6753958e-06,0.3562288,0.29655142,0.059677375,0.07193121,0.23005126,0.20490845,0.070353661,0.057181284,0.21700193,0.17897733,0.77522601,0.86843996,0.8393381,0.90211417,0.9824774,,,,,,
346,7.6628843e-06,0.36888765,0.30771794,0.061169713,0.070272765,0.23305955,0.21244729,0.069412618,0.054501321,0.22686387,0.18986279,0.78499815,0.87474389,0.846396,0.90911411,0.98307452,,,,,,
347,7.6503511e-06,0.36823808,0.30653116,0.06170692,0.070290836,0.23084541,0.21567782,0.077113534,0.058570309,0.22235246,0.18418197,0.78140872,0.87318473,0.83671697,0.91686946,0.98189554,,,,,,
348,7.6377962e-06,0.36516665,0.30496369,0.060202951,0.068484845,0.22226798,0.21120533,0.071579405,0.051411125,0.22446408,0.18499117,0.78715843,0.87587105,0.85049659,0.9080086,0.98184127,,,,,,
349,7.6252198e-06,0.37403293,0.31224344,0.061789485,0.070792402,0.23109562,0.21577732,0.072161217,0.057810222,0.22986095,0.18815176,0.76628957,0.86032448,0.82666755,0.9000526,0.98300079,0.33670346,0.80381421,0.88328654,0.85774046,0.92046227,0.98407912
350,7.612622e-06,0.40908353,0.34396445,0.065119074,0.067695509,0.2509783,0.22900303,0.069950812,0.053869699,0.25830126,0.21303664,0.74968689,0.85347668,0.81680109,0.89690699,0.98322651,,,,,,
351,7.600003e-06,0.36432286,0.30422697,0.060095895,0.068798753,0.22812397,0.2090491,0.070948848,0.053868188,0.22384651,0.18412903,0.77979596,0.87146574,0.84083423,0.90845361,0.98362591,,,,,,
352,7.5873627e-06,0.38528716,0.32349259,0.061794574,0.067039927,0.2285348,0.2183192,0.076072912,0.051359459,0.23891972,0.19416248,0.76210102,0.85665437,0.82417857,0.89749538,0.9823794,,,,,,
353,7.5747015e-06,0.34618828,0.28892872,0.057259563,0.067170908,0.22106822,0.1974453,0.065268383,0.055224906,0.21315371,0.17428542,0.78729319,0.87621829,0.84415881,0.91632168,0.98427496,,,,,,
354,7.5620193e-06,0.35424376,0.29684377,0.05739999,0.068108933,0.21946325,0.19807966,0.066191027,0.054764071,0.21959313,0.17970256,0.78265485,0.87492222,0.84957816,0.90317942,0.9838026,,,,,,
355,7.5493164e-06,0.39507062,0.32558504,0.069485573,0.07445987,0.25865079,0.24553523,0.079731089,0.058079281,0.23714706,0.19930271,0.75306758,0.85148318,0.81645286,0.89673468,0.97979832,,,,,,
356,7.5365929e-06,0.32565748,0.27275825,0.052899233,0.061471826,0.20323053,0.18295261,0.061869528,0.052106262,0.20123567,0.16385938,0.80336008,0.88465913,0.8558323,0.92248601,0.98514798,,,,,,
357,7.5238489e-06,0.3341244,0.27635885,0.057765544,0.070973301,0.22108555,0.19806968,0.071072797,0.054712605,0.1998435,0.16386034,0.78772912,0.87710502,0.84770542,0.91108946,0.98220007,,,,,,
358,7.5110844e-06,0.37306929,0.3133109,0.059758396,0.066877634,0.22366203,0.20943765,0.072069145,0.051978481,0.23159287,0.18943339,0.77474936,0.86752662,0.84077943,0.90012602,0.98342459,,,,,,
359,7.4982998e-06,0.38219642,0.31991247,0.062283945,0.066510647,0.23824629,0.21860282,0.070531163,0.054545827,0.23740648,0.19529267,0.76480437,0.86040782,0.82277979,0.9065161,0.98356886,0.32470438,0.80831594,0.88606381,0.86643755,0.91498835,0.98484293
360,7.485495e-06,0.43046587,0.35680607,0.073659799,0.073695534,0.28349025,0.26057866,0.081050986,0.055762759,0.26285835,0.2252891,0.73423462,0.83662919,0.80058938,0.88477658,0.97992572,,,,,,
361,7.4726702e-06,0.36849351,0.30324045,0.065253058,0.080278005,0.24903133,0.22386845,0.07873193,0.061004501,0.21837937,0.1817222,0.77039649,0.8645273,0.82966626,0.90751239,0.9798487,,,,,,
362,7.4598255e-06,0.37358289,0.31363737,0.059945518,0.065200343,0.22527407,0.2108089,0.063420948,0.049943387,0.2354121,0.19511643,0.77471231,0.86810219,0.83939432,0.90163331,0.98525267,,,,,,
363,7.4469611e-06,0.34452637,0.28356368,0.060962691,0.073815684,0.23307356,0.20963721,0.071329039,0.055122522,0.20519503,0.17217873,0.78034017,0.87061136,0.84365117,0.90233583,0.98204803,,,,,,
364,7.4340771e-06,0.38652191,0.32338629,0.063135617,0.061596613,0.24616167,0.22333936,0.068139367,0.048608851,0.2416835,0.20170887,0.75509042,0.85213258,0.82213158,0.88961958,0.98445272,,,,,,
365,7.4211736e-06,0.3629831,0.30350123,0.059481869,0.064244104,0.2262019,0.20873681,0.065295673,0.049132458,0.226046,0.18718761,0.79094566,0.8788748,0.84738451,0.91546383,0.98313515,,,,,,
366,7.4082508e-06,0.36137343,0.30182561,0.059547819,0.067074425,0.22487151,0.207984,0.066388022,0.055026951,0.22339971,0.18488924,0.77593784,0.86903909,0.84084211,0.90204523,0.98385635,,,,,,
367,7.3953088e-06,0.35355721,0.29364014,0.059917066,0.072302206,0.23083762,0.20572482,0.072656092,0.055833743,0.21354815,0.17694443,0.78028567,0.87142445,0.84369452,0.90507349,0.98222469,,,,,,
368,7.3823476e-06,0.36139473,0.30351358,0.057881157,0.063488344,0.22168635,0.20224002,0.064349253,0.052127343,0.22662866,0.18445596,0.77535969,0.86585296,0.83357473,0.90474605,0.98463558,,,,,,
369,7.3693676e-06,0.36630858,0.30714908,0.059159511,0.063341926,0.23269775,0.20595215,0.067447174,0.051145234,0.22840169,0.18676004,0.77901367,0.8681888,0.83235797,0.91395446,0.98426588,0.32956575,0.80947444,0.88656642,0.87654817,0.90513437,0.98520197
