# model=B23TFCUCCMFGMLiteModel tfcu=ccm_lite lora_rank=32 input_size=512 num_clips=4 num_frames=4
# loss=1*dice + 0.5*bce + 0.2*tversky + 0.15*boundary aux=0.05*ccm_mask32 + 0.2*mask128 + 0.1*boundary128
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=1 lr=0.0001 params_total=318243477 params_trainable=14444213
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_aux_boundary128_loss,train_aux_ccm_mask32_loss,train_aux_mask128_loss,train_bce_loss,train_boundary_loss,train_dice_loss,train_tversky_loss,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_iou,val_f1,val_precision,val_recall,val_accuracy
498,5.5856746e-06,0.26327327,0.21410411,0.049169156,0.05770377,0.1932456,0.16868249,0.054369873,0.047960023,0.15379811,0.12963533,0.8046632,0.88721132,0.86103778,0.91990345,0.98610582,,,,,,
499,5.5713968e-06,0.34420874,0.28035578,0.063852956,0.060304452,0.24513281,0.22782935,0.056115755,0.050332374,0.20655994,0.19094052,0.75306008,0.83048023,0.82149814,0.84140806,0.98527015,0.25520478,0.81646319,0.89406689,0.8626795,0.93812523,0.98718919
500,5.5571183e-06,0.30318678,0.24323169,0.059955089,0.067624455,0.23502049,0.20720809,0.064662317,0.055324691,0.17196731,0.15317259,0.77047194,0.86211296,0.84474408,0.88411516,0.98297666,,,,,,
501,5.5428393e-06,0.28361073,0.22824022,0.05537051,0.064663918,0.21760707,0.19011882,0.062909334,0.054483404,0.16119814,0.13707455,0.79040328,0.87712459,0.84762447,0.91210122,0.98253078,,,,,,
502,5.5285597e-06,0.320032,0.26067814,0.059353862,0.058251233,0.23907642,0.20787458,0.058545241,0.044662389,0.19159165,0.16557257,0.78160309,0.86601344,0.84302941,0.89611519,0.98441582,,,,,,
503,5.5142799e-06,0.30966025,0.25136521,0.058295035,0.06101052,0.24038339,0.20087406,0.060525858,0.049611604,0.18246294,0.155988,0.77224736,0.86438705,0.83328229,0.90697244,0.9841973,,,,,,
504,5.5e-06,0.27644124,0.22491323,0.051528015,0.060436326,0.20034664,0.17733525,0.056246844,0.049263971,0.16139714,0.14001531,0.80341905,0.88421733,0.86578916,0.91427458,0.98535159,,,,,,
505,5.4857201e-06,0.2853397,0.23044124,0.054898459,0.06188031,0.21436753,0.18996025,0.064079857,0.048126089,0.16262457,0.14278912,0.79149152,0.87808589,0.86250479,0.89772202,0.98355198,,,,,,
506,5.4714403e-06,0.31257435,0.25512256,0.05745179,0.05268691,0.22331118,0.2050877,0.051624792,0.046483861,0.18909233,0.16622627,0.7625193,0.84935405,0.8276921,0.87497377,0.98755318,,,,,,
507,5.4571607e-06,0.30078704,0.24136371,0.059423327,0.065569822,0.23341844,0.20597711,0.068669812,0.053159709,0.16908335,0.14985746,0.780768,0.86557942,0.84522247,0.89271706,0.98169425,,,,,,
508,5.4428817e-06,0.27010554,0.21991704,0.050188499,0.056994751,0.18988981,0.17497267,0.05076455,0.047463667,0.16053258,0.13441318,0.79803875,0.88120406,0.85111019,0.91864208,0.98582408,,,,,,
509,5.4286032e-06,0.29026548,0.2359163,0.054349178,0.058799248,0.20874011,0.19016123,0.063625499,0.047681494,0.16837793,0.142867,0.78101216,0.87066376,0.84061247,0.90817298,0.98515759,0.26476994,0.8129802,0.89248489,0.88979689,0.90560124,0.98632601
510,5.4143254e-06,0.27736061,0.22302117,0.054339442,0.063013961,0.21483881,0.18648052,0.059780692,0.051042256,0.15732646,0.14074009,0.79241138,0.88034798,0.87083851,0.89228228,0.98365717,,,,,,
511,5.4000485e-06,0.29761061,0.23785602,0.05975459,0.067467106,0.2402626,0.20497374,0.063948834,0.052987755,0.16835642,0.14788509,0.77520485,0.86812081,0.84499591,0.89673582,0.98228731,,,,,,
512,5.3857725e-06,0.26022759,0.2079152,0.052312391,0.065742458,0.20194566,0.17820431,0.058481728,0.053388922,0.14526356,0.12701222,0.80509521,0.88604307,0.86538101,0.91141743,0.98458347,,,,,,
513,5.3714978e-06,0.33271017,0.26797887,0.064731298,0.069642072,0.24890698,0.22660871,0.072397158,0.050805542,0.19072195,0.16718753,0.76056225,0.84593081,0.81868784,0.88843537,0.98177656,,,,,,
514,5.3572243e-06,0.3006981,0.24286665,0.057831453,0.060996509,0.22864209,0.20149849,0.059555964,0.048390519,0.17486484,0.15482627,0.77432524,0.86591373,0.8516238,0.88527462,0.98497737,,,,,,
515,5.3429523e-06,0.31255954,0.25470045,0.057859096,0.052944857,0.24374555,0.20188666,0.05068443,0.042549465,0.19017321,0.16401297,0.76075907,0.85401699,0.82895199,0.89099967,0.9869525,,,,,,
516,5.3286818e-06,0.30305103,0.24155793,0.061493097,0.077100171,0.23300394,0.21066441,0.076900102,0.061564655,0.16478477,0.14544207,0.77934454,0.8678838,0.84682295,0.89190032,0.97846886,,,,,,
517,5.3144131e-06,0.26326871,0.21252757,0.050741136,0.062373083,0.19524589,0.17370766,0.050620722,0.048810668,0.15284869,0.13523461,0.80684011,0.88674112,0.87490177,0.90276176,0.98678099,,,,,,
518,5.3001462e-06,0.29821233,0.23924255,0.058969788,0.066479073,0.2293125,0.20428127,0.067975584,0.056201591,0.16716039,0.14832066,0.77883564,0.8658684,0.84734224,0.89113462,0.98220886,,,,,,
519,5.2858814e-06,0.31880037,0.25710605,0.061694325,0.064297512,0.2429375,0.21558848,0.064854173,0.052851205,0.18420443,0.16273425,0.76226686,0.85227681,0.83059269,0.88116953,0.98278367,0.2528519,0.81637745,0.89407759,0.8754494,0.92390873,0.98719376
520,5.2716187e-06,0.31968719,0.25713738,0.062549805,0.073722277,0.23993458,0.21590423,0.069115331,0.052674995,0.1823229,0.16177784,0.77068729,0.85982702,0.83545533,0.89959435,0.9825661,,,,,,
521,5.2573583e-06,0.2520234,0.19911616,0.052907233,0.069658576,0.20611668,0.1781777,0.061875395,0.061123897,0.13480732,0.12101278,0.8089164,0.89016978,0.874204,0.90811147,0.98248231,,,,,,
522,5.2431004e-06,0.27167838,0.21971203,0.051966345,0.059716134,0.20363628,0.17906458,0.056797603,0.048705817,0.1569498,0.13528778,0.79528561,0.88012723,0.85641336,0.90760321,0.98524071,,,,,,
523,5.228845e-06,0.30924912,0.24829968,0.060949441,0.067113678,0.23887137,0.21147251,0.059136845,0.051238122,0.17855413,0.16245704,0.77167807,0.86082784,0.84597236,0.88004842,0.98410521,,,,,,
524,5.2145924e-06,0.33499345,0.27007739,0.064916056,0.066768664,0.26041367,0.22609253,0.062826587,0.054400552,0.19527488,0.17614567,0.75319593,0.85473966,0.83715788,0.87519011,0.98322312,,,,,,
525,5.2003426e-06,0.29484368,0.23348976,0.061353921,0.073609517,0.23538064,0.21111968,0.069599734,0.05539104,0.16103135,0.14674942,0.78048278,0.86779724,0.85838316,0.88671089,0.98088058,,,,,,
526,5.1860959e-06,0.25167025,0.20306923,0.048601017,0.058917918,0.19112232,0.16576555,0.052963016,0.052913672,0.14357767,0.12536501,0.80805104,0.89179634,0.87543706,0.90984209,0.98610249,,,,,,
527,5.1718523e-06,0.26588889,0.21421,0.051678893,0.062528172,0.19969133,0.17720754,0.053656073,0.053903815,0.1523644,0.13465996,0.79867176,0.88235667,0.86674071,0.90169514,0.9852198,,,,,,
528,5.157612e-06,0.25630337,0.20558678,0.050716592,0.062823902,0.19304727,0.17390919,0.05624621,0.05489846,0.14407918,0.12574863,0.80384188,0.88786036,0.86862328,0.91070656,0.98423258,,,,,,
529,5.1433752e-06,0.3111053,0.25427074,0.056834557,0.0568496,0.22949782,0.19837352,0.056035181,0.048731356,0.18630178,0.16320834,0.76976023,0.86054072,0.83912042,0.89504042,0.98689966,0.25237556,0.81867686,0.89600638,0.88314806,0.91856772,0.98711078
530,5.129142e-06,0.30885443,0.24663096,0.062223475,0.070608651,0.24827968,0.21374312,0.065942939,0.053583747,0.17450362,0.15559152,0.78088197,0.86036496,0.83463004,0.90239308,0.98295015,,,,,,
531,5.1149125e-06,0.33195655,0.26788858,0.064067966,0.065873434,0.25955559,0.22251421,0.06333357,0.054447274,0.19382489,0.17114909,0.75272592,0.84699834,0.82214293,0.88305096,0.98286826,,,,,,
532,5.1006868e-06,0.30760803,0.2505951,0.05701293,0.052591575,0.22966032,0.20135378,0.0491599,0.043883807,0.1863201,0.16556235,0.77324075,0.85387992,0.83637139,0.87482983,0.98740412,,,,,,
533,5.0864652e-06,0.31261514,0.25014738,0.062467755,0.068771361,0.24061489,0.21779936,0.070931812,0.054356118,0.17510264,0.15712708,0.76979315,0.86116948,0.84911101,0.88182942,0.981615,,,,,,
534,5.0722478e-06,0.3070256,0.24539086,0.06163474,0.068660823,0.23170209,0.21591776,0.072212354,0.051206952,0.17099276,0.15305442,0.77464122,0.85949227,0.84011911,0.88488152,0.98103167,,,,,,
535,5.0580347e-06,0.32718211,0.26717502,0.060007088,0.051807341,0.23520264,0.21533111,0.046667556,0.044528437,0.20081953,0.18171225,0.76255398,0.8356562,0.81851043,0.85705962,0.98732239,,,,,,
536,5.043826e-06,0.32128154,0.25933872,0.061942816,0.066269142,0.23905611,0.21681547,0.071170337,0.052220439,0.18354327,0.16188604,0.77308372,0.86156449,0.83553995,0.89877078,0.98144353,,,,,,
537,5.0296219e-06,0.31565405,0.25356358,0.062090481,0.068351512,0.23737102,0.21693389,0.064987001,0.053053925,0.18076211,0.16174938,0.7689996,0.85301976,0.83009014,0.87947025,0.98200537,,,,,,
538,5.0154226e-06,0.28902224,0.23024853,0.058773701,0.07138561,0.23196259,0.20018505,0.064912625,0.05772622,0.15979421,0.14669538,0.79117395,0.87224398,0.85585271,0.9069387,0.98297386,,,,,,
539,5.0012281e-06,0.30644092,0.24405382,0.062387103,0.071682152,0.23666095,0.2169292,0.06920903,0.059888121,0.16961125,0.15427416,0.76601575,0.85480556,0.83767191,0.88623031,0.98089794,0.24901614,0.81667855,0.89447832,0.87693452,0.9229575,0.98717778
540,4.9870387e-06,0.34735,0.27950209,0.067847903,0.063110629,0.26829027,0.24061163,0.057745954,0.052598556,0.20469663,0.1902135,0.77348598,0.82349342,0.81003296,0.83928869,0.98356393,,,,,,
541,4.9728544e-06,0.29275805,0.23316989,0.059588158,0.071857142,0.23485297,0.20329897,0.068755529,0.057265771,0.16139825,0.14402003,0.78020717,0.86913089,0.85001929,0.89287333,0.98179862,,,,,,
542,4.9586754e-06,0.30939006,0.24871384,0.060676221,0.064311237,0.24156406,0.21083446,0.060960248,0.050007951,0.1783453,0.1619361,0.77686067,0.86540682,0.84911225,0.89218163,0.98406957,,,,,,
543,4.9445019e-06,0.25086101,0.20246362,0.048397381,0.055674654,0.19050432,0.16652349,0.05280191,0.046437708,0.14436135,0.1236783,0.80447839,0.88764208,0.86562457,0.91707866,0.98626541,,,,,,
544,4.930334e-06,0.30059884,0.24200802,0.05859082,0.061934351,0.23077921,0.20429212,0.060074052,0.049813107,0.17311399,0.15692523,0.77190394,0.86110978,0.85157075,0.87584301,0.98450702,,,,,,
545,4.9161718e-06,0.2798589,0.22669724,0.053161662,0.058921343,0.20799279,0.18434943,0.056689485,0.046381675,0.1633387,0.14028274,0.79022045,0.87709475,0.85232987,0.90870243,0.98541775,,,,,,
546,4.9020155e-06,0.28194235,0.22604151,0.055900842,0.060635408,0.2245819,0.19304103,0.055185593,0.050899968,0.16217324,0.1432024,0.78205529,0.86717863,0.84382859,0.90338861,0.98506985,,,,,,
547,4.8878652e-06,0.32535329,0.26134801,0.064005275,0.06416214,0.25034114,0.22536001,0.070367189,0.049206832,0.18579422,0.16494586,0.75307351,0.84516431,0.82268184,0.88862975,0.98209136,,,,,,
548,4.873721e-06,0.3299588,0.26350243,0.066456371,0.065838336,0.26777457,0.23241904,0.062208033,0.047583012,0.19095095,0.17155008,0.74945407,0.8463318,0.82648123,0.87083887,0.98360078,,,,,,
549,4.8595832e-06,0.32363741,0.25978373,0.06385368,0.0660795,0.25658183,0.22208319,0.066544205,0.053070268,0.18508311,0.16733989,0.75328765,0.84602686,0.82996958,0.86660621,0.98219318,0.26358767,0.80828229,0.88999026,0.88691122,0.90380194,0.98600563
550,4.8454519e-06,0.30727746,0.24566855,0.061608917,0.065858978,0.24509836,0.2138405,0.065298534,0.054156369,0.17384078,0.15527525,0.76171818,0.85580347,0.83325654,0.88208785,0.98299456,,,,,,
551,4.8313271e-06,0.30370923,0.24494937,0.05875986,0.058962762,0.23420948,0.20576555,0.057314963,0.04979066,0.1772136,0.15804848,0.77073329,0.86019447,0.84113982,0.88498405,0.98530108,,,,,,
552,4.817209e-06,0.26205609,0.20923161,0.052824475,0.063442119,0.21260889,0.17924909,0.058247822,0.052775251,0.14631891,0.1293625,0.80599121,0.88335751,0.86394476,0.90486415,0.98365663,,,,,,
553,4.8030979e-06,0.3052598,0.24685242,0.058407386,0.05986788,0.23325253,0.20378985,0.055659661,0.052646759,0.17899818,0.16063695,0.76797554,0.85371161,0.83531042,0.88831307,0.98460801,,,,,,
554,4.7889937e-06,0.30602652,0.24600895,0.060017569,0.065591251,0.22929729,0.20996789,0.063376149,0.054090505,0.17477815,0.15714573,0.76804886,0.85889427,0.83866536,0.8918322,0.98355287,,,,,,
555,4.7748967e-06,0.34790868,0.2808873,0.067021381,0.065406594,0.26006467,0.23738744,0.061211531,0.051202902,0.20501608,0.1879251,0.74785109,0.82680156,0.81155217,0.84579485,0.9836215,,,,,,
556,4.760807e-06,0.30809849,0.24386497,0.06423352,0.076846026,0.26065239,0.21758148,0.073508692,0.063759223,0.16753272,0.15007008,0.76322577,0.86072934,0.83830845,0.88611882,0.97873526,,,,,,
557,4.7467248e-06,0.27607705,0.22223262,0.053844431,0.058623863,0.21417095,0.18636748,0.05531158,0.047817341,0.1592447,0.14079763,0.78961223,0.87605108,0.85860744,0.89948403,0.98427633,,,,,,
558,4.7326501e-06,0.3254092,0.2625914,0.062817791,0.056421394,0.2561978,0.22182881,0.054726524,0.0449358,0.19364155,0.17423113,0.75370839,0.83662199,0.81334008,0.86456329,0.98643303,,,,,,
559,4.7185832e-06,0.28400408,0.22721157,0.056792508,0.067695747,0.21612979,0.19608221,0.063127418,0.056567782,0.15887334,0.1414468,0.78338146,0.86887938,0.84727281,0.89515893,0.98293845,0.24194223,0.81767299,0.8949711,0.86438943,0.93854993,0.98742613
560,4.7045241e-06,0.2799128,0.22463434,0.055278467,0.057904549,0.22460337,0.19128921,0.054850152,0.049762782,0.16138355,0.14180646,0.77654488,0.86768225,0.84315544,0.89774308,0.98518848,,,,,,
561,4.6904731e-06,0.31794367,0.25458797,0.063355696,0.065073516,0.25110166,0.22146631,0.059516569,0.053315204,0.18299459,0.16918908,0.77366069,0.84195491,0.82476642,0.8767856,0.98399162,,,,,,
562,4.6764302e-06,0.27423865,0.22034778,0.053890871,0.061106573,0.2066803,0.18723099,0.056163091,0.054396551,0.15589299,0.14106881,0.79634306,0.87078182,0.85563642,0.88892875,0.98410705,,,,,,
563,4.6623956e-06,0.31166145,0.24966246,0.061998995,0.06245614,0.24790941,0.21678955,0.062560147,0.051458328,0.17851875,0.16072444,0.76230202,0.84768458,0.82547655,0.87462547,0.98440078,,,,,,
564,4.6483694e-06,0.28693151,0.23100555,0.055925959,0.057816468,0.22011526,0.19569274,0.062928785,0.046967882,0.16418966,0.14153158,0.78396825,0.86696432,0.83695556,0.90568449,0.98435736,,,,,,
565,4.6343518e-06,0.28258442,0.2271024,0.055482023,0.060514791,0.21344097,0.19379247,0.057128367,0.049511784,0.16238143,0.14365008,0.77651235,0.86735743,0.84539291,0.8926607,0.98433056,,,,,,
566,4.6203429e-06,0.27583837,0.21976715,0.056071227,0.071089367,0.20933965,0.19247653,0.06404803,0.051379159,0.15292278,0.13556738,0.79716145,0.88163776,0.86512858,0.90089938,0.98288565,,,,,,
567,4.6063429e-06,0.28962231,0.23209177,0.057530539,0.060545514,0.22902856,0.2001228,0.055255031,0.052159858,0.16642187,0.15109207,0.7727109,0.86308816,0.84935975,0.87989621,0.9854984,,,,,,
568,4.5923519e-06,0.29259912,0.23522614,0.057372974,0.05970255,0.22825555,0.1999497,0.057355037,0.049814938,0.16902141,0.15027484,0.7779994,0.85753813,0.83247356,0.91073814,0.98426851,,,,,,
569,4.57837e-06,0.28382566,0.22596484,0.057860816,0.065331379,0.22604738,0.20012654,0.064974686,0.054641216,0.15708949,0.14095915,0.78188615,0.86734712,0.8480181,0.89347774,0.982536,0.24410553,0.81919013,0.89567055,0.87724595,0.92572881,0.98729472
570,4.5643974e-06,0.29003569,0.23312679,0.056908903,0.054794669,0.2313058,0.19932073,0.050315833,0.048097386,0.16997795,0.15388155,0.77526771,0.85679657,0.83910416,0.87865171,0.98669456,,,,,,
571,4.5504342e-06,0.25261728,0.20235037,0.050266915,0.058581238,0.1960721,0.17302593,0.054889606,0.050952023,0.14199736,0.126327,0.80302739,0.88461777,0.86718488,0.90669708,0.98524402,,,,,,
572,4.5364806e-06,0.31286783,0.25251857,0.060349256,0.060249983,0.23169953,0.2136964,0.060462992,0.047359299,0.18280719,0.16187997,0.76385526,0.85688029,0.82984923,0.89470849,0.98476308,,,,,,
573,4.5225367e-06,0.30799787,0.24409867,0.063899196,0.075335849,0.25008582,0.21930659,0.067934344,0.061033938,0.17002737,0.15474519,0.76740582,0.8502865,0.8279329,0.87788179,0.98089924,,,,,,
574,4.5086026e-06,0.33755706,0.26355115,0.074005906,0.078787435,0.25731212,0.26630778,0.094539883,0.060984636,0.17448052,0.16326495,0.77270512,0.86602882,0.86015282,0.8781279,0.97560078,,,,,,
575,4.4946785e-06,0.30025988,0.24005635,0.060203535,0.064167771,0.2411742,0.20864024,0.0615297,0.052920349,0.17080975,0.15271847,0.76452581,0.85743547,0.83605574,0.8943202,0.98383522,,,,,,
576,4.4807645e-06,0.29771906,0.23807694,0.059642121,0.063958147,0.23539999,0.20738153,0.060913401,0.049208797,0.16932975,0.15454589,0.76932534,0.86046318,0.84698763,0.87614487,0.98372704,,,,,,
577,4.4668608e-06,0.2978207,0.23843924,0.059381458,0.06986041,0.23481138,0.20327424,0.065653009,0.05583006,0.16775951,0.14739356,0.7706887,0.86399661,0.83726125,0.89627793,0.98253256,,,,,,
578,4.4529675e-06,0.30539672,0.24634978,0.059046948,0.054810126,0.24173133,0.20739684,0.052431765,0.047240992,0.18077484,0.16136449,0.7640827,0.85126991,0.82571714,0.90587269,0.98645042,,,,,,
579,4.4390848e-06,0.2567054,0.20505443,0.051650973,0.061467662,0.20077114,0.17732825,0.05550101,0.049685953,0.14434375,0.12753639,0.80008796,0.88310392,0.86334886,0.90735302,0.9850708,0.25159698,0.81097791,0.89102046,0.8703878,0.92514241,0.98654125
580,4.4252127e-06,0.33616537,0.26983939,0.066325976,0.061964074,0.26988854,0.2331757,0.060316953,0.052622637,0.19588876,0.17949377,0.74578738,0.82868096,0.80877847,0.8570049,0.98331652,,,,,,
581,4.4113515e-06,0.31029187,0.24639464,0.063897226,0.072451617,0.25693155,0.21902743,0.067834507,0.058686489,0.17279231,0.15441053,0.75807711,0.85368423,0.8272576,0.88868859,0.98088379,,,,,,
582,4.3975012e-06,0.33454616,0.26765109,0.066895072,0.064687896,0.25783457,0.23767276,0.063631172,0.050492906,0.19326023,0.17500667,0.74554106,0.83288809,0.80668825,0.86912216,0.98203513,,,,,,
583,4.383662e-06,0.26031997,0.20854468,0.051775279,0.057423788,0.20882515,0.17795821,0.053352087,0.052766286,0.14784277,0.13055465,0.79161726,0.88018223,0.85854053,0.9046668,0.98552589,,,,,,
584,4.3698341e-06,0.27555717,0.22005746,0.055499711,0.060696238,0.2169903,0.19290285,0.059031948,0.050713961,0.15575139,0.13591504,0.78167942,0.87201645,0.84481961,0.90443087,0.9837794,,,,,,
585,4.3560175e-06,0.30692286,0.24847088,0.058451983,0.055980318,0.22722261,0.2074641,0.052581914,0.047578552,0.1822591,0.1639202,0.78146898,0.86675953,0.84333194,0.90620429,0.98637686,,,,,,
586,4.3422125e-06,0.28233655,0.22620702,0.056129524,0.059849222,0.22262092,0.19506778,0.055460926,0.051306094,0.16181974,0.1448045,0.77980007,0.86720908,0.84665303,0.89366601,0.98575214,,,,,,
587,4.3284191e-06,0.33439896,0.27019315,0.064205819,0.055249233,0.25505533,0.22964064,0.054717126,0.045853493,0.19938667,0.18284945,0.74861831,0.83166995,0.81170239,0.87336481,0.98543854,,,,,,
588,4.3146375e-06,0.37382707,0.29791936,0.075907706,0.071374163,0.29767695,0.2694322,0.07372875,0.055246299,0.21248203,0.20143008,0.71780948,0.80972718,0.80120576,0.82387363,0.98090541,,,,,,
589,4.3008678e-06,0.26762421,0.21124948,0.056374736,0.069322481,0.23094392,0.18947645,0.064289411,0.055901223,0.14502404,0.12847775,0.79384583,0.87986307,0.85804451,0.90642959,0.98250577,0.25416987,0.80845807,0.8893972,0.86599256,0.92674965,0.98650066
590,4.2871103e-06,0.30403965,0.24362299,0.060416666,0.06219673,0.24589316,0.20951167,0.058665062,0.051251438,0.17525963,0.15671554,0.76796668,0.85679295,0.8336014,0.89005148,0.98405148,,,,,,
591,4.2733649e-06,0.27087107,0.21730545,0.053565614,0.05976118,0.21169274,0.18502429,0.053684013,0.046852717,0.15590478,0.13765377,0.79179106,0.87453412,0.85521246,0.90094051,0.98568579,,,,,,
592,4.2596319e-06,0.37925977,0.3065398,0.072719972,0.055274511,0.28235937,0.26537276,0.062048849,0.044572777,0.22687416,0.20977644,0.71532365,0.79275946,0.76916925,0.82335229,0.98438317,,,,,,
593,4.2459114e-06,0.35806786,0.28818427,0.069883595,0.058629499,0.27832478,0.25052203,0.05795185,0.045977312,0.21340815,0.194518,0.72025871,0.81378271,0.7876509,0.84459753,0.9841548,,,,,,
594,4.2322035e-06,0.34305074,0.27437603,0.068674712,0.064689685,0.26343866,0.24516904,0.062891487,0.0509507,0.19823436,0.18526656,0.74080684,0.82429857,0.8102126,0.8446114,0.98316151,,,,,,
595,4.2185084e-06,0.25501605,0.20347193,0.051544124,0.061041345,0.20001689,0.17719572,0.055191262,0.054139753,0.14200753,0.12873903,0.79911817,0.88367999,0.87463956,0.8982792,0.98559812,,,,,,
596,4.2048262e-06,0.31499119,0.24783537,0.067155818,0.074502203,0.24878379,0.23633204,0.076120105,0.05228092,0.17109455,0.15419316,0.7647957,0.85719039,0.8392103,0.88234343,0.97771889,,,,,,
597,4.191157e-06,0.26339478,0.20874592,0.054648859,0.067023545,0.21940824,0.18488046,0.063930478,0.054159573,0.14280087,0.12927939,0.7964727,0.88346795,0.86928449,0.89909788,0.98250173,,,,,,
598,4.177501e-06,0.38995687,0.31270579,0.077251076,0.067988211,0.30704624,0.27549971,0.074008728,0.054849909,0.22632695,0.20573492,0.70881782,0.80111758,0.7736508,0.83750876,0.98002872,,,,,,
599,4.1638583e-06,0.3130116,0.24994901,0.063062591,0.066409116,0.24839955,0.2200085,0.061172642,0.052413742,0.17910578,0.16197423,0.763672,0.84637523,0.82579938,0.87508749,0.98260644,0.23929749,0.82176252,0.89740769,0.87476442,0.9314811,0.98729646
600,4.1502291e-06,0.29209752,0.23508756,0.057009957,0.062587165,0.2222059,0.19820472,0.060945785,0.05024352,0.16771241,0.14682865,0.77572857,0.86389359,0.83655072,0.9084579,0.98293823,,,,,,
601,4.1366135e-06,0.27582889,0.21942637,0.056402524,0.065830209,0.21843299,0.19448926,0.06483447,0.052164119,0.15165284,0.13765837,0.79196061,0.87585524,0.86246674,0.89270605,0.98266856,,,,,,
602,4.1230116e-06,0.28037702,0.22301943,0.057357586,0.063145343,0.22686516,0.19849897,0.05943535,0.054077886,0.15692259,0.14133739,0.77812437,0.86768729,0.84805452,0.89086455,0.98366378,,,,,,
603,4.1094235e-06,0.37165615,0.29783996,0.073816193,0.071964015,0.29752526,0.25871763,0.067331469,0.053284037,0.21687265,0.19654484,0.72632277,0.82475432,0.79778783,0.86088002,0.98230394,,,,,,
604,4.0958495e-06,0.30657273,0.24477379,0.061798929,0.064433344,0.24377963,0.21583306,0.059784733,0.055830421,0.17432332,0.16091771,0.76289548,0.85410971,0.83576822,0.89863472,0.98335454,,,,,,
605,4.0822896e-06,0.32228432,0.25629282,0.065991499,0.068559996,0.2690199,0.22842251,0.06640543,0.054295716,0.18136056,0.16792595,0.74810296,0.84370209,0.82932821,0.86141023,0.98198697,,,,,,
606,4.068744e-06,0.29412645,0.23601873,0.058107719,0.062672503,0.23393259,0.20071919,0.058007106,0.054546092,0.16883913,0.14997067,0.77196537,0.86275304,0.84084695,0.88903027,0.98459558,,,,,,
607,4.0552128e-06,0.26880532,0.21372586,0.055079461,0.066581696,0.21318235,0.18881086,0.059377529,0.054239496,0.14894626,0.13477454,0.79252487,0.87854799,0.86396439,0.89561227,0.98384905,,,,,,
608,4.0416961e-06,0.2792218,0.22303333,0.056188472,0.057329571,0.22432979,0.19619512,0.054569336,0.050943153,0.1592971,0.14405039,0.78439915,0.86610448,0.84774129,0.88864825,0.98539254,,,,,,
609,4.0281942e-06,0.29207317,0.23311526,0.058957906,0.065533094,0.23644465,0.20291182,0.063068436,0.053690491,0.16495351,0.14286979,0.77056594,0.86400474,0.8325701,0.90163519,0.98301957,0.24942091,0.8174737,0.89524258,0.87736986,0.92392292,0.98701604
610,4.014707e-06,0.21129217,0.1664457,0.044846466,0.062188088,0.17642104,0.14903302,0.052962289,0.056006814,0.11164703,0.099582509,0.83691626,0.90847946,0.89262546,0.92733708,0.98487113,,,,,,
611,4.0012348e-06,0.34119246,0.27096132,0.070231149,0.072117327,0.267295,0.24827333,0.070610906,0.048976384,0.19272165,0.17793875,0.74821898,0.83754379,0.82587251,0.85540688,0.98022594,,,,,,
612,3.9877777e-06,0.25435237,0.20152275,0.052829618,0.067793936,0.20177016,0.17980858,0.062675255,0.050327709,0.13786798,0.12383997,0.80836747,0.88979027,0.8719123,0.91019773,0.9830334,,,,,,
613,3.9743359e-06,0.29356473,0.2342376,0.05932713,0.058783379,0.24508584,0.20597249,0.056430634,0.050856844,0.16817587,0.15108939,0.7733839,0.85989563,0.83899701,0.88518968,0.98505599,,,,,,
614,3.9609094e-06,0.33559849,0.26748092,0.068117563,0.06790942,0.27150922,0.23875579,0.068874147,0.056909647,0.19038667,0.17060366,0.74104724,0.83283868,0.80467079,0.87274145,0.97965825,,,,,,
615,3.9474983e-06,0.32250012,0.25701858,0.065481542,0.062920395,0.26382936,0.22999017,0.064239573,0.052124937,0.1836953,0.16692373,0.76128307,0.84673501,0.831203,0.87256349,0.98233668,,,,,,
616,3.934103e-06,0.26726006,0.21304141,0.054218657,0.062895635,0.21088994,0.18692298,0.060539483,0.04935458,0.14856575,0.13401367,0.79141959,0.87889329,0.8645854,0.89703389,0.98382511,,,,,,
617,3.9207234e-06,0.27823585,0.22129338,0.056942472,0.069902037,0.22526868,0.19344417,0.059765384,0.052890198,0.15538115,0.14048002,0.79553835,0.88134455,0.86431455,0.90146776,0.98367151,,,,,,
618,3.9073597e-06,0.31606582,0.25114875,0.064917069,0.071124282,0.25507663,0.22525403,0.068750186,0.052748244,0.1763974,0.16232007,0.75634392,0.84857977,0.83416682,0.86828273,0.98157482,,,,,,
619,3.894012e-06,0.28964014,0.23100346,0.058636677,0.060384095,0.23157833,0.20509675,0.061635643,0.051059631,0.16347223,0.14527237,0.77780623,0.8586212,0.83151007,0.89018747,0.9837889,0.24146653,0.82109479,0.89729408,0.88346712,0.92065063,0.98723676
620,3.8806805e-06,0.2736724,0.21836403,0.055308378,0.061350706,0.2207786,0.19067188,0.057541264,0.050145904,0.15429669,0.1388741,0.78644374,0.8730663,0.8559792,0.89358005,0.98427169,,,,,,
