# model=B23VideoMTWindowModel tfcu=videomt_window_final lora_rank=32 input_size= num_clips=1 num_frames=5
# loss=videomt_query_mask + 1*query_mask aux=
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=1 lr=0.0001 params_total=309258322 params_trainable=6104146
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_query_bce,train_loss_query_dice,train_loss_query_no_object,train_loss_query_weight_scale,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_videomt_enabled,train_videomt_final,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_query_bce,val_loss_query_dice,val_loss_query_no_object,val_loss_query_weight_scale,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_videomt_enabled,val_videomt_final
79,1.8722652e-05,0.32054925,0.32054925,,,,,,,,,,,,,,,,,,,,,0.32054925,,0.068686352,,0.1669995,0.077726206,0.042370099,0.22637038,0.0070989678,1,,,0.75649961,0.85222917,0.82799523,0.88241043,0.98274069,1,1,0.67349184,0.67349184,,,,,,,,,,,,,,,,,,,,,0.67349184,,0.24588364,,0.27740779,0.14599595,0.14199285,0.33404995,0.0017554792,1,,,0.62918313,0.74902438,0.79786184,0.74879233,0.96833431,1,1
80,1.8704335e-05,0.33680409,0.33680409,,,,,,,,,,,,,,,,,,,,,0.33680409,,0.076697535,,0.17164237,0.086015509,0.047313263,0.23207363,0.0069466158,1,,,0.75147353,0.84661672,0.82753412,0.87313437,0.9811619,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1.8686017e-05,0.33426844,0.33426844,,,,,,,,,,,,,,,,,,,,,0.33426844,,0.071527083,,0.17665366,0.081741484,0.042854205,0.22921312,0.0076085841,1,,,0.75209452,0.84221332,0.8194592,0.87386843,0.9818942,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1.8667696e-05,0.31308055,0.31308055,,,,,,,,,,,,,,,,,,,,,0.31308055,,0.077283313,,0.15485152,0.090886426,0.050601859,0.20285685,0.007275612,1,,,0.76945154,0.86360414,0.84071967,0.89114243,0.97995173,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1.8649373e-05,0.39164532,0.39164532,,,,,,,,,,,,,,,,,,,,,0.39164532,,0.083716009,,0.21125265,0.089417473,0.049561392,0.25660875,0.007094887,1,,,0.70675354,0.81165149,0.78549674,0.84718597,0.97940331,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,1.8631049e-05,0.33470665,0.33470665,,,,,,,,,,,,,,,,,,,,,0.33470665,,0.074175259,,0.17216457,0.086131472,0.04541171,0.23350544,0.0077020352,1,,,0.75103028,0.84603701,0.82391041,0.87500355,0.98114222,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1.8612722e-05,0.34919215,0.34919215,,,,,,,,,,,,,,,,,,,,,0.34919215,,0.073649235,,0.18590005,0.084118792,0.044818083,0.2387525,0.0073148287,1,,,0.73703254,0.8352574,0.81493144,0.86400419,0.98183599,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1.8594394e-05,0.3142147,0.3142147,,,,,,,,,,,,,,,,,,,,,0.3142147,,0.070858433,,0.16506359,0.081066648,0.043050048,0.20310769,0.007840492,1,,,0.76049856,0.85092476,0.83340681,0.87728064,0.98276381,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1.8576063e-05,0.32186005,0.32186005,,,,,,,,,,,,,,,,,,,,,0.32186005,,0.073388131,,0.16334119,0.086222459,0.044422029,0.22304871,0.011567602,1,,,0.75856107,0.85145444,0.82758395,0.88066461,0.98151086,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1.855773e-05,0.27510192,0.27510192,,,,,,,,,,,,,,,,,,,,,0.27510192,,0.064799004,,0.1364444,0.078372167,0.040383341,0.19105273,0.010181602,1,,,0.79292513,0.87883064,0.86188675,0.89901816,0.98357385,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
