epoch,lr,train_loss,train_main_loss,train_aux_loss,train_adapter_mask32_loss,train_adapter_boundary32_loss,train_tcu_momentary_loss,train_tcu_gradual_loss,train_tcu_cumulative_loss,train_sumi_sufficiency_loss,train_sumi_ib_kl,train_sumi_source_adv_loss,train_background_suppression_loss,train_sumi_loss,train_adapter_alpha,train_adapter_gate_mean,train_tcu_alpha,train_tcu_gate_momentary_mean,train_tcu_gate_gradual_mean,train_tcu_gate_cumulative_mean,train_tcu_quality_mean,train_ttf_alpha,train_ttf_residual_energy,train_loss_total,train_loss_seg,train_loss_bce,train_loss_focal_bce,train_loss_dice,train_loss_edge,train_loss_tda,train_tda_weight,train_iou,train_f1,train_precision,train_recall,train_accuracy,train_temporal_encoder_enabled,train_ttf_enabled,train_ttf_patch_count,train_ttf_temporal_len,val_loss,val_main_loss,val_aux_loss,val_adapter_mask32_loss,val_adapter_boundary32_loss,val_tcu_momentary_loss,val_tcu_gradual_loss,val_tcu_cumulative_loss,val_sumi_sufficiency_loss,val_sumi_ib_kl,val_sumi_source_adv_loss,val_background_suppression_loss,val_sumi_loss,val_adapter_alpha,val_adapter_gate_mean,val_tcu_alpha,val_tcu_gate_momentary_mean,val_tcu_gate_gradual_mean,val_tcu_gate_cumulative_mean,val_tcu_quality_mean,val_ttf_alpha,val_ttf_residual_energy,val_loss_total,val_loss_seg,val_loss_bce,val_loss_focal_bce,val_loss_dice,val_loss_edge,val_loss_tda,val_tda_weight,val_iou,val_f1,val_precision,val_recall,val_accuracy,val_temporal_encoder_enabled,val_ttf_enabled,val_ttf_patch_count,val_ttf_temporal_len
374,7.3041874e-06,0.098131532,0.098131532,,,,,,,,,,,,,,,,,,,0.019011434,7.6321044e-05,0.098131532,0.096620156,,0.019110267,0.17413004,,0.03022752,0.05,0.77692683,0.8706374,0.84445057,0.90149324,0.98425059,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,7.2910963e-06,0.090782534,0.090782534,,,,,,,,,,,,,,,,,,,0.019008382,7.8973856e-05,0.090782534,0.089227243,,0.019455337,0.15899915,,0.031105826,0.05,0.80098426,0.88261064,0.86456826,0.90264337,0.98482185,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,7.2779873e-06,0.089682537,0.089682537,,,,,,,,,,,,,,,,,,,0.01905009,7.4547387e-05,0.089682537,0.088082099,,0.019163414,0.15700078,,0.03200877,0.05,0.79278339,0.8808636,0.85036633,0.9154806,0.98328067,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,7.2648603e-06,0.098073668,0.098073668,,,,,,,,,,,,,,,,,,,0.019093831,8.2781126e-05,0.098073668,0.096551107,,0.017728699,0.17537351,,0.030451231,0.05,0.784658,0.87468843,0.84827236,0.90764024,0.98499184,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,7.2517155e-06,0.092784234,0.092784234,,,,,,,,,,,,,,,,,,,0.019023641,7.4911412e-05,0.092784234,0.091049856,,0.020599673,0.16150004,,0.03468755,0.05,0.79066451,0.87876829,0.86594601,0.89486851,0.98304183,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,7.2385531e-06,0.090109405,0.090109405,,,,,,,,,,,,,,,,,,,0.018954468,6.6001208e-05,0.090109405,0.088493788,,0.019442193,0.15754538,,0.032312348,0.05,0.7916996,0.88028839,0.85421217,0.90948205,0.98366621,1,1,1024,4,0.096079615,0.096079615,,,,,,,,,,,,,,,,,,,0.018958474,5.4434697e-05,0.096079615,0.094659657,,0.02477168,0.16454763,,0.028399177,0.05,0.78259431,0.86618167,0.85400756,0.90025602,0.98321328,1,1,1024,4
380,7.2253731e-06,0.090623967,0.090623967,,,,,,,,,,,,,,,,,,,0.018962606,6.5647799e-05,0.090623967,0.089257787,,0.016701796,0.16181378,,0.027323599,0.05,0.79438057,0.88094418,0.85503777,0.9103193,0.98669201,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,7.2121759e-06,0.082544195,0.082544195,,,,,,,,,,,,,,,,,,,0.019032796,6.6633794e-05,0.082544195,0.080974534,,0.0171542,0.14479487,,0.031393228,0.05,0.81358333,0.89351668,0.87212217,0.91754825,0.98510888,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,7.1989613e-06,0.084509158,0.084509158,,,,,,,,,,,,,,,,,,,0.019117228,7.5426786e-05,0.084509158,0.083176483,,0.01618384,0.15016913,,0.026653503,0.05,0.80506416,0.88757396,0.8604145,0.92028275,0.98712811,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,7.1857297e-06,0.092911416,0.092911416,,,,,,,,,,,,,,,,,,,0.019263713,8.2023564e-05,0.092911416,0.091311696,,0.018773238,0.16385015,,0.031994418,0.05,0.79126021,0.87944099,0.85327943,0.91012576,0.9839123,1,1,1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
