# model=B23TFCUCCMFGMLiteModel tfcu=ccm_fgm_forensic_gated_lite lora_rank=32 input_size=512 num_clips=2 num_frames=4
# loss=1*dice + 0.5*bce + 0.2*tversky + 0.15*boundary aux=0.05*ccm_mask32 + 0.03*fgm_mask32 + 0.2*mask128 + 0.1*boundary128
# train_samples=DAVIS-VI_tra_DVI_30.npy;DAVIS-VI_tra_CPNET_30.npy val_samples=DAVIS-VI_val_DVI_20.npy;DAVIS-VI_val_CPNET_20.npy
# batch_size=1 lr=0.0001 params_total=318326648 params_trainable=15021176
epoch,lr,train_loss,train_main_loss,train_aux_loss,train_aux_boundary128_loss,train_aux_ccm_mask32_loss,train_aux_fgm_mask32_loss,train_aux_mask128_loss,train_bce_loss,train_boundary_loss,train_dice_loss,train_tversky_loss,train_iou,train_f1,train_precision,train_recall,train_accuracy,val_loss,val_iou,val_f1,val_precision,val_recall,val_accuracy
96,9.8295919e-06,0.22753568,0.17394216,0.053593516,0.050698456,0.18752428,0.20331761,0.16523964,0.045635728,0.047434584,0.12114442,0.11432342,0.81368792,0.89055121,0.87666621,0.9073684,0.98725097,,,,,,
97,9.8256776e-06,0.24388083,0.18607075,0.057810084,0.057201987,0.20054442,0.21882656,0.17748934,0.051602698,0.055014438,0.12815566,0.11930786,0.80575578,0.88403658,0.86415156,0.90715662,0.98576937,,,,,,
98,9.8217198e-06,0.23933656,0.18236423,0.056972327,0.059282516,0.19542577,0.21174534,0.17460213,0.053369427,0.055185998,0.12407505,0.11663282,0.8039572,0.8846192,0.86812155,0.90511472,0.98513558,,,,,,
99,9.8177184e-06,0.22812344,0.17326454,0.054858903,0.058320655,0.19009427,0.20721283,0.16652869,0.051593238,0.055646456,0.11719195,0.10964498,0.81495033,0.89241433,0.8750413,0.91325056,0.98546491,0.34256412,0.74245336,0.8224862,0.80460877,0.91062884,0.95729339
100,9.8136735e-06,0.25228498,0.19227583,0.060009153,0.058374802,0.20871463,0.22682541,0.18465589,0.053954048,0.055711883,0.13217124,0.1238539,0.79701142,0.877822,0.85887443,0.90100477,0.98502508,,,,,,
101,9.8095852e-06,0.24803608,0.18935623,0.058679847,0.057487088,0.20383604,0.22208948,0.18038325,0.052677769,0.053523662,0.13041821,0.12285292,0.79971311,0.87956841,0.86256479,0.90101498,0.98563544,,,,,,
102,9.8054535e-06,0.22599264,0.17188061,0.054112029,0.055074711,0.19085728,0.20459686,0.16461894,0.049073674,0.053805501,0.11722392,0.11024515,0.81615163,0.89204065,0.87662706,0.91068942,0.98605328,,,,,,
103,9.8012785e-06,0.19831951,0.14994098,0.048378524,0.054206553,0.16741214,0.18271448,0.14552913,0.047716131,0.051447092,0.099604725,0.093805637,0.83700685,0.90724549,0.89405366,0.9227631,0.98653337,,,,,,
104,9.7970601e-06,0.2296808,0.1757995,0.053881301,0.049171961,0.18934904,0.20537755,0.16667663,0.045551809,0.046640185,0.12279966,0.11613953,0.81065485,0.88696901,0.87268274,0.90423052,0.98786387,,,,,,
105,9.7927984e-06,0.20129585,0.15232378,0.048972067,0.053481209,0.16637106,0.18260758,0.14913582,0.048869038,0.050595053,0.10130949,0.094952596,0.83637995,0.90604292,0.89159626,0.92258635,0.98687061,,,,,,
106,9.7884936e-06,0.23646898,0.18074507,0.055723908,0.054520072,0.19223985,0.20616147,0.17237532,0.049419885,0.053710103,0.124549,0.11714806,0.81362344,0.88732206,0.87140076,0.90662484,0.98644485,,,,,,
107,9.7841455e-06,0.21021004,0.15976696,0.050443082,0.051917217,0.17702616,0.19408376,0.15288769,0.044924669,0.048659815,0.10940191,0.10301872,0.8310416,0.90176161,0.88706741,0.91903526,0.98750708,,,,,,
108,9.7797543e-06,0.24726325,0.18928989,0.057973358,0.053781265,0.20094746,0.2183401,0.17998828,0.050623193,0.05165631,0.13178074,0.12224551,0.80151034,0.88213803,0.86030467,0.90802639,0.98625293,,,,,,
109,9.77532e-06,0.21975852,0.16680582,0.052952695,0.057595011,0.18082657,0.19521734,0.16147672,0.052098512,0.054528705,0.11142354,0.10576858,0.81681582,0.89602604,0.88390306,0.91110249,0.98571717,0.41009786,0.73255518,0.81045463,0.78184122,0.92541374,0.94217246
110,9.7708427e-06,0.20386798,0.1539,0.049967975,0.057057786,0.16968247,0.18351241,0.1513635,0.053834902,0.054674612,0.099871031,0.094551643,0.83980998,0.90777706,0.89572888,0.92206485,0.98537385,,,,,,
111,9.7663223e-06,0.2300521,0.17478657,0.055265535,0.055548953,0.191304,0.20564204,0.16988089,0.053285148,0.051676061,0.11818301,0.11104786,0.81859821,0.89172385,0.87570252,0.91212253,0.98583686,,,,,,
112,9.761759e-06,0.23414324,0.17824043,0.055902813,0.055004131,0.1961847,0.21193308,0.17117586,0.05062302,0.051621497,0.12227408,0.11455808,0.80753081,0.8881421,0.8713287,0.90870051,0.98613607,,,,,,
113,9.7571528e-06,0.21500046,0.16372642,0.05127404,0.051396663,0.1798853,0.19487286,0.15646961,0.045965438,0.05215967,0.11182574,0.10547002,0.82314677,0.89790695,0.88372701,0.91488581,0.98716992,,,,,,
